"id","year","value"
"AD",2013,
"AE",2013,
"AF",2013,
"AG",2013,
"AL",2012,0.6
"AM",2012,3.07
"AO",2009,31.47
"AR",2011,1.26
"AS",2013,
"AT",2004,1.02
"AU",2003,4.36
"AW",2013,
"AZ",2008,0.54
"BA",2007,0.03
"BB",2013,
"BD",2010,30.35
"BE",2000,0.3
"BF",2009,31.64
"BG",2011,1.59
"BH",2013,
"BI",2006,56.06
"BJ",2012,35.92
"BM",2013,
"BN",2013,
"BO",2012,6.49
"BR",2012,3.27
"BS",2013,
"BT",2012,3.29
"BW",2009,10.24
"BY",2009,0.01
"BZ",2013,
"CA",2010,0.6
"CD",2006,67.58
"CF",2008,46.78
"CG",2011,24.15
"CH",2004,6.64
"CI",2008,25.85
"CL",2011,0.75
"CM",2007,19.97
"CN",2011,5.46
"CO",2012,4.69
"CR",2012,1.18
"CU",2013,
"CV",2008,11.13
"CW",2013,
"CY",2013,
"CZ",2011,0.06
"DE",2010,0.49
"DJ",2002,14.58
"DK",2010,11.37
"DM",2013,
"DO",2012,2.36
"DZ",2013,
"EC",2012,3.4
"EE",2011,1.19
"EG",2008,2.83
"ER",2013,
"ES",2010,5.9
"ET",2011,27.58
"FI",2013,
"FJ",2009,5.98
"FM",2000,24.54
"FO",2013,
"FR",2005,0.27
"GA",2005,5.75
"GB",2010,3.76
"GD",2013,
"GE",2012,11.36
"GH",2006,21.32
"GL",2013,
"GM",2003,24.38
"GN",2012,29.77
"GQ",2013,
"GR",2010,2.17
"GT",2011,11.16
"GU",2013,
"GW",2002,34.88
"GY",2013,
"HK",2013,
"HN",2011,13.18
"HR",2001,0.06
"HT",2001,46.69
"HU",2011,0.08
"ID",2011,13.04
"IE",2010,0.82
"IL",2010,0.36
"IN",2012,19.02291788
"IQ",2012,4.69
"IR",2005,1.8
"IS",2007,0.33
"IT",2010,1.33
"JM",2004,0.92
"JO",2010,0.16
"JP",2008,0.18
"KE",2005,31.76
"KG",2011,5.32
"KH",2011,10.25
"KI",2013,
"KM",2004,34.18
"KN",2013,
"KP",2013,
"KR",2013,
"KW",2013,
"KY",2013,
"KZ",2010,0.12
"LA",2012,22.42
"LB",2013,
"LC",2013,
"LI",2013,
"LK",2010,5.37
"LR",2007,59.62
"LS",2010,42.88
"LT",2011,0.85
"LU",2013,
"LV",2011,1.16
"LY",2013,
"MA",2007,3.21
"MC",2013,
"MD",2011,0.48
"ME",2011,0.21
"MF",2013,
"MG",2010,64.91
"MH",2013,
"MK",2008,0.69
"ML",2010,35.32
"MM",2013,
"MN",2013,
"MO",2013,
"MP",2013,
"MR",2008,17.66
"MT",2013,
"MU",2012,0.48
"MV",2004,2.53
"MW",2010,52.1
"MX",2012,1.03
"MY",2009,0.16
"MZ",2009,43.65
"NA",2010,16.39
"NC",2013,
"NE",2011,29.28
"NG",2010,44.79
"NI",2009,7.22
"NL",2010,8.85
"NO",2010,5.53
"NP",2010,18.36
"NZ",2013,
"OM",2013,
"PA",2012,3.17
"PE",2012,2.5
"PF",2013,
"PG",2013,
"PH",2012,14.09
"PK",2011,13.25
"PL",2011,0.02
"PR",2013,
"PS",2009,0.12
"PT",2013,
"PW",2013,
"PY",2012,2.62
"QA",2013,
"RO",2012,0.14
"RS",2010,0.08
"RU",2009,0.05
"RW",2011,44.48
"SA",2013,
"SB",2013,
"SC",2007,0.35
"SD",2009,15.38
"SE",2005,0.91
"SG",2013,
"SI",2010,0.04
"SK",2011,0.27
"SL",2011,38.96
"SM",2013,
"SN",2011,24.95
"SO",2013,
"SR",2013,
"SS",2013,
"ST",2010,31.2
"SV",2012,2.39
"SX",2013,
"SY",2004,3.28
"SZ",2010,28.28
"TC",2013,
"TD",2011,27.34
"TG",2011,37.98
"TH",2010,0.57
"TJ",2009,6.69
"TL",2007,25.68
"TM",2013,
"TN",2010,0.96
"TO",2013,
"TR",2011,0.44
"TT",2013,
"TV",2013,
"TZ",2012,30.63
"UA",2009,0.06
"UG",2013,26.76
"US",2010,1.82
"UY",2012,0.34
"UZ",2013,
"VC",2013,
"VE",2006,5.91
"VI",2013,
"VN",2012,2.9
"VU",2013,
"WS",2013,
"XK",2013,
"YE",2005,9.89
"ZA",2011,7.65
"ZM",2010,56.64
"ZW",2013,
