"district_id","2013","2014","2015","2016","2019","2017","2018"
"d314",1.235205222,2.502296954,2.057998188,2.347885723,1,,
"d301",1.193934124,1.411217684,1.580623345,1.61364958,1,1.134584252,1
"d322",1.137354092,2.239383845,1.990885464,2.191113342,1,,
"d323",2.077731484,4.815478809,2.994456621,1.000258776,2,0.747272891,
"d315",0.998636372,2.652027371,2.763019653,1.038682387,4,1.769559645,
"d324",0.306228093,2.485501769,1.665546474,0.895086718,1,2.069099584,
"d216",0.987707239,2.504108334,2.702574678,0.929851303,5,1.062156662,
"d316",1.419222616,2.738246567,2.13127732,2.484235045,,2.424495698,
"d302",0.750350476,1.2498882,1.24668028,1.087379576,2,1.096199241,
"d303",2.828477588,3.866389167,4.025233896,4.130716814,2,5.786437017,2
"d217",1.86617633,2.957391916,1.665131723,1.585696689,2,1.298996415,1
"d218",1.404931902,2.053989162,2.019121556,2.146978243,1,1.183576662,1
"d201",2.280430175,2.015354767,1.927994505,2.645863875,1,8.415550172,
"d420",0.854197729,1.740737792,2.175329568,2.312739042,2,,
"d117",3.04352144,15.51601755,14.78348467,15.08825748,3,6.972196193,3
"d219",1.359053784,4.671810632,4.480229294,3.410409974,4,0.936182105,
"d118",0.842221576,1.276371917,0.892807355,1.013458847,1,,
"d220",0.559023786,1.842360513,1.474765855,1.076577002,2,,
"d225",1.101713203,1.663319371,1.06111388,1.432557277,,1.481135652,
"d416",2.972373727,4.301966324,3.762553715,5.527741864,5,2.604444922,
"d401",0.883312293,2.98355722,0.795269755,0.876092318,1,0.997158776,
"d402",3.30300156,5.600623597,4.651467566,4.793683145,3,1.336972383,2
"d202",4.016286947,4.973838251,5.55611869,17.8736913,1,0.978339196,1
"d221",1.472192909,2.254688923,1.786687586,1.234097723,1,0.873657332,1
"d119",0.75287077,0.906352977,1.069955269,1.110027373,2,0.732599047,
"d120",1.94285865,4.155456785,4.541446264,4.320543264,6,1.644881052,5
"d226",0.400493283,1.042413584,1.980081092,1.980081092,,1.674426788,2.030716456
"d317",0.665255428,0.684872385,0.656786895,0.678701506,1,0.817709415,1
"d121",1.732996262,2.386634294,3.855837351,3.840469407,4,3.253247164,4
"d304",,2.136010693,2.466335761,9.021628928,3,1.928658359,2
"d403",6.742396303,4.942166345,8.096892098,8.455456865,11,6.558630433,9
"d417",1.179456269,5.173703661,4.366488392,1.52165211,,4.713745018,9.723797239
"d203",1.468740686,0.753633665,2.249727937,2.62123258,,5.679819341,
"d418",2.599801838,5.631749547,3.737081561,2.171275126,,2.063154009,1.832774099
"d204",19.93789878,18.20708404,18.38317627,14.0634752,,25.08681659,38.35242551
