"d318",0.841136566,1.523676244,1.557959301,1.520373983,,0.988993363,
"d404",4.979774341,3.857164293,6.555073102,7.576963737,,8.995898879,8.813226672
"d405",4.231140117,7.810163179,8.234715822,7.8994788,2,8.373917445,3
"d213",1.2366058,2.75294214,2.637978526,0.867184483,,0.851398739,
"d101",3.576532258,3.740757678,4.409163243,2.743239496,4,2.478096415,4
"d222",2.527787572,2.179189551,1.662011922,1.649481326,,0.871003688,2.627905709
"d122",1.015873137,1.432279629,3.110962561,1.086851383,4,1.067977727,4
"d205",1.125234831,1.109011654,3.431533197,1.555842794,2,1.682284785,3
"d413",,2.523028991,2.316723274,2.45246309,,2.611909214,2.667662399
"d414",3.763196195,3.561804893,3.385398476,2.762389883,,2.078787564,2.071236109
"d206",3.197669201,2.298068861,1.729883894,1.661699124,3,1.997686451,2
"d406",2.615634351,8.261358279,8.083785545,7.055637046,,12.83532329,13.35638048
"d207",3.7195495,3.789016069,3.493261217,1.97962459,,1.605128914,
"d112",3.976338333,3.208246058,2.801396211,2.857737724,1,1.251297376,5
"d407",2.027495416,4.655202466,4.05552912,4.221122879,3,3.103542477,2
"d103",7.412826434,6.709986304,5.746208624,6.200835133,6,2.546952405,6
"d227",0.699480693,1.005071126,0.858611292,0.876832771,1,0.46408253,0
"d419",7.055785563,7.055086161,6.279018322,4.953564944,7,6.671384551,7
"d421",0.742421785,6.934121963,6.028032248,1.845895809,,1.447169184,5.361455477
"d408",1.558913926,2.199793409,3.552931094,3.899870543,3,27.85784585,2
"d305",1.981121401,4.371195625,4.483695264,4.675965757,,7.220912357,
"d319",1.074823692,7.700188936,6.13398284,8.234933831,3,4.184856282,3
"d325",2.043107382,3.236464001,2.269458815,1.659375812,,0.700140267,1.809194911
"d306",4.518194419,2.679567746,1.160061681,1.577500045,1,2.242613489,1
"d208",1.051924437,1.009917673,1.277460938,1.392029936,,6.838592936,13.3086674
"d228",1.336674302,2.407952638,2.420745184,2.763247386,1,1.109522385,2
"d123",2.00738608,2.121225083,3.354466958,2.367216404,3,2.31411836,
"d422",2.670131364,6.145211732,4.793868888,4.729482837,,1.6871736,1.544938679
"d415",1.160548793,0.931168012,3.751612494,5.045075423,1,0.868998498,1
"d326",0.875888105,1.288411084,0.977798637,1.511417207,,,
"d307",2.684619474,6.301050799,5.149659059,0.935492282,2,0.950273714,2
"d229",0.42064919,0.57014778,13.67172382,0.516179524,,0.489512484,0.812387791
"d104",1.094235058,1.03690679,0.921092672,0.928820803,1,0.892428632,1
"d124",7.239475076,1.552319111,3.605545328,3.266431571,,1.658914248,4.170531021
"d114",1.459689239,1.422101509,6.67156156,1.635753536,,5.983323335,6.137200649
"d223",1.506697143,2.657348949,1.805494723,2.02271433,3,,
"d320",1.505134143,2.076414698,1.36073847,1.149082006,1,1.216133273,1
"d105",10.45450418,17.32695023,7.112996372,5.632356948,1,5.556064493,1
"d409",3.457920236,5.071479831,6.254878272,8.218398463,,16.21956159,16.97487062
"d214",1.498049872,2.189111434,2.173924456,2.541719167,2,1.946048319,2
"d209",7.816593527,3.384549863,8.370230309,5.318298625,,3.712162187,3.077896374
"d410",6.729018509,3.271951343,9.116885446,6.147043456,6,13.83125798,6
"d423",1.458748728,2.746117338,2.235355286,2.422519882,2,1.728132866,2
"d115",1.875471209,1.282871462,4.27283833,1.145811081,4,4.756896631,3
"d308",7.256018475,4.300220791,9.599584051,5.12626501,,4.016456687,
"d309",2.728937579,3.855782155,4.908679243,6.525171618,,2.998551509,3.115866087
"d106",2.980492474,7.01680831,4.649100459,1.600053034,5,1.367375379,5
"d107",1.643935573,4.651358742,4.1868521,4.311356158,4,1.403888937,3
"d108",9.963543875,10.39506198,8.749585216,9.550670135,5,14.02582637,4
"d311",1.298260678,2.623317253,2.532426919,1.48315349,,1.099808504,1.439063842
"d116",2.686681433,5.989842738,7.130616096,8.273894783,,,
"d109",,,2.627106536,4.05358077,6,,
"d230",1.293274659,4.124912067,3.16162568,1.164108966,,1.003586819,
"d224",0.697081088,0.669253144,1.878381868,1.928210664,2,2.297467716,2
"d327",0.924028339,2.443109999,2.397432709,1.386418637,,1.694018573,
"d310",1.20899511,5.597575307,5.597575307,5.831123822,,6.282300587,7.753634159
"d231",1.0869821,3.723923679,3.504766441,3.854986027,4,4.441923821,5
"d424",1.447581911,3.268967442,3.355811796,3.470033105,7,,
"d411",1.097510157,5.720569617,4.992990262,4.753769288,,4.439137549,4.893723835
"d328",0.643413157,2.030315367,3.398593268,5.576876462,7,,
"d329",0.916230221,0.894712556,0.98288326,1.025638624,2,1.070154512,
"d321",3.796451491,2.797987325,3.911170658,2.738186526,,2.063990747,2.80691801
"d312",1.830303883,2.469119304,2.859040758,3.347438091,,,
"d210",1.403964957,1.232747579,2.473087746,2.610555488,,1.125186559,
"d110",3.500698329,5.714355315,4.030770265,2.785819881,1,4.085117158,2
"d425",0.80026911,2.936071312,2.409775355,2.831550697,4,2.853950334,4
"d412",2.640517768,14.41800861,3.541722754,1.504821461,3,1.799115782,2
"d111",1.034300641,1.215457966,2.409803348,2.807048129,3,1.603085082,
"d232",2.102603237,4.642741292,3.700327718,1.923522675,4,4.405825572,4
"d426",1.579698704,2.446229659,2.141098238,2.099479973,,1.942748259,3.117136097
"d215",1.509639675,2.006372185,3.807637291,3.818527021,,1.813154734,1.729122804
"d211",2.371529649,4.19172169,2.616299832,2.975536557,,6.241647428,6.006229225
"d212",2.358158249,4.723068939,6.040813037,6.809822205,6,6.474493141,6
"d113",12.17557458,15.54051326,16.6159991,18.87560757,,16.87423146,18.01134815
"d313",0.400370414,1.616068561,1.594047141,1.917720822,,0.722045363,1.677065507
"d330",1.470843187,1.565401709,4.249951279,1.453105402,,1.99686476,5.592524001
