"id","entity-name","2009"
"d18974","Baringo",21.6
"d18975","Bomet",12.2
"d18987","Bungoma",17.7
"d18988","Busia",26.8
"d18976","Elgeyo-Marakwet",16.6
"d18955","Embu",14.2
"d18965","Garissa",20.3
"d18968","Homa Bay",15.2
"d18956","Isiolo",28.4
"d18991","Kajiado",2.5
"d18989","Kakamega",17.4
"d18977","Kericho",11.5
"d18943","Kiambu",6.5
"d18949","Kilifi",25.8
"d18944","Kirinyaga",5.9
"d18969","Kisii",21.7
"d18970","Kisumu",14.2
"d18957","Kitui",22.2
"d18950","Kwale",28.4
"d18978","Laikipia",14.1
"d18951","Lamu",6.3
"d18958","Machakos",19.8
"d18959","Makueni",22.2
"d18966","Mandera",45.7
"d18960","Marsabit",42.2
"d18961","Meru",6.2
"d18971","Migori",19
"d18952","Mombasa",8.7
"d18946","Murang'a",10.7
"d18964","Nairobi",6.9
"d18979","Nakuru",12.1
"d18980","Nandi",13.7
"d18981","Narok",10.2
"d18962","Nithi",12
"d18972","Nyamira",14.3
"d18947","Nyandarua",17.5
"d18948","Nyeri",11.6
"d18982","Samburu",42.4
"d18973","Siaya",11.8
"d18953","Taita Taveta",17.6
"d18954","Tana River",29.9
"d18983","Trans-Nzoia",15.1
"d18984","Turkana",67.5
"d18985","Uasin Gishu",11.4
"d18990","Vihiga",11.9
"d18967","Wajir",38.1
"d18986","West Pokot",25.8
