"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AW",2171771586,2124764472,2134650786,2295165262,2322172253,2331005587,2385903552,2298707695,2140526675,2019511955,,,,
"AD",1782514579,1992321406,2109356389,2251830450,2397857379,2539759286,2712207294,2750939554,2849168375,,,,,
"AF",,,5150441047,5585352695,5644309209,6275076016,6623602374,7533698918,7805768540,9446591726,10243250247,10869490318,12438473124,12679050960
"AO",17245698514,17973633439,20457911760,21531454923,23873962039,28233699334,34087992150,41789510725,47563628355,48711276728,50371188885,52345032774,55043649817,58786650195
"AL",6442279085,6893238620,7093142540,7497451665,7939801314,8376483394,8795308419,9314240754,10016189785,10352156761,10735901447,11009168733,11187924452,11346504697
"AE",1.39e+11,1.41e+11,1.44e+11,1.57e+11,1.72e+11,1.81e+11,1.98e+11,2.05e+11,2.11e+11,2e+11,2.03e+11,2.13e+11,2.23e+11,2.35e+11
"AR",2.02e+11,1.93e+11,1.72e+11,1.87e+11,2.04e+11,2.23e+11,2.42e+11,2.61e+11,2.69e+11,2.69e+11,2.94e+11,3.19e+11,3.22e+11,3.31e+11
"AM",2754946339,3018226684,3416219125,3895883451,4303698370,4900436759,5547196574,6309891834,6745274371,5790818814,5918216827,6196373018,6642511876,6874999791
"AS",,,,,,,,,,,,,,
"AG",846190664.1,819161287.5,843115623.1,892974373.5,940180750.8,997374093.5,1130786844,1238199658,1239080154,1089944280,1012089655,993938478.8,1033890252,1033152428
"AU",5.91e+11,6.02e+11,6.26e+11,6.45e+11,6.72e+11,6.93e+11,7.14e+11,7.41e+11,7.68e+11,7.82e+11,7.97e+11,8.16e+11,8.46e+11,8.67e+11
"AT",2.89e+11,2.93e+11,2.98e+11,3e+11,3.08e+11,3.15e+11,3.25e+11,3.37e+11,3.42e+11,3.29e+11,3.35e+11,3.46e+11,3.49e+11,3.5e+11
"AZ",7035249733,7731739456,8551303777,9509049820,10478972940,13245421881,17815092365,22277594766,24677431015,26999738606,28310397534,28329060532,28952299917,30630571631
