"id","entity-name","2009"
"d18974","Baringo",46
"d18975","Bomet",42
"d18987","Bungoma",2
"d18988","Busia",6
"d18976","Elgeyo-Marakwet",41
"d18955","Embu",28
"d18965","Garissa",13
"d18968","Homa Bay",44
"d18956","Isiolo",4
"d18991","Kajiado",17
"d18989","Kakamega",11
"d18977","Kericho",34
"d18943","Kiambu",7
"d18949","Kilifi",12
"d18944","Kirinyaga",32
"d18969","Kisii",22
"d18970","Kisumu",29
"d18957","Kitui",38
"d18950","Kwale",25
"d18978","Laikipia",27
"d18951","Lamu",1
"d18958","Machakos",30
"d18959","Makueni",31
"d18966","Mandera",36
"d18960","Marsabit",8
"d18961","Meru",26
"d18971","Migori",39
"d18952","Mombasa",14
"d18946","Murang'a",37
"d18964","Nairobi",5
"d18979","Nakuru",24
"d18980","Nandi",33
"d18981","Narok",47
"d18962","Nithi",43
"d18972","Nyamira",20
"d18947","Nyandarua",21
"d18948","Nyeri",19
"d18982","Samburu",23
"d18973","Siaya",40
"d18953","Taita Taveta",18
"d18954","Tana River",35
"d18983","Trans-Nzoia",9
"d18984","Turkana",15
"d18985","Uasin Gishu",3
"d18990","Vihiga",10
"d18967","Wajir",16
"d18986","West Pokot",45
