"district_id","district_name","year","value"
"d18974","Baringo",2014,33.1
"d18975","Bomet",2014,50.4
"d18987","Bungoma",2014,53.9
"d18988","Busia",2014,56.5
"d18976","Elgeyo-Marakwet",2014,43.6
"d18955","Embu",2014,67.2
"d18965","Garissa",2014,5.5
"d18968","Homa Bay",2014,45.5
"d18956","Isiolo",2014,26.3
"d18991","Kajiado",2014,45.2
"d18989","Kakamega",2014,60.3
"d18977","Kericho",2014,56.9
"d18943","Kiambu",2014,67.8
"d18949","Kilifi",2014,32.8
"d18944","Kirinyaga",2014,75.6
"d18969","Kisii",2014,62.8
"d18970","Kisumu",2014,59.3
"d18957","Kitui",2014,55.1
"d18950","Kwale",2014,38.2
"d18978","Laikipia",2014,51.3
"d18951","Lamu",2014,39.5
"d18958","Machakos",2014,67.5
"d18959","Makueni",2014,65
"d18966","Mandera",2014,1.9
"d18960","Marsabit",2014,10.9
"d18961","Meru",2014,73.2
"d18971","Migori",2014,43.9
"d18952","Mombasa",2014,43.6
"d18946","Murang'a",2014,63.4
"d18964","Nairobi",2014,58.3
"d18979","Nakuru",2014,53.5
"d18980","Nandi",2014,59.2
"d18981","Narok",2014,38.1
"d18962","Nithi",2014,67.2
"d18972","Nyamira",2014,64.2
"d18947","Nyandarua",2014,60.4
"d18948","Nyeri",2014,67.1
"d18982","Samburu",2014,20
"d18973","Siaya",2014,51
"d18953","Taita Taveta",2014,61.3
"d18954","Tana River",2014,20.5
"d18983","Trans-Nzoia",2014,56.4
"d18984","Turkana",2014,10.1
"d18985","Uasin Gishu",2014,56
"d18990","Vihiga",2014,56.6
"d18967","Wajir",2014,2.3
"d18986","West Pokot",2014,13.3
