"district_id","2014"
"d18974",33.1
"d18975",50.4
"d18987",53.9
"d18988",56.5
"d18976",43.6
"d18955",67.2
"d18965",5.5
"d18968",45.5
"d18956",26.3
"d18991",45.2
"d18989",60.3
"d18977",56.9
"d18943",67.8
"d18949",32.8
"d18944",75.6
"d18969",62.8
"d18970",59.3
"d18957",55.1
"d18950",38.2
"d18978",51.3
"d18951",39.5
"d18958",67.5
"d18959",65
"d18966",1.9
"d18960",10.9
"d18961",73.2
"d18971",43.9
"d18952",43.6
"d18946",63.4
"d18964",58.3
"d18979",53.5
"d18980",59.2
"d18981",38.1
"d18962",67.2
"d18972",64.2
"d18947",60.4
"d18948",67.1
"d18982",20
"d18973",51
"d18953",61.3
"d18954",20.5
"d18983",56.4
"d18984",10.1
"d18985",56
"d18990",56.6
"d18967",2.3
"d18986",13.3
