"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"CR",2.77e+10,2.85e+10,2.93e+10,3.04e+10,3.23e+10,3.47e+10,3.91e+10,4.57e+10,5.18e+10,5.11e+10,6.31e+10,7.16e+10,7.88e+10,8.62e+10
"CU",,,,,,,,,,,,,,
"CW",,,,,,,,,,,,,,
"KY",,,,,,,,,,,,,,
"CY",1.11e+10,1.16e+10,1.26e+10,1.59e+10,1.89e+10,2.03e+10,2.21e+10,2.61e+10,3.03e+10,2.82e+10,2.77e+10,2.97e+10,2.72e+10,2.62e+10
"CZ",6.6e+10,7.23e+10,8.76e+10,1.07e+11,1.28e+11,1.46e+11,1.66e+11,2.03e+11,2.52e+11,2.21e+11,2.22e+11,2.44e+11,2.22e+11,2.24e+11
"DE",2.1e+12,2.1e+12,2.24e+12,2.69e+12,3.04e+12,3.08e+12,3.23e+12,3.7e+12,4.04e+12,3.67e+12,3.67e+12,4.04e+12,3.8e+12,4.02e+12
"DJ",7.59e+08,7.89e+08,8.14e+08,8.57e+08,9.18e+08,9.76e+08,1.06e+09,1.17e+09,1.38e+09,1.65e+09,1.55e+09,1.71e+09,1.86e+09,2.01e+09
"DM",3.95e+08,4.04e+08,3.97e+08,4.12e+08,4.41e+08,4.36e+08,4.68e+08,5.04e+08,5.51e+08,5.87e+08,5.8e+08,5.98e+08,6.05e+08,6.08e+08
"DK",1.93e+11,1.94e+11,2.11e+11,2.57e+11,2.95e+11,3.12e+11,3.33e+11,3.77e+11,4.15e+11,3.77e+11,3.77e+11,4.01e+11,3.79e+11,3.95e+11
"DO",3.66e+10,3.8e+10,4.05e+10,3.24e+10,3.38e+10,5.18e+10,5.48e+10,6.72e+10,7.34e+10,7.3e+10,8.09e+10,8.86e+10,9.2e+10,9.32e+10
"DZ",9.7e+10,9.69e+10,1.01e+11,1.2e+11,1.51e+11,1.82e+11,2.07e+11,2.39e+11,3.03e+11,2.43e+11,2.85e+11,3.52e+11,3.61e+11,3.72e+11
"EC",2.89e+10,3.85e+10,4.5e+10,5.11e+10,5.76e+10,6.54e+10,7.37e+10,8.03e+10,9.72e+10,9.84e+10,1.1e+11,1.25e+11,1.38e+11,1.49e+11
"EG",2.08e+11,2.03e+11,1.83e+11,1.73e+11,1.64e+11,1.87e+11,2.23e+11,2.71e+11,3.4e+11,3.94e+11,4.56e+11,4.92e+11,5.48e+11,5.67e+11
"ER",1.78e+09,1.89e+09,1.84e+09,2.19e+09,2.79e+09,2.76e+09,3.05e+09,3.32e+09,3.47e+09,4.67e+09,5.33e+09,6.56e+09,7.78e+09,8.67e+09
"ES",6.56e+11,6.91e+11,7.78e+11,1e+12,1.18e+12,1.28e+12,1.39e+12,1.63e+12,1.81e+12,1.65e+12,1.58e+12,1.64e+12,1.5e+12,1.53e+12
"EE",7.97e+09,8.74e+09,1.03e+10,1.38e+10,1.69e+10,1.96e+10,2.38e+10,3.12e+10,3.39e+10,2.75e+10,2.73e+10,3.2e+10,3.18e+10,3.49e+10
"ET",2.82e+10,2.82e+10,2.69e+10,2.95e+10,3.47e+10,4.25e+10,5.24e+10,6.75e+10,9.27e+10,1.11e+11,1.03e+11,1.09e+11,1.48e+11,1.63e+11
"FI",1.45e+11,1.48e+11,1.61e+11,1.97e+11,2.27e+11,2.35e+11,2.5e+11,2.93e+11,3.27e+11,2.89e+11,2.85e+11,3.15e+11,2.94e+11,3.07e+11
"FJ",2.17e+09,2.14e+09,2.38e+09,2.99e+09,3.52e+09,3.88e+09,4e+09,4.39e+09,4.54e+09,3.7e+09,4.05e+09,4.7e+09,4.96e+09,4.97e+09
"FR",1.52e+12,1.53e+12,1.66e+12,2.05e+12,2.35e+12,2.44e+12,2.57e+12,2.95e+12,3.24e+12,2.98e+12,2.94e+12,3.17e+12,2.98e+12,3.12e+12
"FO",,,,,,,,,,,,,,
"FM",3.01e+08,3.1e+08,3.12e+08,3.16e+08,3.09e+08,3.22e+08,3.27e+08,3.3e+08,3.37e+08,3.58e+08,3.8e+08,4.01e+08,4.21e+08,4.08e+08
"GA",7.26e+09,6.75e+09,7.07e+09,8.68e+09,1.03e+10,1.24e+10,1.37e+10,1.66e+10,2.25e+10,1.72e+10,2.09e+10,2.69e+10,2.56e+10,2.77e+10
"GB",1.84e+12,1.81e+12,1.98e+12,2.3e+12,2.72e+12,2.85e+12,3.05e+12,3.5e+12,3.3e+12,2.74e+12,2.85e+12,3.07e+12,3.09e+12,3.17e+12
"GE",4.71e+09,4.96e+09,5.23e+09,6.14e+09,7.89e+09,9.87e+09,1.19e+10,1.57e+10,1.97e+10,1.66e+10,1.79e+10,2.22e+10,2.44e+10,2.48e+10
"GH",1.38e+10,1.47e+10,1.7e+10,2.11e+10,2.45e+10,2.96e+10,5.63e+10,6.83e+10,7.87e+10,7.17e+10,8.88e+10,1.09e+11,1.15e+11,1.33e+11
"GN",9.23e+09,8.73e+09,9.09e+09,1.06e+10,1.13e+10,9.05e+09,8.7e+09,1.27e+10,1.39e+10,1.42e+10,1.46e+10,1.56e+10,1.74e+10,1.89e+10
"GM",1.01e+09,8.86e+08,7.45e+08,6.28e+08,7.46e+08,8.05e+08,8.44e+08,1.03e+09,1.24e+09,1.16e+09,1.23e+09,1.17e+09,1.18e+09,1.16e+09
"GW",4.67e+08,4.95e+08,5.25e+08,6.01e+08,6.7e+08,7.41e+08,7.47e+08,8.78e+08,1.09e+09,1.04e+09,1.07e+09,1.39e+09,1.21e+09,1.21e+09
"GQ",1.91e+09,2.67e+09,3.3e+09,4.54e+09,8.05e+09,1.5e+10,1.48e+10,1.86e+10,2.82e+10,1.71e+10,2.11e+10,2.87e+10,3.01e+10,2.84e+10
"GR",1.51e+11,1.57e+11,1.77e+11,2.33e+11,2.77e+11,2.86e+11,3.15e+11,3.68e+11,4.1e+11,3.81e+11,3.46e+11,3.34e+11,2.89e+11,2.79e+11
"GD",6.34e+08,6.35e+08,6.59e+08,7.21e+08,7.3e+08,8.48e+08,8.52e+08,9.25e+08,1.01e+09,9.4e+08,9.4e+08,9.49e+08,9.75e+08,1.02e+09
"GL",,,,,,,,,,,,,,
"GT",2.86e+10,2.77e+10,3.08e+10,3.25e+10,3.55e+10,4.03e+10,4.48e+10,5.05e+10,5.8e+10,5.59e+10,6.12e+10,7.06e+10,7.46e+10,7.97e+10
"GU",,,,,,,,,,,,,,
"GY",1.16e+09,1.13e+09,1.17e+09,1.21e+09,1.28e+09,1.34e+09,2.37e+09,2.83e+09,3.12e+09,3.29e+09,3.67e+09,4.19e+09,4.63e+09,4.86e+09
"HK",1.92e+11,1.89e+11,1.86e+11,1.8e+11,1.89e+11,2.04e+11,2.17e+11,2.37e+11,2.45e+11,2.39e+11,2.56e+11,2.79e+11,2.94e+11,3.06e+11
"HN",1.09e+10,1.16e+10,1.19e+10,1.25e+10,1.34e+10,1.48e+10,1.66e+10,1.88e+10,2.11e+10,2.23e+10,2.42e+10,2.71e+10,2.84e+10,2.84e+10
"HR",2.67e+10,2.86e+10,3.3e+10,4.26e+10,5.11e+10,5.58e+10,6.19e+10,7.38e+10,8.65e+10,7.69e+10,7.32e+10,7.64e+10,6.94e+10,7.11e+10
"HT",6.35e+09,6.08e+09,5.57e+09,4.9e+09,6.34e+09,7.2e+09,8.45e+09,1.02e+10,1.13e+10,1.14e+10,1.15e+10,1.3e+10,1.37e+10,1.47e+10
"HU",6.08e+10,6.91e+10,8.69e+10,1.09e+11,1.33e+11,1.44e+11,1.47e+11,1.79e+11,2.03e+11,1.66e+11,1.68e+11,1.79e+11,1.64e+11,1.72e+11
"ID",3.27e+11,3.17e+11,3.89e+11,4.66e+11,5.1e+11,5.67e+11,7.24e+11,8.57e+11,1.01e+12,1.07e+12,1.41e+12,1.68e+12,1.74e+12,1.72e+12
"IN",,,,,,,,,,,,,,
"IE",9.84e+10,1.07e+11,1.26e+11,1.61e+11,1.91e+11,2.08e+11,2.29e+11,2.66e+11,2.71e+11,2.32e+11,2.16e+11,2.36e+11,2.2e+11,2.3e+11
"IR",3.1e+11,3.53e+11,3.56e+11,4.14e+11,5e+11,5.89e+11,6.84e+11,8.77e+11,1.09e+12,1.11e+12,1.3e+12,1.62e+12,1.54e+12,1.13e+12
"IQ",0,0,0,0,7.76e+10,1.06e+11,1.38e+11,1.88e+11,2.8e+11,2.37e+11,2.95e+11,3.94e+11,4.58e+11,4.85e+11
"IS",1.41e+10,1.29e+10,1.45e+10,1.79e+10,2.17e+10,2.66e+10,2.7e+10,3.39e+10,2.78e+10,2.03e+10,2.1e+10,2.32e+10,2.24e+10,2.42e+10
"IL",1.52e+11,1.51e+11,1.4e+11,1.45e+11,1.56e+11,1.64e+11,1.77e+11,2.06e+11,2.49e+11,2.4e+11,2.71e+11,3e+11,2.99e+11,3.38e+11
"IT",1.28e+12,1.31e+12,1.43e+12,1.77e+12,2.03e+12,2.08e+12,2.19e+12,2.48e+12,2.69e+12,2.47e+12,2.4e+12,2.57e+12,2.35e+12,2.42e+12
"JM",1.7e+10,1.72e+10,1.84e+10,1.78e+10,1.92e+10,2.09e+10,2.25e+10,2.42e+10,2.59e+10,2.29e+10,2.5e+10,2.73e+10,2.8e+10,2.72e+10
"JO",1.46e+10,1.55e+10,1.65e+10,1.76e+10,1.97e+10,2.17e+10,2.6e+10,2.96e+10,3.79e+10,4.11e+10,4.56e+10,4.98e+10,5.36e+10,5.82e+10
"JP",4.33e+12,3.81e+12,3.64e+12,3.94e+12,4.27e+12,4.18e+12,3.99e+12,3.99e+12,4.44e+12,4.61e+12,5.04e+12,5.41e+12,5.45e+12,4.5e+12
"KZ",4.79e+10,5.8e+10,6.45e+10,8.08e+10,1.13e+11,1.5e+11,2.12e+11,2.75e+11,3.48e+11,3.01e+11,3.88e+11,4.92e+11,5.34e+11,6.08e+11
"KE",2.33e+10,2.38e+10,2.41e+10,2.73e+10,2.95e+10,3.43e+10,4.73e+10,5.86e+10,6.58e+10,6.78e+10,7.33e+10,7.69e+10,9.22e+10,1.01e+11
"KG",3.26e+09,3.63e+09,3.82e+09,4.56e+09,5.26e+09,5.85e+09,6.74e+09,9.04e+09,1.22e+10,1.11e+10,1.14e+10,1.47e+10,1.57e+10,1.72e+10
"KH",5.07e+09,5.52e+09,5.94e+09,6.46e+09,7.4e+09,8.73e+09,1.01e+10,1.2e+10,1.44e+10,1.44e+10,1.56e+10,1.78e+10,1.95e+10,2.11e+10
"KI",74500000,69600000,79700000,99400000,1.13e+08,1.17e+08,1.15e+08,1.36e+08,1.49e+08,1.4e+08,1.66e+08,1.9e+08,1.93e+08,1.86e+08
"KN",5.55e+08,6.08e+08,6.35e+08,6.12e+08,6.62e+08,7.17e+08,8.4e+08,9.03e+08,9.7e+08,9.36e+08,9.14e+08,9.61e+08,9.67e+08,1.01e+09
"KR",,,,,,,,,,,,,,
"XK",2.32e+09,3.18e+09,3.39e+09,4.21e+09,4.56e+09,4.69e+09,4.91e+09,5.88e+09,7.13e+09,7.09e+09,7.31e+09,8.39e+09,8.15e+09,8.87e+09
"KW",6.16e+10,5.7e+10,6.23e+10,7.82e+10,9.7e+10,1.32e+11,1.67e+11,1.88e+11,2.4e+11,1.73e+11,1.88e+11,2.51e+11,2.84e+11,2.87e+11
"LA",2.63e+09,2.69e+09,2.67e+09,3.07e+09,3.59e+09,4.16e+09,5.25e+09,6.41e+09,8.27e+09,8.86e+09,1.09e+10,1.25e+10,1.42e+10,1.71e+10
"LB",2.31e+10,2.36e+10,2.56e+10,2.68e+10,2.8e+10,2.84e+10,2.91e+10,3.28e+10,3.85e+10,4.7e+10,5.08e+10,5.36e+10,5.77e+10,5.93e+10
"LR",8.21e+08,7.99e+08,8.31e+08,6.34e+08,7.24e+08,8.41e+08,9.37e+08,1.15e+09,1.32e+09,1.79e+09,2.01e+09,2.39e+09,2.69e+09,3.03e+09
"LY",6.02e+10,5.05e+10,3.52e+10,4.27e+10,5.93e+10,7.81e+10,1e+11,1.28e+11,1.65e+11,1.11e+11,1.33e+11,6.16e+10,1.45e+11,1.32e+11
"LC",9.67e+08,9.15e+08,9.19e+08,9.98e+08,1.1e+09,1.16e+09,1.32e+09,1.42e+09,1.45e+09,1.46e+09,1.54e+09,1.6e+09,1.61e+09,1.65e+09
"LI",,,,,,,,,,,,,,
"LK",3.22e+10,3.1e+10,3.37e+10,3.72e+10,4.07e+10,4.81e+10,5.57e+10,6.37e+10,8.02e+10,8.29e+10,9.77e+10,1.17e+11,1.17e+11,1.32e+11
"LS",1.23e+09,1.13e+09,1.05e+09,1.54e+09,1.97e+09,2.18e+09,2.28e+09,2.55e+09,2.6e+09,2.72e+09,3.47e+09,3.96e+09,3.71e+09,3.72e+09
"LT",1.55e+10,1.65e+10,1.92e+10,2.52e+10,3.07e+10,3.54e+10,4.1e+10,5.33e+10,6.43e+10,5.02e+10,4.98e+10,5.84e+10,5.74e+10,6.23e+10
"LU",2.75e+10,2.71e+10,3e+10,3.75e+10,4.41e+10,4.77e+10,5.39e+10,6.34e+10,7.09e+10,6.46e+10,6.72e+10,7.6e+10,7.26e+10,7.75e+10
"LV",1.26e+10,1.34e+10,1.5e+10,1.81e+10,2.22e+10,2.59e+10,3.22e+10,4.64e+10,5.44e+10,4.18e+10,3.88e+10,4.6e+10,4.58e+10,5e+10
"MO",,,,,,,,,,,,,,
"MF",,,,,,,,,,,,,,
"MA",4.25e+10,4.33e+10,4.63e+10,5.71e+10,6.53e+10,6.83e+10,7.53e+10,8.63e+10,1.02e+11,1.04e+11,1.04e+11,1.14e+11,1.1e+11,1.19e+11
"MC",,,,,,,,,,,,,,
"MD",2.43e+09,2.79e+09,3.13e+09,3.74e+09,4.9e+09,5.64e+09,6.43e+09,8.3e+09,1.14e+10,1.03e+10,1.1e+10,1.32e+10,1.37e+10,1.5e+10
"MG",6.89e+09,8.05e+09,7.81e+09,9.73e+09,7.76e+09,8.96e+09,9.8e+09,1.3e+10,1.67e+10,1.52e+10,1.55e+10,1.76e+10,1.76e+10,1.89e+10
"MV",9.07e+08,1.17e+09,1.2e+09,1.38e+09,1.56e+09,1.44e+09,1.89e+09,2.24e+09,2.75e+09,2.88e+09,3.1e+09,3.14e+09,3.07e+09,3.34e+09
"MX",9.5e+11,1.01e+12,1.03e+12,9.91e+11,1.07e+12,1.2e+12,1.34e+12,1.45e+12,1.53e+12,1.24e+12,1.46e+12,1.63e+12,1.65e+12,1.75e+12
"MH",1.24e+08,1.29e+08,1.4e+08,1.42e+08,1.47e+08,1.54e+08,1.61e+08,1.68e+08,1.71e+08,1.7e+08,1.84e+08,1.94e+08,2.07e+08,2.14e+08
"MK",4.57e+09,4.37e+09,4.83e+09,6.05e+09,7.02e+09,7.62e+09,8.35e+09,1.04e+10,1.25e+10,1.19e+10,1.19e+10,1.32e+10,1.22e+10,1.3e+10
"ML",3.35e+09,3.63e+09,4.62e+09,6.03e+09,6.73e+09,7.33e+09,8.46e+09,9.87e+09,1.21e+10,1.24e+10,1.3e+10,1.47e+10,1.43e+10,1.51e+10
"MT",4.81e+09,4.76e+09,5.22e+09,6.22e+09,6.86e+09,7.27e+09,7.77e+09,9.13e+09,1.04e+10,9.84e+09,9.92e+09,1.13e+10,1.08e+10,1.17e+10
"MM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ME",1.37e+09,1.61e+09,1.78e+09,2.37e+09,2.88e+09,3.13e+09,3.74e+09,5.1e+09,6.3e+09,5.77e+09,5.71e+09,6.25e+09,5.62e+09,6.13e+09
"MN",2.9e+09,3.23e+09,3.56e+09,4.07e+09,5.08e+09,6.43e+09,8.7e+09,1.08e+10,1.43e+10,1.17e+10,1.58e+10,2.23e+10,2.63e+10,2.93e+10
"MP",,,,,,,,,,,,,,
"MZ",7.1e+09,6.71e+09,6.92e+09,7.69e+09,9.39e+09,1.08e+10,1.17e+10,1.51e+10,1.82e+10,1.77e+10,1.67e+10,2.18e+10,2.46e+10,2.57e+10
"MR",1.93e+09,2e+09,2.05e+09,2.29e+09,2.67e+09,3.31e+09,4.81e+09,5.06e+09,6.39e+09,5.39e+09,6.29e+09,7.37e+09,7.05e+09,7.41e+09
"MU",6.13e+09,6.07e+09,6.38e+09,7.51e+09,8.54e+09,8.41e+09,9.01e+09,1.04e+10,1.29e+10,1.18e+10,1.3e+10,1.51e+10,1.53e+10,1.6e+10
"MW",3.78e+09,3.72e+09,5.77e+09,5.25e+09,5.69e+09,5.97e+09,6.75e+09,7.9e+09,9.27e+09,1.09e+10,1.17e+10,1.22e+10,9.19e+09,8.03e+09
"MY",1.17e+11,1.16e+11,1.27e+11,1.38e+11,1.57e+11,1.8e+11,2.04e+11,2.43e+11,2.89e+11,2.53e+11,3.11e+11,3.63e+11,3.82e+11,3.92e+11
"NA",6.68e+09,6.06e+09,5.74e+09,8.42e+09,1.13e+10,1.24e+10,1.36e+10,1.49e+10,1.45e+10,1.52e+10,1.93e+10,2.12e+10,2.23e+10,2.24e+10
"NC",,,,,,,,,,,,,,
"NE",2.36e+09,2.55e+09,2.85e+09,3.59e+09,4.01e+09,4.47e+09,4.79e+09,5.64e+09,7.1e+09,7.09e+09,7.51e+09,8.42e+09,8.68e+09,9.73e+09
"NG",9.31e+10,8.86e+10,1.19e+11,1.36e+11,1.76e+11,2.25e+11,2.91e+11,3.33e+11,4.17e+11,3.39e+11,7.4e+11,8.27e+11,9.29e+11,1.05e+12
"NI",9.63e+09,1e+10,9.85e+09,1e+10,1.09e+10,1.19e+10,1.28e+10,1.41e+10,1.6e+10,1.58e+10,1.69e+10,1.87e+10,2.01e+10,2.12e+10
"NL",4.53e+11,4.67e+11,5.09e+11,6.27e+11,7.09e+11,7.37e+11,7.89e+11,9.14e+11,1.02e+12,9.41e+11,9.17e+11,9.81e+11,9.03e+11,9.37e+11
"NO",2.3e+11,2.34e+11,2.63e+11,3.09e+11,3.56e+11,4.17e+11,4.66e+11,5.39e+11,6.23e+11,5.2e+11,5.77e+11,6.73e+11,6.86e+11,7.03e+11
"NP",1.06e+10,1.16e+10,1.16e+10,1.22e+10,1.4e+10,1.56e+10,1.74e+10,1.99e+10,2.41e+10,2.48e+10,3.08e+10,3.63e+10,3.7e+10,3.71e+10
"NZ",6.19e+10,6.34e+10,7.86e+10,1.04e+11,1.23e+11,1.36e+11,1.31e+11,1.61e+11,1.55e+11,1.42e+11,1.7e+11,1.95e+11,2.03e+11,2.21e+11
"OM",3.34e+10,3.34e+10,3.45e+10,3.71e+10,4.25e+10,5.33e+10,6.38e+10,7.22e+10,1.04e+11,8.3e+10,1.01e+11,1.19e+11,1.33e+11,1.37e+11
"PK",1.63e+11,1.59e+11,1.59e+11,1.83e+11,2.16e+11,2.42e+11,3.02e+11,3.35e+11,3.75e+11,3.7e+11,3.9e+11,4.71e+11,4.94e+11,5.11e+11
"PA",1.47e+10,1.49e+10,1.55e+10,1.64e+10,1.79e+10,1.96e+10,2.17e+10,2.67e+10,3.15e+10,3.28e+10,3.65e+10,4.21e+10,4.8e+10,5.4e+10
"PE",6.71e+10,6.79e+10,7.17e+10,7.77e+10,8.79e+10,9.87e+10,1.16e+11,1.34e+11,1.61e+11,1.59e+11,1.96e+11,2.25e+11,2.54e+11,2.66e+11
"PH",1.07e+11,1.01e+11,1.08e+11,1.11e+11,1.21e+11,1.36e+11,1.61e+11,1.97e+11,2.3e+11,2.22e+11,2.64e+11,2.96e+11,3.3e+11,3.59e+11
"PW",1.86e+08,1.94e+08,1.96e+08,2.02e+08,2.22e+08,2.4e+08,2.42e+08,2.46e+08,2.48e+08,2.3e+08,2.3e+08,2.53e+08,2.7e+08,2.87e+08
