"district_id","district_name","year","value"
"d18974","Baringo",2013,110600
"d18974","Baringo",2014,110649
"d18974","Baringo",2016,152000
"d18975","Bomet",2013,174900
"d18975","Bomet",2014,142361
"d18975","Bomet",2016,179000
"d18987","Bungoma",2013,270800
"d18987","Bungoma",2014,321628
"d18987","Bungoma",2016,321000
"d18988","Busia",2013,154200
"d18988","Busia",2014,103421
"d18988","Busia",2016,177000
"d18976","Elgeyo-Marakwet",2013,77600
"d18976","Elgeyo-Marakwet",2014,77555
"d18976","Elgeyo-Marakwet",2016,99000
"d18955","Embu",2013,131700
"d18955","Embu",2014,131683
"d18955","Embu",2016,164000
"d18965","Garissa",2013,98600
"d18965","Garissa",2014,98590
"d18965","Garissa",2016,78000
"d18968","Homa Bay",2013,206300
"d18968","Homa Bay",2014,160935
"d18968","Homa Bay",2016,224000
"d18956","Isiolo",2013,31300
"d18956","Isiolo",2014,31326
"d18956","Isiolo",2016,34000
"d18991","Kajiado",2013,173500
"d18991","Kajiado",2014,173464
"d18991","Kajiado",2016,250000
"d18989","Kakamega",2013,355700
"d18989","Kakamega",2014,355679
"d18989","Kakamega",2016,392000
"d18977","Kericho",2013,127600
"d18977","Kericho",2014,160134
"d18977","Kericho",2016,211000
"d18943","Kiambu",2013,469200
"d18943","Kiambu",2014,469244
"d18943","Kiambu",2016,6e+05
"d18949","Kilifi",2013,199800
"d18949","Kilifi",2014,199764
"d18949","Kilifi",2016,326000
"d18944","Kirinyaga",2013,154200
"d18944","Kirinyaga",2014,154220
"d18944","Kirinyaga",2016,198000
"d18969","Kisii",2013,254000
"d18969","Kisii",2014,245029
"d18969","Kisii",2016,291000
"d18970","Kisumu",2013,226700
"d18970","Kisumu",2014,226719
"d18970","Kisumu",2016,284000
"d18957","Kitui",2013,205500
"d18957","Kitui",2014,205491
"d18957","Kitui",2016,236000
"d18950","Kwale",2013,122000
"d18950","Kwale",2014,122047
"d18950","Kwale",2016,174000
"d18978","Laikipia",2013,103100
"d18978","Laikipia",2014,103114
"d18978","Laikipia",2016,135000
"d18951","Lamu",2013,22200
"d18951","Lamu",2014,22184
"d18951","Lamu",2016,30000
"d18958","Machakos",2013,264500
"d18958","Machakos",2014,264500
"d18958","Machakos",2016,328000
"d18959","Makueni",2013,186500
"d18959","Makueni",2014,186478
"d18959","Makueni",2016,233000
"d18966","Mandera",2013,125500
"d18966","Mandera",2014,125497
"d18966","Mandera",2016,111000
"d18960","Marsabit",2013,56900
"d18960","Marsabit",2014,56941
"d18960","Marsabit",2016,62000
"d18961","Meru",2013,319600
"d18961","Meru",2014,319616
"d18961","Meru",2016,393000
"d18971","Migori",2013,180200
"d18971","Migori",2014,41800
"d18971","Migori",2016,233000
"d18952","Mombasa",2013,268700
"d18952","Mombasa",2014,268700
"d18952","Mombasa",2016,397000
"d18946","Murang'a",2013,255700
"d18946","Murang'a",2014,255696
"d18946","Murang'a",2016,323000
"d18964","Nairobi",2013,985000
"d18964","Nairobi",2014,985016
"d18964","Nairobi",2016,1503000
"d18979","Nakuru",2013,409800
"d18979","Nakuru",2014,409836
"d18979","Nakuru",2016,578000
"d18980","Nandi",2013,154100
"d18980","Nandi",2014,154073
"d18980","Nandi",2016,202000
"d18981","Narok",2013,169200
"d18981","Narok",2014,169220
"d18981","Narok",2016,223000
"d18962","Nithi",2013,88800
"d18962","Nithi",2014,88803
"d18962","Nithi",2016,107000
"d18972","Nyamira",2013,131000
"d18972","Nyamira",2014,131039
"d18972","Nyamira",2016,179000
"d18947","Nyandarua",2013,143900
"d18947","Nyandarua",2014,143879
"d18947","Nyandarua",2016,191000
"d18948","Nyeri",2013,201700
"d18948","Nyeri",2014,201703
"d18948","Nyeri",2016,271000
"d18982","Samburu",2013,47400
"d18982","Samburu",2014,47354
"d18982","Samburu",2016,61000
"d18973","Siaya",2013,199000
"d18973","Siaya",2014,199034
"d18973","Siaya",2016,246000
"d18953","Taita Taveta",2013,71100
"d18953","Taita Taveta",2014,71090
"d18953","Taita Taveta",2016,102000
"d18954","Tana River",2013,47400
"d18954","Tana River",2014,47414
"d18954","Tana River",2016,56000
"d18983","Trans-Nzoia",2013,170100
"d18983","Trans-Nzoia",2014,170117
"d18983","Trans-Nzoia",2016,210000
"d18984","Turkana",2013,123200
"d18984","Turkana",2014,123191
"d18984","Turkana",2016,246000
"d18985","Uasin Gishu",2013,202300
"d18985","Uasin Gishu",2014,202291
"d18985","Uasin Gishu",2016,270000
"d18990","Vihiga",2013,123300
"d18990","Vihiga",2014,123347
"d18990","Vihiga",2016,144000
"d18967","Wajir",2013,88600
"d18967","Wajir",2014,88574
"d18967","Wajir",2016,69000
"d18986","West Pokot",2013,93800
"d18986","West Pokot",2014,93777
"d18986","West Pokot",2016,119000
