"district_id","district_name","year","value"
"d18974","Baringo",2014,47
"d18975","Bomet",2014,57.7
"d18987","Bungoma",2014,58.2
"d18988","Busia",2014,43.9
"d18976","Elgeyo-Marakwet",2014,58.9
"d18955","Embu",2014,73.1
"d18965","Garissa",2014,18
"d18968","Homa Bay",2014,65.5
"d18956","Isiolo",2014,28.7
"d18991","Kajiado",2014,27.2
"d18989","Kakamega",2014,53
"d18977","Kericho",2014,61
"d18943","Kiambu",2014,75.6
"d18949","Kilifi",2014,27.6
"d18944","Kirinyaga",2014,82.1
"d18969","Kisii",2014,85.8
"d18970","Kisumu",2014,57.7
"d18957","Kitui",2014,54.4
"d18950","Kwale",2014,25.2
"d18978","Laikipia",2014,61.1
"d18951","Lamu",2014,51.7
"d18958","Machakos",2014,78.4
"d18959","Makueni",2014,84.5
"d18966","Mandera",2014,11.2
"d18960","Marsabit",2014,15.7
"d18961","Meru",2014,54
"d18971","Migori",2014,50.7
"d18952","Mombasa",2014,31.5
"d18946","Murang'a",2014,86.1
"d18964","Nairobi",2014,27.5
"d18979","Nakuru",2014,60.5
"d18980","Nandi",2014,50
"d18981","Narok",2014,23.4
"d18962","Nithi",2014,86.3
"d18972","Nyamira",2014,69.8
"d18947","Nyandarua",2014,68.3
"d18948","Nyeri",2014,84
"d18982","Samburu",2014,19.2
"d18973","Siaya",2014,67.7
"d18953","Taita Taveta",2014,63.2
"d18954","Tana River",2014,21
"d18983","Trans-Nzoia",2014,44.4
"d18984","Turkana",2014,11.9
"d18985","Uasin Gishu",2014,36.7
"d18990","Vihiga",2014,80.2
"d18967","Wajir",2014,14.1
"d18986","West Pokot",2014,19.5
