"id","direction.2000","flow-type.2000","flow-name.2000","value.2000","direction.2001","flow-type.2001","flow-name.2001","value.2001","direction.2002","flow-type.2002","flow-name.2002","value.2002","direction.2003","flow-type.2003","flow-name.2003","value.2003","direction.2004","flow-type.2004","flow-name.2004","value.2004","direction.2005","flow-type.2005","flow-name.2005","value.2005","direction.2006","flow-type.2006","flow-name.2006","value.2006","direction.2007","flow-type.2007","flow-name.2007","value.2007","direction.2008","flow-type.2008","flow-name.2008","value.2008","direction.2009","flow-type.2009","flow-name.2009","value.2009","direction.2010","flow-type.2010","flow-name.2010","value.2010","direction.2011","flow-type.2011","flow-name.2011","value.2011","direction.2012","flow-type.2012","flow-name.2012","value.2012","direction.2013","flow-type.2013","flow-name.2013","value.2013"
"MA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MD","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"ME","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MG","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MH","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MK","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"ML","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MM","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MN","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MR","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MS","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MT","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MU","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MV","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MW","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MX","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MY","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"MZ","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NE","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NG","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NI","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NP","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NR","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"NU","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"OM","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PE","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PG","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PH","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PK","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PS","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PW","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"PY","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"RS","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"RW","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SB","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SC","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SD","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SH","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SI","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SL","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SN","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SO","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SR","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SS","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"ST","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SV","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SY","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"SZ","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TC","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TD","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TG","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TH","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TJ","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TK","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TL","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TM","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TN","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TO","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TR","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TT","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TV","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"TZ","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"UA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"UG","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"UY","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"UZ","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"VC","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"VE","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"VN","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"VU","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"WF","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"WS","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"XK","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"YE","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"YT","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
"ZA","in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",,"in","official","dfis-in",
