"id","entity-name","2009"
"d18974","Baringo",32.8
"d18975","Bomet",46.8
"d18987","Bungoma",41.7
"d18988","Busia",48.8
"d18976","Elgeyo-Marakwet",10.1
"d18955","Embu",35.3
"d18965","Garissa",34.4
"d18968","Homa Bay",37.5
"d18956","Isiolo",31.5
"d18991","Kajiado",33.3
"d18989","Kakamega",47
"d18977","Kericho",45.4
"d18943","Kiambu",25.2
"d18949","Kilifi",41.5
"d18944","Kirinyaga",54.3
"d18969","Kisii",54.4
"d18970","Kisumu",52.6
"d18957","Kitui",29.3
"d18950","Kwale",47.8
"d18978","Laikipia",10.6
"d18951","Lamu",51.2
"d18958","Machakos",31.5
"d18959","Makueni",27.7
"d18966","Mandera",10.9
"d18960","Marsabit",7
"d18961","Meru",30.6
"d18971","Migori",30.3
"d18952","Mombasa",38.9
"d18946","Murang'a",27.1
"d18964","Nairobi",28.5
"d18979","Nakuru",22.7
"d18980","Nandi",41.9
"d18981","Narok",25.4
"d18962","Nithi",45.8
"d18972","Nyamira",57.1
"d18947","Nyandarua",7.1
"d18948","Nyeri",11.9
"d18982","Samburu",8.7
"d18973","Siaya",41.6
"d18953","Taita Taveta",60.6
"d18954","Tana River",33
"d18983","Trans-Nzoia",38.4
"d18984","Turkana",16.3
"d18985","Uasin Gishu",49.7
"d18990","Vihiga",44.9
"d18967","Wajir",18.1
"d18986","West Pokot",21.2
