"id","entity-name","2009"
"d18974","Baringo",58.6
"d18975","Bomet",45.2
"d18987","Bungoma",44.5
"d18988","Busia",42.5
"d18976","Elgeyo-Marakwet",44.8
"d18955","Embu",29.4
"d18965","Garissa",94.5
"d18968","Homa Bay",53.3
"d18956","Isiolo",73
"d18991","Kajiado",45.5
"d18989","Kakamega",37.9
"d18977","Kericho",37.1
"d18943","Kiambu",26
"d18949","Kilifi",65.9
"d18944","Kirinyaga",19
"d18969","Kisii",33.9
"d18970","Kisumu",37.6
"d18957","Kitui",42.7
"d18950","Kwale",58.5
"d18978","Laikipia",40.9
"d18951","Lamu",57.8
"d18958","Machakos",24.1
"d18959","Makueni",19.7
"d18966","Mandera",98.1
"d18960","Marsabit",88.3
"d18961","Meru",21.8
"d18971","Migori",55.4
"d18952","Mombasa",45
"d18946","Murang'a",31.1
"d18964","Nairobi",37.4
"d18979","Nakuru",43.2
"d18980","Nandi",35.5
"d18981","Narok",52.2
"d18962","Nithi",26
"d18972","Nyamira",32.1
"d18947","Nyandarua",34.4
"d18948","Nyeri",26.9
"d18982","Samburu",77.3
"d18973","Siaya",45
"d18953","Taita Taveta",32
"d18954","Tana River",71.3
"d18983","Trans-Nzoia",36.1
"d18984","Turkana",89.6
"d18985","Uasin Gishu",37.4
"d18990","Vihiga",40.5
"d18967","Wajir",97.7
"d18986","West Pokot",85.8
