"district_id","district_name","year","value"
"d18974","Baringo",2014,43.6
"d18975","Bomet",2014,51.9
"d18987","Bungoma",2014,50
"d18988","Busia",2014,35.9
"d18976","Elgeyo-Marakwet",2014,64
"d18955","Embu",2014,73.8
"d18965","Garissa",2014,7.4
"d18968","Homa Bay",2014,50.5
"d18956","Isiolo",2014,18.9
"d18991","Kajiado",2014,25.4
"d18989","Kakamega",2014,51.2
"d18977","Kericho",2014,56.2
"d18943","Kiambu",2014,79.5
"d18949","Kilifi",2014,24.3
"d18944","Kirinyaga",2014,98
"d18969","Kisii",2014,77.1
"d18970","Kisumu",2014,58.5
"d18957","Kitui",2014,55.8
"d18950","Kwale",2014,25.5
"d18978","Laikipia",2014,61.9
"d18951","Lamu",2014,34.4
"d18958","Machakos",2014,80.4
"d18959","Makueni",2014,86.4
"d18966","Mandera",2014,4.1
"d18960","Marsabit",2014,10.2
"d18961","Meru",2014,61
"d18971","Migori",2014,41
"d18952","Mombasa",2014,24.6
"d18946","Murang'a",2014,88.3
"d18964","Nairobi",2014,23.2
"d18979","Nakuru",2014,58.5
"d18980","Nandi",2014,51.3
"d18981","Narok",2014,16.5
"d18962","Nithi",2014,96.3
"d18972","Nyamira",2014,73
"d18947","Nyandarua",2014,77.8
"d18948","Nyeri",2014,88.3
"d18982","Samburu",2014,11.6
"d18973","Siaya",2014,57.6
"d18953","Taita Taveta",2014,64.3
"d18954","Tana River",2014,11.9
"d18983","Trans-Nzoia",2014,40.2
"d18984","Turkana",2014,5.8
"d18985","Uasin Gishu",2014,39.8
"d18990","Vihiga",2014,79.5
"d18967","Wajir",2014,5.4
"d18986","West Pokot",2014,18.3
