"district_id","district_name","year","value","value_ncu"
"d18974","Baringo",2014,22.1332476796405,1782.99017209631
"d18974","Baringo",2015,22.4125438150344,2200.44487464023
"d18975","Bomet",2015,10.1229285905596,993.860693247315
"d18975","Bomet",2016,12.3006209600188,1323.36253807723
"d18987","Bungoma",2014,24.6054649917388,1982.14482100093
"d18988","Busia",2016,18.0490053246852,1941.80257841295
"d18976","Elgeyo-Marakwet",2014,26.676625454622,2148.99149454862
"d18976","Elgeyo-Marakwet",2015,20.4905964619116,2011.74968513343
"d18976","Elgeyo-Marakwet",2016,32.4328302862773,3489.28665830626
"d18976","Elgeyo-Marakwet",2017,31.9738316022104,3704.20944978081
"d18965","Garissa",2014,26.808720370242,2159.63267743074
"d18968","Homa Bay",2015,12.7066468485852,1247.52799872172
"d18989","Kakamega",2015,14.5857020301405,1432.01207056751
"d18989","Kakamega",2016,17.7741549871862,1912.23279966712
"d18943","Kiambu",2014,22.3287987434441,1798.74319803953
"d18943","Kiambu",2016,6.9135238153716,743.791590124205
"d18949","Kilifi",2014,14.2669669481713,1149.30543508135
"d18944","Kirinyaga",2014,4.8119572136409,387.637302245604
"d18969","Kisii",2014,4.0000218726468,322.230148522671
"d18970","Kisumu",2015,24.2163750347471,2377.54352059894
"d18970","Kisumu",2016,22.7331051876164,2445.74155054809
"d18957","Kitui",2015,15.148636965883,1487.28055344625
"d18950","Kwale",2016,24.9956912868606,2689.16191872676
"d18951","Lamu",2016,63.5402976755116,6835.98412432661
"d18959","Makueni",2014,19.3850186775878,1561.60082281264
"d18960","Marsabit",2014,22.4334982509425,1807.17748638234
"d18960","Marsabit",2015,31.1481278680792,3058.0972373148
"d18971","Migori",2014,7.7841839042196,627.07125496909
"d18952","Mombasa",2014,9.4948898668627,764.880760509703
"d18952","Mombasa",2016,27.1580803001033,2921.8025815174
"d18946","Murang'a",2016,15.3267909080897,1648.93308903956
"d18964","Nairobi",2016,20.1337816588647,2166.09327966214
"d18964","Nairobi",2017,18.0150902723781,2087.07134183393
"d18979","Nakuru",2015,19.69565173328,1933.70267413032
"d18979","Nakuru",2016,23.2730446420244,2503.83094693839
"d18981","Narok",2014,7.8121615062372,629.325049358342
"d18962","Nithi",2016,23.9808157447927,2579.97651438426
"d18947","Nyandarua",2015,13.3038250709807,1306.15845894799
"d18947","Nyandarua",2016,14.5045548529171,1560.4728075295
"d18948","Nyeri",2016,7.4334204208544,799.72467623472
"d18948","Nyeri",2017,47.0709337542853,5453.22812079163
"d18982","Samburu",2016,29.8084698845963,3206.94479497381
"d18982","Samburu",2017,26.9857257001401,3126.33097563263
"d18973","Siaya",2016,21.2627717470784,2287.55569960489
"d18973","Siaya",2017,20.5230947958655,2377.62688649229
"d18953","Taita Taveta",2015,34.9661429312653,3432.94677453918
"d18953","Taita Taveta",2016,7.673524294585,825.556256020403
"d18953","Taita Taveta",2017,31.9734910300875,3704.16999406303
"d18983","Trans-Nzoia",2016,19.2117762426619,2066.89930956315
"d18983","Trans-Nzoia",2017,21.5317653213137,2494.48266213296
"d18984","Turkana",2015,25.317969411892,2485.69713855172
"d18985","Uasin Gishu",2015,12.6747737495206,1244.39872441648
"d18985","Uasin Gishu",2017,2.7901443526394,323.2418061708
"d18986","West Pokot",2015,18.3276340216991,1799.39183522206
"d18986","West Pokot",2016,23.2239762965594,2498.55192806569
"d18986","West Pokot",2017,23.4078651891461,2711.83124098383
