"district_id","2014"
"d18974",18.7
"d18975",19.4
"d18987",22
"d18988",19.5
"d18976",19.2
"d18955",18
"d18965",20.4
"d18968",19.9
"d18956",17.4
"d18991",18.7
"d18989",19.8
"d18977",19.6
"d18943",20.5
"d18949",20.5
"d18944",20.3
"d18969",20.7
"d18970",19.7
"d18957",19.1
"d18950",22.4
"d18978",20.3
"d18951",18.9
"d18958",20.4
"d18959",20.9
"d18966",21.9
"d18960",16.3
"d18961",19.6
"d18971",21.6
"d18952",18.8
"d18946",20.9
"d18964",18.4
"d18979",21.2
"d18980",18.6
"d18981",20.8
"d18962",20.1
"d18972",19.5
"d18947",22.1
"d18948",20.5
"d18982",15.5
"d18973",20.9
"d18953",20
"d18954",21.9
"d18983",21
"d18984",26.6
"d18985",18.6
"d18990",20.4
"d18967",20.3
"d18986",20.4
