id-to,year,value
AF,1999,0.00
AF,2004,6470374.69
AF,2005,7450850.97
AF,2006,8082404.48
AF,2007,10882577.82
AF,2008,11052150.45
AF,2009,18269684.10
AF,2010,12476590.36
AF,2011,12990411.41
AF,2012,13048129.91
AF,2013,11879166.99
AF,2014,10005087.42
AF,2015,8389141.26
africa,1999,0.00
africa,2009,40096.45
africa,2010,179206.62
africa,2011,718948.44
africa,2012,1406826.01
africa,2013,300434.72
africa,2015,9892781.00
AG,2014,20869.08
AG,2015,213.64
AI,1999,0.00
AL,1999,0.00
AL,2004,2398903.95
AL,2005,1744965.45
AL,2006,2374928.13
AL,2007,1956723.41
AL,2008,973352.36
AL,2009,613372.26
AL,2010,706080.29
AL,2011,420118.31
AL,2012,465299.99
AL,2013,391397.13
AL,2014,407760.77
AL,2015,536179.33
AM,1999,0.00
AM,2004,1212765.66
AM,2005,1540252.96
AM,2006,2108078.96
AM,2007,2133190.51
AM,2008,1351131.82
AM,2009,1215891.99
AM,2010,1332998.14
AM,2011,951802.06
AM,2012,774704.27
AM,2013,845298.84
AM,2014,646205.71
AM,2015,480668.03
america,2009,71210.85
america,2010,16919.10
america,2015,667724.00
ANHH,1999,0.00
AO,1999,0.00
AO,2004,4285145.40
AO,2005,6749787.37
AO,2006,6234994.72
AO,2007,6478972.86
AO,2008,4901411.53
AO,2009,3687240.71
AO,2010,2365783.39
AO,2011,1876288.09
AO,2012,2387762.00
AO,2013,1362494.79
AO,2014,2623014.82
AO,2015,2779456.77
AR,1999,0.00
AR,2004,14877.72
AR,2005,629807.64
AR,2006,862425.18
AR,2007,1064199.62
AR,2008,781612.85
AR,2009,636843.36
AR,2010,775892.74
AR,2011,404420.54
AR,2012,289907.85
AR,2013,327973.22
AR,2014,239938.83
AR,2015,451508.54
asia,2009,62893.42
asia,2010,24438.43
asia,2015,2245360.00
AW,1999,0.00
AZ,1999,0.00
AZ,2004,2766791.89
AZ,2005,3241219.90
AZ,2006,3270077.62
AZ,2007,2191650.22
AZ,2008,2543108.12
AZ,2009,1353395.39
AZ,2010,1281326.72
AZ,2011,918288.17
AZ,2012,794009.60
AZ,2013,992934.69
AZ,2014,1031015.94
AZ,2015,607991.48
BA,1999,0.00
BA,2004,1058419.89
BA,2005,1049905.13
BA,2006,951899.23
BA,2007,942422.68
BA,2008,1040764.72
BA,2009,952915.08
BA,2010,561724.14
BA,2011,535995.33
BA,2012,533214.34
BA,2013,547463.63
BA,2014,561735.26
BA,2015,410542.56
BB,2004,732564.66
BB,2005,453642.89
BB,2006,207966.37
BB,2007,216076.55
BB,2008,220923.58
BB,2009,211173.39
BB,2010,233056.94
BD,1999,0.00
BD,2004,20805071.60
BD,2005,18076206.57
BD,2006,11997329.44
BD,2007,15328986.53
BD,2008,5422823.26
BD,2009,12230985.25
BD,2010,18571761.20
BD,2011,14950033.14
BD,2012,13761038.52
BD,2013,14347951.47
BD,2014,11327612.35
BD,2015,11221618.52
BF,1999,0.00
BF,2004,7684893.82
BF,2005,6737378.06
BF,2006,6391881.38
BF,2007,5443502.57
BF,2008,7003897.15
BF,2009,8036049.18
BF,2010,6987024.59
BF,2011,3757914.06
BF,2012,5299199.43
BF,2013,5005509.38
BF,2014,4688778.82
BF,2015,5536527.31
BH,1999,0.00
BI,1999,0.00
BI,2004,10234185.39
BI,2005,7447356.19
BI,2006,5573520.40
BI,2007,4051476.94
BI,2008,7386009.02
BI,2009,10881985.95
BI,2010,12239383.70
BI,2011,7209363.43
BI,2012,6756287.34
BI,2013,6222566.24
BI,2014,7929058.44
BI,2015,7289008.67
bilateral-unspecified,1999,0.00
bilateral-unspecified,2004,881137.04
bilateral-unspecified,2005,541567.72
bilateral-unspecified,2006,316615.21
bilateral-unspecified,2007,245292.16
bilateral-unspecified,2008,264355.77
bilateral-unspecified,2009,96326106.22
bilateral-unspecified,2010,91508989.31
bilateral-unspecified,2011,67696023.08
bilateral-unspecified,2012,68397157.15
bilateral-unspecified,2013,71604048.47
bilateral-unspecified,2014,58520974.30
bilateral-unspecified,2015,40927073.67
BJ,1999,0.00
BJ,2004,2426335.66
BJ,2005,3374763.71
BJ,2006,3224946.07
BJ,2007,3105473.05
BJ,2008,5367131.04
BJ,2009,5557664.83
BJ,2010,4702778.77
BJ,2011,3472793.98
BJ,2012,3616866.47
BJ,2013,3562107.19
BJ,2014,3806729.62
BJ,2015,3781037.70
BO,1999,0.00
BO,2004,1739637.93
BO,2005,1146533.51
BO,2006,1296077.87
