id-to,year,value
AF,1990,1428338.60
AF,1991,2587376.29
AF,1992,1701802.96
AF,1993,2270831.45
AF,1994,1771000.74
AF,1995,0.00
AF,1996,3772193.91
AF,1997,3394789.48
AF,1998,3346970.81
AF,1999,3770803.79
AF,2000,3579823.89
AF,2001,13389448.08
AF,2002,22026909.94
AF,2003,16273039.15
AF,2004,0.00
AF,2005,0.00
AF,2006,16120799.09
AF,2007,18057711.01
AF,2008,22634595.21
AF,2009,24729853.81
AF,2010,23869361.86
AF,2011,26655575.92
AF,2012,30419324.92
AF,2013,29277303.14
AF,2014,31662267.25
AF,2015,29249002.68
africa,1987,0.00
africa,1988,0.00
africa,1989,0.00
africa,1990,4213611.10
africa,1991,3187568.28
africa,1992,4006747.89
africa,1993,2841149.17
africa,1994,1055079.91
africa,1995,0.00
africa,1996,868520.91
africa,1997,1086697.48
africa,1998,3821666.70
africa,1999,3121812.85
africa,2000,4868918.87
africa,2001,5435180.64
africa,2002,19900508.12
africa,2003,7527641.73
africa,2004,3582060.13
africa,2005,1500334.89
africa,2006,19496533.18
africa,2007,18680204.93
africa,2008,30188500.08
africa,2009,38421711.70
africa,2010,22778497.76
africa,2011,39208990.12
africa,2012,49816487.70
africa,2013,27715119.23
africa,2014,55393687.41
africa,2015,46257778.47
AG,2010,27554.05
AG,2011,8355.15
AG,2012,22221.76
AG,2013,19770.25
AL,1991,561984.28
AL,1992,139355.50
AL,1993,273529.16
AL,1994,268536.94
AL,1995,0.00
AL,1996,136021.02
AL,1997,437206.13
AL,1998,85819.71
AL,1999,24288.64
AL,2000,413129.81
AL,2001,711290.43
AL,2002,1002586.09
AL,2003,1334502.50
AL,2004,0.00
AL,2005,0.00
AL,2006,576357.01
AL,2007,309578.26
AL,2008,431892.91
AL,2009,420787.50
AL,2010,579091.60
AL,2011,485840.74
AL,2012,301101.35
AL,2013,371769.00
AL,2014,356214.49
AL,2015,365441.50
AM,1994,0.00
AM,1996,329083.00
AM,1998,245198.81
AM,1999,121442.95
AM,2000,13619.67
AM,2002,9535.46
