id-to,year,round
africa,2012,2240372.95
BF,2011,1552285.32
BF,2012,4362051.24
BF,2013,6229117.71
BF,2014,3552911.75
BF,2015,3661851.60
BI,2011,173422.27
BI,2012,4265046.93
BI,2013,2208734.57
BI,2014,3579827.36
BI,2015,222961.00
BJ,2011,1255794.91
BJ,2012,705321.21
BJ,2013,3525151.18
BJ,2014,6957606.24
BJ,2015,7102910.96
BW,2011,733389.43
BW,2012,1399856.11
BW,2013,1311014.08
BW,2014,0.00
BW,2015,0.00
CD,2011,2144495.55
CD,2012,2481855.80
CD,2013,6666722.69
CD,2014,3278352.75
CD,2015,3538242.50
CF,2012,24108.44
CF,2013,99946.81
CF,2014,0.00
CG,2011,749716.85
CG,2012,625306.92
CG,2013,589776.25
CG,2014,368547.44
CG,2015,2567842.00
CI,2011,466112.94
CI,2012,7388529.49
CI,2013,2833627.27
CI,2014,6625942.89
CI,2015,8906958.50
CM,2011,0.00
CM,2012,1591935.69
CM,2013,7405068.53
CM,2014,3969385.54
CM,2015,4442234.80
CV,2011,1494411.04
CV,2012,2337956.87
CV,2013,4047395.80
CV,2014,6984930.22
CV,2015,7758380.54
ER,2011,118540.65
ER,2012,463059.50
ER,2013,906724.71
ER,2014,92797.52
ER,2015,144943.00
ET,2011,6318769.01
ET,2012,4204504.14
ET,2013,6483036.65
ET,2014,3492774.34
ET,2015,5746037.70
GA,2011,0.00
GA,2012,0.00
GH,2011,4210590.03
GH,2012,6558020.10
GH,2013,1139033.52
GH,2014,1969543.68
GH,2015,4904846.50
GM,2011,2071754.61
GM,2012,1059249.73
GM,2013,4733517.18
GM,2014,3838433.41
GM,2015,2738276.00
GN,2011,3260692.82
GN,2012,7067856.48
GN,2013,13526135.63
GN,2014,5643840.18
GN,2015,3903115.60
GQ,2011,0.00
GQ,2012,877340.61
GQ,2013,0.00
GQ,2014,0.00
GQ,2015,0.00
GW,2012,0.00
GW,2015,0.00
KE,2011,1845945.78
KE,2012,629346.13
KE,2013,282732.43
KE,2014,927618.12
KE,2015,1404054.90
KM,2011,0.00
KM,2012,0.00
KM,2013,0.00
LR,2011,0.00
LR,2012,144442.32
LR,2013,0.00
LR,2014,0.00
LS,2011,1931621.81
LS,2012,3417782.99
LS,2013,2875046.67
LS,2014,6425611.66
LS,2015,2625430.60
MG,2011,5020706.90
MG,2012,9742163.18
MG,2013,5907667.15
MG,2014,3470999.47
MG,2015,1917369.00
ML,2011,4041973.11
ML,2012,3875471.98
ML,2013,1102116.23
ML,2014,6142408.51
ML,2015,8177275.00
MU,2011,221746.93
MU,2012,3108992.14
MU,2013,3553964.67
MU,2014,1569691.61
MU,2015,0.00
MW,2011,1931648.19
MW,2012,923103.17
MW,2013,402488.53
MW,2014,2927389.41
MW,2015,2994055.90
MZ,2011,4938290.30
MZ,2012,3088125.93
MZ,2013,6653216.36
MZ,2014,9117800.13
MZ,2015,9721002.20
NA,2011,0.00
NA,2012,0.00
NA,2013,0.00
NA,2014,0.00
NA,2015,0.00
NE,2011,265950.55
NE,2012,4422041.58
NE,2013,2888553.00
NE,2014,3038319.33
NE,2015,1405745.98
NG,2012,1926954.21
NG,2013,573568.66
NG,2014,1557428.05
NG,2015,181259.00
RW,2011,5494676.45
RW,2012,266252.42
RW,2013,2983997.70
RW,2014,2015859.79
RW,2015,5858308.90
SC,2011,2693388.71
SC,2012,1697344.44
SC,2013,2111489.02
SC,2014,1985622.34
SC,2015,116055.20
SL,2011,3139257.14
SL,2012,5524255.40
SL,2013,7035895.61
SL,2014,2150007.60
SL,2015,681741.20
SN,2011,7888457.99
SN,2012,11012909.65
SN,2013,6845906.62
SN,2014,7472350.00
SN,2015,6058932.70
south-of-sahara,2011,1774029.84
south-of-sahara,2012,0.00
south-of-sahara,2013,1425367.64
south-of-sahara,2014,2480906.16
south-of-sahara,2015,2593317.60
ST,2011,501889.48
ST,2012,286910.32
ST,2013,100847.24
ST,2014,278071.02
ST,2015,2524135.90
SZ,2011,123954.35
SZ,2012,1845970.87
SZ,2013,1090410.75
SZ,2014,1381221.14
SZ,2015,2112650.00
TD,2011,9184697.23
TD,2012,5900970.10
TD,2013,2878648.36
TD,2014,1527259.22
TD,2015,694686.80
TG,2011,5118755.73
TG,2012,407796.65
TG,2013,722138.25
TG,2014,1537127.85
TG,2015,2552886.34
TZ,2011,4137005.19
TZ,2012,4546242.59
TZ,2013,7885893.75
TZ,2014,3417766.62
TZ,2015,6396128.50
UG,2011,26536.55
UG,2012,42393.54
UG,2013,301641.29
UG,2014,3246623.49
UG,2015,8097536.70
ZM,2011,91740.51
ZM,2012,38100.75
ZM,2013,0.00
ZM,2014,0.00
ZM,2015,3817720.00
ZW,2011,77115.31
ZW,2012,0.00
ZW,2013,0.00
ZW,2014,0.00
ZW,2015,0.00
