id-to,year,round
AF,1973,0.00
AF,1975,0.00
AF,1976,0.00
AF,1977,0.00
AF,1978,0.00
AF,1979,0.00
AF,2001,0.00
AF,2002,27353959.82
AF,2003,116213229.43
AF,2004,252200970.84
AF,2005,302451496.20
AF,2006,148843236.30
AF,2007,321092714.72
AF,2008,155599877.66
AF,2009,286153739.64
AF,2010,201451502.05
AF,2011,135979767.99
AF,2012,155640611.82
AF,2013,166861950.83
AF,2014,156333785.66
AF,2015,137255367.28
africa,2001,557514.25
africa,2002,2645232.19
africa,2003,2417019.69
africa,2004,907148.89
africa,2005,763127.18
africa,2006,6678509.75
africa,2007,4477079.39
africa,2008,4699489.48
africa,2009,9287138.32
africa,2010,3256585.02
africa,2011,29035784.32
africa,2012,10377668.46
africa,2013,9198446.37
africa,2014,48054561.48
africa,2015,36292291.30
AL,1992,0.00
AL,1993,0.00
AL,1994,0.00
AL,1995,0.00
AL,1996,0.00
AL,1997,0.00
AL,1998,0.00
AL,1999,0.00
AL,2000,85872133.01
AL,2001,48154906.60
AL,2002,107520250.39
AL,2003,72673567.14
AL,2004,73209279.49
AL,2005,35859947.60
AL,2006,47546346.16
AL,2007,46725989.43
AL,2008,24840955.28
AL,2009,32656486.42
AL,2010,24467759.77
AL,2011,21379830.47
AL,2012,25085950.64
AL,2013,13619286.06
AL,2014,17210435.93
AL,2015,5713956.80
AM,1994,0.00
AM,1995,0.00
AM,1996,0.00
AM,1997,0.00
AM,1998,0.00
AM,1999,0.00
AM,2000,72523574.25
AM,2001,77343951.92
AM,2002,90145645.13
AM,2003,92382326.44
AM,2004,85962596.86
AM,2005,36489871.87
AM,2006,66476771.78
AM,2007,89703954.05
AM,2008,73481778.48
AM,2009,135039989.09
AM,2010,33430679.43
AM,2011,43575931.65
AM,2012,58796164.57
AM,2013,50554681.88
AM,2014,15339643.81
AM,2015,15280894.36
AO,1991,0.00
AO,1992,0.00
AO,1996,0.00
AO,1998,0.00
AO,2000,31636268.08
AO,2001,16096744.23
AO,2002,27971544.73
AO,2003,6007442.80
AO,2004,24274034.34
AO,2005,38191473.30
AO,2006,35051172.06
AO,2007,31302252.46
AO,2008,26070013.01
AO,2009,24734032.78
AO,2010,10269912.01
AO,2011,13040935.83
AO,2012,41997408.68
AO,2013,53153282.95
AO,2014,56345324.38
AO,2015,53400005.12
AZ,1995,0.00
AZ,1996,0.00
AZ,1997,0.00
AZ,1998,0.00
AZ,1999,0.00
AZ,2000,36287283.32
AZ,2001,38732173.62
AZ,2002,77197307.69
AZ,2003,89225346.62
AZ,2004,53841481.92
AZ,2005,50523684.89
AZ,2006,62257372.33
AZ,2007,55710807.86
AZ,2008,45783649.60
AZ,2009,42583918.65
AZ,2010,43087567.47
AZ,2011,51642019.96
AZ,2012,35815251.97
AZ,2013,85543928.80
AZ,2014,48846356.88
AZ,2015,16880070.32
BA,1996,0.00
BA,1997,0.00
BA,1998,0.00
BA,1999,0.00
BA,2000,58852973.93
BA,2001,86775905.33
BA,2002,131349567.57
BA,2003,57533857.63
BA,2004,228379360.87
BA,2005,59078657.33
BA,2006,27699542.23
BA,2007,54637057.66
BA,2008,26314499.48
BA,2009,31734440.19
BA,2010,108277572.17
BA,2011,33115993.15
BA,2012,20350932.23
BA,2013,21111527.21
BA,2014,18809489.23
BA,2015,29360464.50
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1976,0.00
BD,1977,0.00
BD,1978,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1985,0.00
BD,1986,0.00
BD,1987,0.00
BD,1988,0.00
BD,1989,0.00
BD,1990,0.00
BD,1991,0.00
BD,1992,0.00
BD,1993,0.00
BD,1994,0.00
BD,1995,0.00
BD,1996,0.00
BD,1997,0.00
BD,1998,0.00
BD,1999,0.00
BD,2000,476330956.14
BD,2001,438664258.79
BD,2002,408426460.19
BD,2003,619239756.92
BD,2004,673935920.70
BD,2005,585314147.17
BD,2006,419270644.60
BD,2007,592392645.24
