id-to,year,value
AE,1994,1971733.24
AE,1995,1285356.79
AF,1974,0.00
AF,1994,1354507.33
AF,1995,938713.34
AF,1996,1237591.13
AF,1997,1121723.99
AF,1998,328223.98
AF,1999,471207.69
AF,2000,426803.00
AF,2001,948181.55
AF,2002,15170030.40
AF,2003,20292601.68
AF,2004,17651718.53
AF,2005,19956598.92
AF,2006,11277584.22
AF,2007,17165018.85
AF,2008,15033778.26
AF,2009,41964622.80
AF,2010,51294785.60
AF,2011,54526967.14
AF,2012,60057338.28
AF,2013,42439721.72
AF,2014,32730251.96
AF,2015,21360921.78
africa,1973,0.00
africa,1980,0.00
africa,1982,0.00
africa,1983,0.00
africa,1985,0.00
africa,1986,0.00
africa,1987,0.00
africa,1991,11635462.26
africa,1992,57220049.37
africa,1993,58143342.32
africa,1994,31168968.47
africa,1995,21477103.40
africa,1996,70485249.48
africa,1997,28329538.81
africa,1998,2146664.15
africa,2000,0.00
africa,2001,7466404.60
africa,2002,6909906.89
africa,2003,5860156.82
africa,2004,34707183.98
africa,2005,6236.08
africa,2006,153228409.83
africa,2007,101212110.46
africa,2008,95106261.61
africa,2009,105865643.68
africa,2010,91682106.86
africa,2011,94752892.10
africa,2012,90863813.98
africa,2013,100351831.41
africa,2014,71071685.06
africa,2015,106650028.73
AG,1995,37493.88
AG,1998,1137729.85
AG,1999,0.00
AG,2000,0.00
AG,2001,875391.80
AG,2002,33040.24
AG,2003,13038.61
AG,2004,19604.28
AG,2005,31296.22
AG,2007,13430.49
AG,2008,6506.07
AG,2011,0.00
AG,2012,135424.22
AG,2013,5296.28
AG,2014,7516.66
AG,2015,13461.99
AI,1995,292051.03
AI,2011,0.00
AL,1994,6505460.97
AL,1995,609324.02
AL,1996,1233281.41
AL,1997,1424757.05
AL,1998,1009756.41
AL,1999,942335.05
AL,2000,1275287.69
AL,2001,3484341.20
AL,2002,3142196.46
AL,2003,3692573.90
AL,2004,5990934.12
AL,2005,17775650.84
AL,2006,4369070.53
AL,2007,4388286.75
AL,2008,3563425.77
AL,2009,3570776.69
AL,2010,3720889.31
AL,2011,3477274.62
AL,2012,3725944.18
AL,2013,3969619.60
AL,2014,4319914.31
AL,2015,4055793.77
AM,1994,1971106.87
AM,1995,1807850.94
AM,1996,2735682.37
AM,1997,3586455.15
AM,1998,1688471.08
AM,1999,968048.20
AM,2000,816992.29
AM,2001,3216790.28
AM,2002,4465806.35
AM,2003,2620509.44
AM,2004,2984639.44
AM,2005,45946670.75
AM,2006,13024395.00
AM,2007,7490442.36
AM,2008,4601255.48
AM,2009,4878030.68
AM,2010,4021496.80
AM,2011,4742969.00
AM,2012,7288346.71
AM,2013,9571526.96
AM,2014,14653673.02
AM,2015,20629466.83
america,1973,0.00
america,1974,0.00
america,1975,0.00
america,1977,0.00
america,1983,0.00
america,1994,9772542.13
america,1995,8780028.81
america,1996,4693536.47
america,1997,3613923.81
america,2002,12304644.74
america,2004,25670.09
america,2006,37679528.82
america,2007,487423.49
america,2008,537817.08
america,2009,184859.88
america,2010,189896.47
america,2011,276366.52
america,2013,179774.07
america,2014,363663.50
america,2015,171524.00
ANHH,1994,1793.51
ANHH,1995,94303.07
AO,1984,0.00
AO,1986,0.00
AO,1987,0.00
AO,1988,0.00
AO,1989,0.00
AO,1990,10019861.19
AO,1991,11250016.24
AO,1992,29211484.15
AO,1993,19012375.74
AO,1994,32481502.67
AO,1995,56695010.74
AO,1996,5668453.79
AO,1997,250587.49
AO,1998,321998.99
AO,1999,3596589.89
AO,2000,3835524.24
AO,2001,4458132.08
AO,2002,10428910.97
AO,2003,23925449.65
AO,2004,29998275.48
AO,2005,37705145.11
AO,2006,9964368.90
AO,2007,8525103.09
AO,2008,5730131.15
AO,2009,6475664.83
AO,2010,5460452.78
AO,2011,4414567.01
AO,2012,4697402.62
AO,2013,4472768.24
AO,2014,4498811.76
AO,2015,4980944.85
AR,1993,0.00
AR,1994,7915880.79
AR,1995,3567297.33
AR,1996,6716633.08
AR,1997,6091699.42
AR,1998,2511079.30
AR,1999,2666246.75
AR,2000,2628128.56
AR,2001,5895182.87
AR,2002,6559234.57
AR,2003,7044448.19
AR,2004,9387874.51
AR,2005,8756283.00
AR,2006,15201013.30
AR,2007,14759519.72
AR,2008,10380473.89
AR,2009,10336625.70
AR,2010,11822387.02
AR,2011,9055322.36
AR,2012,10785381.30
AR,2013,10912211.60
AR,2014,11266096.49
AR,2015,10491052.52
asia,1994,7157783.14
asia,1995,13864588.42
asia,1996,6989907.50
asia,1997,7814275.55
asia,1998,225399.72
asia,1999,192731.67
asia,2001,13983007.58
asia,2002,12670790.84
asia,2003,10144488.16
asia,2004,436293.60
asia,2005,2449745.79
asia,2006,118764479.14
asia,2007,1734945.22
asia,2008,1650965.43
asia,2009,748477.47
asia,2010,666334.14
asia,2011,1164628.92
asia,2012,815082.73
asia,2013,468003.12
asia,2014,2854440.75
asia,2015,2232823.15
AZ,1994,761150.82
AZ,1995,332065.04
AZ,1996,464236.91
AZ,1997,459272.74
AZ,1998,699404.06
AZ,1999,662087.90
AZ,2000,600744.71
AZ,2001,1195111.32
AZ,2002,1834252.94
AZ,2003,1508384.35
AZ,2004,2332702.02
AZ,2005,27949846.90
AZ,2006,10464498.82
AZ,2007,8364253.87
AZ,2008,5465171.19
AZ,2009,23492019.76
AZ,2010,4492607.76
AZ,2011,2296249.34
AZ,2012,2496984.81
AZ,2013,2552985.52
AZ,2014,2212018.76
AZ,2015,2170110.42
BA,1994,548327.27
