id-to,year,value
AF,2007,52816888.12
AF,2008,32809958.20
AF,2009,16549400.94
AF,2010,8102560.80
AF,2011,16769362.83
AF,2012,16646142.07
AF,2013,0.00
AF,2014,0.00
AF,2015,0.00
AG,2010,0.00
AL,2000,25124669.15
AL,2001,16838787.19
AL,2002,7025524.89
AL,2003,13370518.60
AL,2004,12976900.87
AL,2005,12561529.84
AL,2006,3720194.88
AL,2007,3589309.90
AL,2008,3537337.97
AL,2009,1785018.57
AL,2010,0.00
AL,2011,0.00
AL,2012,0.00
AL,2013,0.00
AL,2014,0.00
AL,2015,0.00
AM,2000,0.00
AM,2001,17892968.35
AM,2002,35114061.65
AM,2003,33426296.51
AM,2004,30805081.98
AM,2005,10297903.91
AM,2006,10027899.61
AM,2007,9677628.57
AM,2008,6725536.10
AM,2009,0.00
AM,2010,53634641.90
AM,2011,52264428.59
AM,2012,44389591.42
AM,2013,36405852.47
AM,2014,0.00
AM,2015,0.00
AO,2010,0.00
AZ,2000,0.00
AZ,2001,14407142.63
AZ,2002,14132426.51
AZ,2003,43024418.80
AZ,2004,0.00
AZ,2005,20202595.80
AZ,2006,0.00
AZ,2007,0.00
AZ,2008,0.00
AZ,2009,0.00
AZ,2010,0.00
AZ,2011,0.00
AZ,2012,0.00
AZ,2013,0.00
AZ,2014,0.00
AZ,2015,0.00
BA,2010,0.00
BD,2000,0.00
BD,2001,0.00
BD,2002,0.00
BD,2003,82742021.83
BD,2004,160541237.77
BD,2005,105603994.97
BD,2006,154315346.29
BD,2007,0.00
BD,2008,0.00
BD,2009,0.00
BD,2010,0.00
BD,2011,0.00
BD,2012,126819253.20
BD,2013,375375925.75
BD,2014,124645199.78
BD,2015,255821000.00
BF,2000,13743180.68
BF,2001,38470584.75
BF,2002,27681653.08
BF,2003,22777633.48
BF,2004,24300205.09
BF,2005,31669508.41
BF,2006,114681761.73
BF,2007,733299.87
BF,2008,16749525.01
BF,2009,51414231.82
BF,2010,19939407.38
BF,2011,18027060.62
BF,2012,67999286.12
BF,2013,8827734.90
BF,2014,6953271.56
BF,2015,32221600.00
BI,2000,0.00
BI,2001,0.00
BI,2002,0.00
BI,2004,42807346.41
BI,2005,22508731.14
BI,2006,21999029.50
BI,2007,10681091.55
BI,2008,20029602.04
BI,2009,64877829.37
BI,2010,18929912.32
BI,2011,18446263.71
BI,2012,13871769.96
BI,2013,13686410.70
BI,2014,13633909.77
BI,2015,6995570.00
BJ,2000,15170870.33
BJ,2001,21083623.35
BJ,2002,13617040.52
BJ,2003,18456090.86
BJ,2004,7742336.64
BJ,2005,3793964.60
BJ,2006,56467985.98
BJ,2007,1302572.14
BJ,2008,17319174.24
BJ,2009,14935288.40
BJ,2010,15229934.32
BJ,2011,29653750.39
BJ,2012,29435839.89
BJ,2013,14521281.76
BJ,2014,14465535.65
BJ,2015,0.00
BO,2000,32623375.51
BO,2001,46032577.66
BO,2002,14037486.99
BO,2003,11555948.22
BO,2004,20533071.00
BO,2005,15303386.61
BO,2006,246010875.96
BY,2010,0.00
BZ,2010,0.00
CD,2002,737327480.76
CD,2003,90155496.88
CD,2004,88429092.43
CD,2005,43699670.66
CD,2006,893678.10
CD,2007,19297.37
CD,2008,0.00
CD,2009,288964123.98
CD,2010,519473846.35
CD,2011,138327283.39
CD,2015,0.00
CF,2000,0.00
CF,2001,14308752.38
CF,2002,0.00
CF,2003,0.00
CF,2004,0.00
CF,2005,0.00
CF,2006,0.00
CF,2007,30538080.18
CF,2008,26167113.12
CF,2009,61858489.44
CF,2010,12433520.20
CF,2012,9658861.38
CF,2013,0.00
CF,2014,11391121.52
CF,2015,19482700.00
CG,2000,0.00
CG,2001,0.00
CG,2002,0.00
CG,2003,0.00
CG,2004,12746930.47
CG,2005,12338355.46
CG,2006,12012696.32
CG,2007,0.00
CG,2008,1810014.50
CG,2009,3655490.17
CG,2010,17407708.43
CG,2011,5066745.60
CG,2012,0.00
CG,2013,0.00
CG,2014,0.00
CG,2015,0.00
CI,2000,0.00
CI,2001,0.00
CI,2002,102765254.98
CI,2003,0.00
CI,2004,0.00
CI,2005,0.00
CI,2006,0.00
CI,2007,0.00
CI,2008,0.00
CI,2009,293065868.79
CI,2010,58534020.34
CI,2011,227224715.86
CI,2012,203105972.98
CI,2013,133524442.73
CI,2014,155180313.25
CI,2015,136498000.00
CM,2000,92986627.36
CM,2001,30135525.65
CM,2002,56448329.32
CM,2003,26609719.62
CM,2004,5563093.37
CM,2005,5536850.29
CM,2006,273922729.17
CM,2007,7815432.84
CM,2008,7690264.64
CM,2009,139858104.30
CM,2010,0.00
CM,2011,0.00
CM,2012,0.00
CM,2013,0.00
CM,2014,0.00
CM,2015,0.00
CV,2002,4312967.02
CV,2003,4106659.29
CV,2004,1993076.76
CV,2005,3910865.47
CV,2006,0.00
CV,2007,0.00
CV,2008,0.00
CV,2009,0.00
CV,2010,0.00
CV,2011,0.00
CV,2012,0.00
CV,2013,0.00
CV,2014,0.00
CV,2015,0.00
DJ,2000,4790098.90
DJ,2001,6507811.74
DJ,2002,7974920.14
DJ,2003,0.00
DJ,2004,0.00
DJ,2005,0.00
DJ,2006,0.00
DJ,2007,0.00
DJ,2008,5613801.31
DJ,2009,2164809.76
DJ,2010,0.00
DJ,2011,6187883.73
DJ,2012,17328550.30
DJ,2014,0.00
DJ,2015,0.00
DM,2003,3939527.80
DM,2004,996538.38
DM,2005,3751455.19
DM,2006,3553929.19
DM,2007,0.00
DM,2008,0.00
DM,2009,4804358.50
DM,2010,0.00
DM,2011,0.00
DM,2012,2843708.77
DM,2013,0.00
DM,2014,0.00
DM,2015,8604550.00
DO,2010,0.00
DO,2011,0.00
ET,2000,0.00
ET,2001,63180591.32
ET,2002,67244309.65
ET,2003,24102747.38
ET,2004,38109379.77
ET,2005,6397665.79
ET,2006,171316013.40
ET,2009,156606895.61
ET,2010,115042019.81
ET,2014,0.00
ET,2015,0.00
GD,2006,2379677.73
GD,2007,0.00
GD,2008,7828083.00
GD,2009,11346261.69
GD,2010,6030313.69
GD,2011,0.00
GD,2012,0.00
GD,2013,0.00
GD,2014,5508081.61
GD,2015,5596460.00
GE,2000,0.00
GE,2001,48309608.98
GE,2002,39494842.62
GE,2003,0.00
GE,2004,22701363.29
GE,2005,43944099.75
GE,2006,42803024.33
GE,2007,41306009.88
GE,2008,0.00
GE,2009,0.00
GE,2010,0.00
GE,2011,0.00
GE,2012,0.00
GE,2013,0.00
GE,2014,0.00
GE,2015,0.00
GH,2000,47060386.67
GH,2001,94075127.41
GH,2002,105192994.28
GH,2003,110688793.30
GH,2004,64939259.21
GH,2005,67303019.04
GH,2006,526594624.46
GH,2007,0.00
GH,2008,0.00
GH,2009,99049541.35
GH,2010,116877721.73
GH,2011,166519930.45
GH,2012,165267772.29
GH,2013,0.00
GH,2014,0.00
GH,2015,232323000.00
GM,2000,12088661.84
GM,2001,12326891.79
GM,2002,5113171.59
GM,2003,59689.82
GM,2004,0.00
GM,2005,0.00
GM,2006,0.00
GM,2007,20146449.11
GM,2008,5806747.01
GM,2009,14963772.73
GM,2010,2860987.96
GM,2011,3259543.02
GM,2012,12942300.06
GM,2013,2128236.86
GM,2014,0.00
GM,2015,10878100.00
GN,2000,0.00
GN,2001,41422292.02
