id-to,year,value
AF,1977,0.00
AF,1978,0.00
AF,1981,0.00
AF,1983,0.00
AF,1986,0.00
AF,1987,0.00
AF,1988,0.00
AF,1989,0.00
AF,1990,0.00
AF,1991,0.00
AF,1992,0.00
AF,1993,0.00
AF,1994,0.00
AF,1995,0.00
AF,1996,0.00
AF,1997,0.00
AF,1998,34487114.03
AF,1999,0.00
AF,2000,0.00
AF,2001,110325879.15
AF,2002,124055245.60
AF,2003,88850419.68
AF,2004,95507524.41
AF,2005,94949234.95
AF,2006,85114988.16
AF,2007,77724261.81
AF,2008,90728384.46
AF,2009,123777220.28
AF,2010,100263760.71
AF,2011,89909978.16
AF,2012,60571554.30
AF,2013,67509987.36
AF,2014,42548045.22
AF,2015,55441480.50
africa,1976,0.00
africa,1977,0.00
africa,1978,0.00
africa,1979,0.00
africa,1980,0.00
africa,1981,0.00
africa,1982,0.00
africa,1983,0.00
africa,1984,0.00
africa,1985,0.00
africa,1986,0.00
africa,1987,0.00
africa,1988,0.00
africa,1989,0.00
africa,1990,0.00
africa,1991,0.00
africa,1992,0.00
africa,1993,0.00
africa,1994,0.00
africa,1995,0.00
africa,1996,0.00
africa,1997,0.00
africa,1998,44265652.89
africa,1999,0.00
africa,2000,0.00
africa,2001,24324164.34
africa,2002,44111941.59
africa,2003,47366394.89
africa,2004,57774916.12
africa,2005,70318456.60
africa,2006,43826052.25
africa,2007,54062954.94
africa,2008,47694633.37
africa,2009,41818843.15
africa,2010,22439930.40
africa,2011,26833478.59
africa,2012,32063216.95
africa,2013,14328022.19
africa,2014,11365131.10
africa,2015,15161055.00
AG,1993,0.00
AG,1998,68229.03
AG,2001,109846.69
AG,2003,158913.45
AG,2005,3026.40
AI,2001,34327.08
AL,1992,0.00
AL,1993,0.00
AL,1994,0.00
AL,1995,0.00
AL,1996,0.00
AL,1997,0.00
AL,1998,7406262.20
AL,1999,0.00
AL,2000,0.00
AL,2001,17586431.05
AL,2002,16240551.35
AL,2003,14629178.73
AL,2004,11317862.85
AL,2005,9207324.49
AL,2006,5205047.64
AL,2007,5933588.81
AL,2008,14806728.43
AL,2009,6897548.16
AL,2010,3626317.64
AL,2011,317340.95
AL,2012,0.00
AL,2014,0.00
AM,1994,0.00
AM,1995,0.00
AM,1996,0.00
AM,1997,0.00
AM,1998,11221628.72
AM,1999,0.00
AM,2000,0.00
AM,2001,12050170.92
AM,2002,10094721.35
AM,2003,11380215.14
AM,2004,9485617.73
AM,2005,11745467.19
AM,2006,8269429.26
AM,2007,5070921.32
AM,2008,134510.86
AM,2009,2518771.30
AM,2010,1362272.22
AM,2011,712206.12
AM,2012,230815.40
AM,2013,154685.77
AM,2014,179249.31
AM,2015,68767.59
america,1975,0.00
america,1977,0.00
america,1978,0.00
america,1979,0.00
america,1980,0.00
america,1981,0.00
america,1982,0.00
america,1983,0.00
america,1984,0.00
america,1985,0.00
america,1986,0.00
america,1987,0.00
america,1988,0.00
america,1989,0.00
america,1990,0.00
america,1991,0.00
america,1994,0.00
america,1996,0.00
america,1997,0.00
america,1998,42952265.02
america,1999,0.00
america,2000,0.00
america,2001,4973310.45
america,2002,4200507.48
america,2003,14488834.66
america,2004,4232814.59
america,2005,23549444.82
america,2006,3316402.39
america,2007,4590305.29
america,2008,3739563.93
america,2009,2740334.61
america,2010,3075918.71
america,2011,3375071.76
america,2012,3332048.13
america,2013,3370670.28
america,2014,3370233.56
america,2015,3133061.68
ANHH,1973,0.00
ANHH,1974,0.00
ANHH,1975,0.00
ANHH,1976,0.00
ANHH,1977,0.00
ANHH,1978,0.00
ANHH,1981,0.00
ANHH,1982,0.00
ANHH,1983,0.00
ANHH,1984,0.00
ANHH,1985,0.00
ANHH,1986,0.00
ANHH,1987,0.00
ANHH,1988,0.00
ANHH,1989,0.00
ANHH,1990,7289010.51
ANHH,1995,0.00
ANHH,1996,0.00
ANHH,1997,0.00
ANHH,1998,170227669.39
AO,1974,0.00
AO,1975,0.00
AO,1976,0.00
AO,1977,0.00
AO,1978,0.00
AO,1979,0.00
AO,1980,0.00
AO,1981,0.00
AO,1982,0.00
AO,1983,0.00
AO,1984,0.00
AO,1985,0.00
AO,1986,0.00
AO,1987,0.00
AO,1988,0.00
AO,1989,0.00
AO,1990,0.00
AO,1991,0.00
AO,1992,8436090.95
AO,1993,0.00
AO,1994,0.00
AO,1995,0.00
AO,1996,0.00
AO,1997,0.00
AO,1998,20528084.27
AO,1999,0.00
AO,2000,0.00
AO,2001,31423005.87
AO,2002,38887781.72
AO,2003,24211643.82
AO,2004,20187520.55
AO,2005,12910632.06
AO,2006,2060177.26
AO,2007,1070288.37
AO,2008,1006400.52
AO,2009,424918.92
AO,2010,669865.13
AO,2011,548452.15
AO,2012,317226.74
AO,2013,97697.11
AO,2014,42934.14
AO,2015,0.00
AR,1976,0.00
AR,1977,0.00
AR,1978,0.00
AR,1979,0.00
AR,1980,0.00
AR,1981,0.00
AR,1982,0.00
AR,1983,0.00
AR,1984,0.00
AR,1985,0.00
AR,1986,0.00
AR,1989,0.00
AR,1991,0.00
AR,1992,0.00
AR,1993,0.00
AR,1994,0.00
AR,1995,0.00
AR,1996,0.00
AR,1997,0.00
AR,1998,257223.59
AR,1999,0.00
AR,2001,692033.89
AR,2002,358870.55
AR,2003,235074.31
AR,2004,1063548.25
AR,2005,311719.43
AR,2006,130863.69
AR,2007,24291.13
AR,2008,199335.37
AR,2009,182369.89
AR,2010,452037.02
AR,2011,39485.27
AR,2012,27727.60
asia,1975,0.00
asia,1978,0.00
asia,1979,0.00
asia,1980,0.00
asia,1981,0.00
asia,1982,0.00
asia,1984,0.00
asia,1987,0.00
asia,1988,0.00
asia,1989,0.00
asia,1990,0.00
asia,1991,0.00
asia,1992,0.00
asia,1994,0.00
asia,1995,0.00
asia,1996,0.00
asia,1997,0.00
asia,1998,14295352.81
asia,1999,0.00
asia,2000,0.00
asia,2001,5157305.77
asia,2002,15872404.40
asia,2003,11842083.92
asia,2004,6970189.42
asia,2005,35968790.91
asia,2006,5322949.70
asia,2007,7925557.40
asia,2008,6512432.35
asia,2009,6956982.59
asia,2010,7699374.72
asia,2011,16619621.91
asia,2012,6749686.44
asia,2013,3162245.77
asia,2014,11099580.60
asia,2015,4677209.90
AW,1985,0.00
AW,1986,0.00
AW,1987,0.00
AW,1988,0.00
AW,1989,0.00
AW,1990,0.00
AW,1998,24309295.73
AZ,1994,0.00
AZ,1995,0.00
AZ,1996,0.00
AZ,1997,0.00
AZ,1998,3667991.46
AZ,1999,0.00
AZ,2000,0.00
AZ,2001,3972334.05
AZ,2002,5702198.43
AZ,2003,4434911.79
AZ,2004,3597750.87
AZ,2005,5521166.53
AZ,2006,53171.90
AZ,2007,56177.60
AZ,2013,54485.89
AZ,2015,42688.90
BA,1995,0.00
BA,1996,0.00
BA,1997,0.00
BA,1998,104488043.48
BA,1999,0.00
BA,2000,0.00
BA,2001,81120359.01
BA,2002,52467934.46
BA,2003,28891620.87
BA,2004,25546659.99
BA,2005,21271572.71
BA,2006,18442638.65
BA,2007,18465832.27
BA,2008,25335849.50
BA,2009,18198122.22
BA,2010,12904324.94
BA,2011,8883249.46
BA,2012,6880254.94
BA,2013,5120097.65
BA,2014,4595604.69
BA,2015,3291413.40
BB,1993,0.00
BB,1994,0.00
BB,1996,0.00
BB,1998,158973.68
BB,2001,232051.05
BB,2002,21187.94
BB,2003,17696.61
BB,2004,16406.94
BB,2005,12105.61
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1976,0.00
BD,1977,0.00
BD,1978,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1985,0.00
BD,1986,0.00
BD,1987,0.00
BD,1988,0.00
BD,1989,0.00
BD,1990,3716589.02
BD,1991,1370096.91
BD,1992,0.00
BD,1993,0.00
BD,1994,0.00
BD,1995,0.00
BD,1996,0.00
BD,1997,0.00
BD,1998,78387706.80
BD,1999,0.00
BD,2000,0.00
BD,2001,66282855.01
BD,2002,62255429.21
BD,2003,65978917.65
BD,2004,67347210.65
BD,2005,61213020.99
BD,2006,65737163.37
BD,2007,87026389.27
BD,2008,68663741.80
BD,2009,58862566.88
BD,2010,68496098.90
BD,2011,64438314.85
BD,2012,58840887.64
BD,2013,60808918.84
BD,2014,58877248.37
BD,2015,46602248.54
BF,1975,0.00
BF,1976,0.00
BF,1977,0.00
BF,1978,0.00
BF,1979,0.00
BF,1980,0.00
BF,1981,0.00
BF,1982,0.00
BF,1983,0.00
BF,1984,0.00
BF,1985,0.00
BF,1986,0.00
BF,1987,0.00
BF,1988,0.00
BF,1989,0.00
BF,1990,0.00
BF,1991,0.00
BF,1992,0.00
BF,1993,0.00
BF,1994,0.00
BF,1995,0.00
BF,1996,0.00
BF,1997,0.00
BF,1998,46257252.20
BF,1999,0.00
BF,2000,0.00
BF,2001,68109020.43
BF,2002,52387227.31
BF,2003,45219306.26
BF,2004,56607800.37
BF,2005,54221022.96
BF,2006,53736627.93
BF,2007,57488371.23
BF,2008,72036236.94
BF,2009,55206993.96
BF,2010,47392947.13
BF,2011,44656896.85
BF,2012,36455202.66
BF,2013,36167203.59
BF,2014,0.00
BH,2002,6621.23
BH,2003,17294.67
BH,2004,39246.96
BI,1981,0.00
BI,1983,0.00
BI,1984,0.00
BI,1985,0.00
BI,1986,0.00
BI,1987,0.00
BI,1988,0.00
BI,1990,0.00
BI,1992,0.00
BI,1993,0.00
BI,1994,0.00
BI,1995,0.00
BI,1996,0.00
BI,1997,0.00
BI,1998,5464465.08
BI,1999,0.00
BI,2000,0.00
BI,2001,17906373.82
BI,2002,13483463.03
BI,2003,14547138.14
BI,2004,24064868.67
BI,2005,23069255.66
BI,2006,16546401.59
BI,2007,20247126.09
BI,2008,26184240.28
BI,2009,15323514.17
BI,2010,16627106.87
BI,2011,16278628.06
BI,2012,15201793.19
BI,2013,27574364.18
BI,2014,23177080.20
BI,2015,27029732.90
bilateral-unspecified,1975,0.00
bilateral-unspecified,1976,0.00
bilateral-unspecified,1977,0.00
bilateral-unspecified,1978,0.00
bilateral-unspecified,1982,0.00
bilateral-unspecified,1983,0.00
bilateral-unspecified,1984,0.00
bilateral-unspecified,1988,0.00
bilateral-unspecified,1989,0.00
bilateral-unspecified,1990,0.00
bilateral-unspecified,1991,0.00
bilateral-unspecified,1992,0.00
bilateral-unspecified,1993,0.00
bilateral-unspecified,1994,0.00
bilateral-unspecified,1995,0.00
bilateral-unspecified,1996,0.00
bilateral-unspecified,1997,0.00
bilateral-unspecified,1998,738183217.22
bilateral-unspecified,1999,0.00
bilateral-unspecified,2000,0.00
bilateral-unspecified,2001,922171532.32
bilateral-unspecified,2002,1351621109.30
bilateral-unspecified,2003,1179213022.24
bilateral-unspecified,2004,926332154.70
bilateral-unspecified,2005,985963523.14
bilateral-unspecified,2006,2413936634.94
bilateral-unspecified,2007,1874697720.18
bilateral-unspecified,2008,2260689968.20
bilateral-unspecified,2009,2285391439.07
bilateral-unspecified,2010,2452141442.08
bilateral-unspecified,2011,2407926448.92
bilateral-unspecified,2012,2418679237.50
bilateral-unspecified,2013,2112411670.94
bilateral-unspecified,2014,2527054216.03
bilateral-unspecified,2015,3077279062.73
BJ,1976,0.00
BJ,1977,0.00
BJ,1978,0.00
BJ,1979,0.00
BJ,1980,0.00
BJ,1981,0.00
BJ,1982,0.00
BJ,1983,0.00
BJ,1984,0.00
BJ,1987,0.00
BJ,1989,0.00
BJ,1990,0.00
BJ,1991,0.00
BJ,1992,0.00
BJ,1993,0.00
BJ,1994,0.00
BJ,1995,0.00
BJ,1996,0.00
BJ,1997,0.00
BJ,1998,13654004.29
BJ,1999,0.00
BJ,2000,0.00
BJ,2001,12279474.53
BJ,2002,3372854.09
BJ,2003,22707903.17
BJ,2004,10706369.96
BJ,2005,22900785.93
BJ,2006,23862332.76
BJ,2007,30379229.54
BJ,2008,28626503.70
BJ,2009,35119604.99
BJ,2010,27250148.58
BJ,2011,23049858.10
BJ,2012,18249825.93
BJ,2013,31906339.95
BJ,2014,35700838.80
BJ,2015,17753240.02
BN,1995,0.00
BO,1974,0.00
BO,1975,0.00
BO,1977,0.00
BO,1978,0.00
BO,1979,0.00
BO,1980,0.00
BO,1981,0.00
BO,1983,0.00
BO,1984,0.00
BO,1985,0.00
BO,1986,0.00
BO,1987,0.00
BO,1988,0.00
BO,1989,0.00
BO,1990,0.00
BO,1991,0.00
BO,1992,0.00
BO,1993,0.00
BO,1994,0.00
BO,1995,0.00
BO,1996,0.00
BO,1997,0.00
BO,1998,91469933.54
BO,1999,0.00
BO,2000,0.00
BO,2001,112408881.11
BO,2002,87949756.47
BO,2003,57790005.72
BO,2004,49657682.17
BO,2005,47089810.43
BO,2006,33535350.11
BO,2007,42225204.93
BO,2008,33569372.60
BO,2009,38125557.86
BO,2010,41450657.25
BO,2011,44467264.30
BO,2012,33171832.29
BO,2013,17924077.45
BO,2014,5368864.99
BO,2015,1767508.61
BR,1974,0.00
BR,1975,0.00
BR,1976,0.00
BR,1977,0.00
BR,1978,0.00
BR,1979,0.00
BR,1980,0.00
BR,1981,0.00
BR,1982,0.00
BR,1983,0.00
BR,1984,0.00
BR,1985,0.00
BR,1987,0.00
BR,1989,0.00
BR,1990,0.00
BR,1991,0.00
BR,1992,0.00
BR,1993,0.00
BR,1994,0.00
BR,1995,0.00
BR,1996,0.00
BR,1997,0.00
BR,1998,25594763.23
BR,1999,0.00
BR,2000,0.00
BR,2001,23238056.13
BR,2002,20687357.40
BR,2003,15534875.17
BR,2004,16773416.20
BR,2005,15575883.65
BR,2006,3416713.68
BR,2007,196857.88
BR,2008,386516.14
BR,2009,531521.01
BR,2010,358073.79
BR,2011,202461.74
BR,2012,212134.79
BR,2013,242710.95
BR,2014,104125.25
BR,2015,148684.67
BS,1992,0.00
BS,1995,0.00
BT,1983,0.00
BT,1984,0.00
BT,1991,0.00
BT,1992,0.00
BT,1993,0.00
BT,1994,0.00
BT,1995,0.00
BT,1996,0.00
BT,1997,0.00
BT,1998,3942957.74
BT,1999,0.00
BT,2000,0.00
BT,2001,9947988.94
BT,2002,5265200.62
BT,2003,6509755.55
BT,2004,12662027.36
BT,2005,8446688.72
BT,2006,4573797.00
BT,2007,274255.21
