id-to,year,round
america,1976,0.00
AR,1975,0.00
AR,2015,4431300.00
BB,1973,0.00
BB,1974,0.00
BB,1975,0.00
BB,1976,0.00
BO,1973,0.00
BO,1974,0.00
BO,1975,0.00
BO,1976,0.00
BO,2015,4482040.00
BR,1973,0.00
BR,1974,0.00
BR,1975,0.00
BR,1976,0.00
BR,1985,0.00
BR,2015,6148870.00
BZ,2015,997510.00
CL,1974,0.00
CL,1975,0.00
CL,1976,0.00
CL,1978,0.00
CL,2015,2172340.00
CO,1974,0.00
CO,1976,0.00
CO,1980,0.00
CO,1985,0.00
CO,2015,5546600.00
CR,1974,0.00
CR,1975,0.00
CR,1976,0.00
CR,2015,2759630.00
DO,1973,0.00
DO,1974,0.00
DO,1975,0.00
DO,1976,0.00
DO,2015,2500390.00
EC,1973,0.00
EC,1974,0.00
EC,1975,0.00
EC,2015,5039410.00
GT,1973,0.00
GT,1974,0.00
GT,1975,0.00
GT,1976,0.00
GT,2015,3037410.00
GY,2015,1227190.00
HN,1973,0.00
HN,1974,0.00
HN,1975,0.00
HN,1976,0.00
HN,2015,3067420.00
HT,1973,0.00
HT,1974,0.00
HT,1975,0.00
HT,1976,0.00
HT,2015,3456720.00
JM,1973,0.00
JM,1974,0.00
JM,1975,0.00
JM,1976,0.00
JM,2015,2234350.00
MX,1973,0.00
MX,1974,0.00
MX,1975,0.00
MX,1976,0.00
MX,2015,8987590.00
NI,1973,0.00
NI,1974,0.00
NI,1975,0.00
NI,1976,0.00
NI,2015,3431110.00
north-central-america,1973,0.00
north-central-america,1975,0.00
north-central-america,2015,42811090.00
PA,1973,0.00
PA,1974,0.00
PA,1975,0.00
PA,1976,0.00
PA,2015,1484740.00
PE,1973,0.00
PE,1974,0.00
PE,1975,0.00
PE,1976,0.00
PE,2015,3153470.00
PY,1973,0.00
PY,1974,0.00
PY,1975,0.00
PY,1978,0.00
PY,2015,4064640.00
south-america,1976,0.00
south-america,2015,3504580.00
SR,2015,636940.00
SV,1973,0.00
SV,1974,0.00
SV,1975,0.00
SV,1976,0.00
SV,2015,1944110.00
TT,1973,0.00
TT,1974,0.00
UY,1973,0.00
UY,1974,0.00
UY,1975,0.00
UY,2015,1426680.00
VE,1973,0.00
VE,2015,610710.00
