id-to,year,value
AF,2015,59600.70
africa,2015,8844600.00
AL,2015,274509.00
AM,2015,137604.00
america,2015,5597330.00
AO,2015,217948.00
AR,2015,515896.00
asia,2015,6951900.00
AZ,2015,376351.00
BA,2015,371126.00
BD,2015,818669.00
BF,2015,328752.00
BI,2015,58580.10
bilateral-unspecified,2015,4128560.00
BJ,2015,353478.00
BO,2015,135696.00
BR,2015,469861.00
BW,2015,414864.00
BY,2015,638813.00
BZ,2015,152390.00
CD,2015,228430.00
CF,2015,132501.00
CI,2015,256894.00
CL,2015,311082.00
CM,2015,217671.00
CN,2015,871115.00
CO,2015,294997.00
CR,2015,341276.00
CU,2015,569218.00
DO,2015,83194.70
DZ,2015,394487.00
EC,2015,378214.00
EG,2015,577094.00
ER,2015,104969.00
ET,2015,667698.00
europe,2015,4533850.00
GA,2015,182651.00
GE,2015,272934.00
GH,2015,624071.00
GT,2015,209351.00
HN,2015,87753.70
HT,2015,108364.00
ID,2015,520033.00
IQ,2015,502851.00
IR,2015,291159.00
JM,2015,92623.40
JO,2015,318491.00
KE,2015,384248.00
KG,2015,58180.80
KH,2015,491814.00
KZ,2015,322618.00
LA,2015,89994.50
LB,2015,259656.00
LK,2015,465591.00
LS,2015,194698.00
LY,2015,63405.40
MA,2015,620011.00
MD,2015,67809.20
ME,2015,597748.00
MG,2015,363583.00
MK,2015,97814.80
ML,2015,381098.00
MM,2015,401398.00
MN,2015,498092.00
MR,2015,892457.00
MU,2015,595507.00
MW,2015,219767.00
MX,2015,624603.00
MY,2015,239834.00
MZ,2015,336428.00
NA,2015,211292.00
NE,2015,154542.00
NG,2015,398968.00
NI,2015,173655.00
NP,2015,376816.00
PA,2015,420000.00
PE,2015,150671.00
PH,2015,350349.00
PK,2015,1298210.00
PS,2015,315918.00
PW,2015,78402.70
PY,2015,318602.00
RS,2015,417715.00
RW,2015,13521.90
SC,2015,255341.00
SD,2015,320588.00
SL,2015,269872.00
SN,2015,572568.00
SV,2015,51835.80
SY,2015,473278.00
TD,2015,79545.20
TG,2015,30726.60
TH,2015,361054.00
TJ,2015,53655.00
TN,2015,206678.00
TR,2015,0.00
TZ,2015,309906.00
UA,2015,207665.00
UG,2015,384759.00
UY,2015,399401.00
UZ,2015,563938.00
VE,2015,398159.00
VN,2015,441242.00
YE,2015,253367.00
ZA,2015,507743.00
ZM,2015,241974.00
ZW,2015,331969.00
