id-to,year,value
AF,2002,1479281.49
AF,2003,289871.81
AF,2004,2087562.82
AF,2005,5655050.68
AF,2006,6440910.13
AF,2007,7834438.53
AF,2008,11533363.46
AF,2009,9696946.97
AF,2010,12190961.29
AF,2011,1741867.77
AF,2012,2127180.30
AF,2013,198381.97
AF,2014,42191.94
AF,2015,674709.60
africa,1999,0.00
africa,2000,0.00
africa,2001,296565.49
africa,2002,233222.03
africa,2003,372053.84
africa,2004,151715.33
africa,2005,97588.30
africa,2006,283752.62
africa,2007,13873462.40
africa,2008,307965.82
africa,2009,542915.02
africa,2010,253722.89
africa,2011,221923.49
africa,2012,81234.54
africa,2013,76995.09
africa,2014,86020.98
africa,2015,335727.58
AL,2006,93.35
AL,2011,3467.55
AL,2012,2320.98
AL,2013,795.14
AL,2014,29115.56
AM,2002,8242.20
america,2003,121864.48
america,2004,404557.04
america,2005,278824.21
america,2006,677965.04
america,2008,1084724.28
america,2009,929365.78
america,2010,791326.96
america,2011,746680.13
america,2012,929554.89
america,2013,1288282.35
america,2014,863006.46
america,2015,1256456.90
AO,1992,0.00
AO,1993,0.00
AO,1994,0.00
AO,1995,15380714.47
AO,1996,18431436.97
AO,1997,19874214.54
AO,1998,16444981.86
AO,1999,9409459.27
AO,2000,2155426.66
AO,2001,19811533.45
AO,2002,20569536.21
AO,2003,23106056.66
AO,2004,754700671.99
AO,2005,21369303.71
AO,2006,19594670.34
AO,2007,16839091.16
AO,2008,15548197.78
AO,2009,15055359.29
AO,2010,13148835.59
AO,2011,16982919.95
AO,2012,26593902.21
AO,2013,15578029.32
AO,2014,4151724.12
AO,2015,8528603.07
AR,2001,205425.24
AR,2002,753727.85
AR,2004,82254.12
AR,2005,30417.13
AR,2006,64236.34
AR,2007,118583.91
AR,2008,95752.61
AR,2009,76858.32
AR,2010,38759.62
AR,2011,86688.80
AR,2012,69629.65
AR,2013,103772.47
AR,2014,110180.33
AR,2015,108221.86
asia,2004,1027287.01
asia,2005,686920.79
asia,2006,474132.87
asia,2007,449715.75
asia,2008,93876.20
asia,2010,156197.56
asia,2011,39298.95
AZ,2010,1883.01
AZ,2015,3426.51
BA,1998,0.00
BA,1999,500919.09
BA,2000,222862.98
BA,2001,1435087.64
BA,2002,3030465.26
BA,2003,903467.75
BA,2004,7771244.82
BA,2005,19065217.76
BA,2006,5692505.85
BA,2007,11083387.31
BA,2008,17603378.57
BA,2009,4975324.10
BA,2010,3152521.08
BA,2011,115585.23
BA,2012,2320.98
BA,2013,915.38
BA,2014,366644.93
BA,2015,0.00
BD,2015,1832.50
BF,2015,1832.50
BI,2005,100123.05
BI,2006,79596.55
BI,2007,6950.62
bilateral-unspecified,1994,0.00
