id-to,year,round
AF,2001,1088349.29
AF,2002,3504684.45
AF,2003,5784245.12
AF,2004,1485730.20
AF,2005,3440056.67
AF,2006,3998006.56
AF,2007,4492065.24
AF,2008,3860868.07
AF,2009,4788711.11
AF,2010,5524626.22
AF,2011,5581110.27
AF,2012,5579364.28
AF,2013,5720374.92
AF,2014,5462107.11
AF,2015,6240918.77
africa,2004,6166338.57
africa,2005,5975875.26
africa,2006,6142519.76
africa,2011,26.55
AL,2001,631197.30
AL,2002,500403.18
AL,2003,411859.72
AL,2004,368421.55
AL,2005,326469.10
AL,2006,310299.88
AL,2007,334156.51
AL,2008,496012.48
AL,2009,491877.06
AL,2010,525445.00
AL,2011,547371.60
AL,2012,600814.49
AL,2013,492740.50
AL,2014,439762.41
AL,2015,460294.75
AM,2001,388104.53
AM,2002,408994.05
AM,2003,477518.52
AM,2004,633248.97
AM,2005,564279.28
AM,2006,452962.85
AM,2007,384800.24
AM,2008,494078.77
AM,2009,448685.31
AM,2010,471943.64
AM,2011,496998.19
AM,2012,541824.89
AM,2013,535791.46
AM,2014,441243.15
AM,2015,468927.03
america,2001,2242587.71
america,2002,3407070.34
america,2003,3677410.96
america,2004,1333017.92
america,2005,1008294.45
america,2006,1419368.65
america,2009,6892042.17
america,2010,6136968.63
america,2011,5605796.87
america,2012,4950678.37
america,2013,8030894.06
america,2014,8034021.78
AO,2001,2166332.46
AO,2002,2402717.31
AO,2003,3925988.60
AO,2004,2161586.34
AO,2005,1695114.77
AO,2006,1979607.24
AO,2007,2244072.87
AO,2008,2380381.69
AO,2009,2020403.66
AO,2010,1840533.21
AO,2011,2047527.39
AO,2012,2459715.34
AO,2013,3216309.22
AO,2014,2594801.98
AO,2015,2496553.99
AR,2001,8035.67
AR,2002,408861.14
AR,2003,350355.38
AR,2004,471253.31
AR,2005,504278.33
AR,2006,567037.27
AR,2007,595507.34
AR,2008,584658.82
AR,2009,631697.19
AR,2010,710528.49
AR,2011,582175.37
AR,2012,682282.35
AR,2013,638119.89
AR,2014,606965.43
AR,2015,526867.44
asia,2001,4081789.48
asia,2002,4321809.96
asia,2003,11284632.11
asia,2004,2575787.79
asia,2005,2598437.47
asia,2006,2756020.13
asia,2009,8961505.35
asia,2010,8482982.52
asia,2011,8327200.32
asia,2012,9578724.82
asia,2013,9882690.64
asia,2014,10032171.92
asia,2015,11240866.81
AZ,2001,961146.17
AZ,2002,814830.68
AZ,2003,691661.70
AZ,2004,575634.30
AZ,2005,700935.38
AZ,2006,792353.50
AZ,2007,670271.59
AZ,2008,702819.55
AZ,2009,648104.16
AZ,2010,706223.57
AZ,2011,625706.64
AZ,2012,642723.50
AZ,2013,654368.91
AZ,2014,653996.55
AZ,2015,591252.57
BA,2001,84209.40
BA,2002,77062.41
