id-to,year,value
AL,2015,6443.00
AM,2015,11102.00
AO,2015,13480.00
AR,2015,2834090.00
AZ,2015,314321.00
BF,2015,341133.00
BI,2015,7259.00
bilateral-unspecified,2015,75649100.00
BJ,2015,6222.00
BR,2015,1639460.00
BW,2015,93087.00
BY,2015,1559610.00
BZ,2015,32066.00
CD,2015,3111.00
CF,2015,2074.00
CG,2015,7259.00
CI,2015,21865.00
CL,2015,214876.00
CM,2015,98585.10
CN,2015,1901580.00
CO,2015,267647.00
CR,2015,118375.00
CV,2015,2074.00
DJ,2015,3111.00
DM,2015,6222.00
DO,2015,97991.00
EC,2015,78806.40
ER,2015,1037.00
ET,2015,129924.00
FJ,2015,2074.00
GE,2015,559980.00
GH,2015,743329.00
GM,2015,2074.00
GT,2015,64673.90
GY,2015,5185.00
HN,2015,130816.00
HT,2015,1037.00
ID,2015,7977.00
IN,2015,767905.00
JM,2015,1037.00
JO,2015,39356500.00
KE,2015,443854.00
KG,2015,9375.00
KZ,2015,375819.00
LA,2015,2074.00
LC,2015,1037.00
LK,2015,3111.00
LR,2015,15235.00
MA,2015,81687.50
MD,2015,793224.00
MG,2015,18208.00
ML,2015,2074.00
MM,2015,57753.00
MN,2015,4148.00
MW,2015,31417.10
MX,2015,899113.00
NG,2015,57033.00
NI,2015,3111.00
NP,2015,47292.20
PA,2015,174673.00
PE,2015,136564.00
PG,2015,27074.00
PH,2015,28443.00
PS,2015,16933900.00
PY,2015,30619.80
RS,2015,11519.70
RW,2015,20739.00
SC,2015,2074.00
SL,2015,9014.00
SN,2015,95463.00
SR,2015,1037.00
SS,2015,48418.00
SV,2015,70912.00
SY,2015,19017300.00
SZ,2015,2074.00
TD,2015,3111.00
TG,2015,10370.00
TH,2015,95028.00
TJ,2015,140082.00
TM,2015,167571.00
TR,2015,46690.20
TZ,2015,28716.00
UA,2015,9326070.00
UG,2015,31109.00
UY,2015,741820.00
UZ,2015,350859.00
VC,2015,31428.00
VE,2015,157068.00
VN,2015,235788.00
ZA,2015,332900.00
ZM,2015,3111.00
ZW,2015,7259.00
