id-to,year,round
AF,2008,4093352.38
AF,2009,2465109.51
AF,2010,10652789.71
AF,2011,1258557.08
AF,2012,8383050.51
AF,2013,4692752.38
AF,2014,2753282.74
AF,2015,2786071.00
AM,2008,711913.62
AM,2009,272569.01
AM,2010,1014741.99
AM,2011,278572.93
AM,2012,1197.36
AO,2008,429580.76
AO,2009,32483.07
AO,2010,2.54
asia,2008,41202.55
AZ,2008,954511.60
AZ,2009,251009.69
AZ,2010,0.00
BB,2008,19334.63
BD,2008,8847378.42
BD,2009,20784349.91
BD,2010,18224346.70
BD,2011,9157436.02
BD,2012,9381443.49
BD,2013,5586628.97
BD,2014,5036719.28
BD,2015,3100735.00
BF,2008,2698388.63
BF,2009,9093988.29
BF,2010,7280739.70
BF,2011,2594002.17
BF,2012,5065725.97
BF,2013,5081471.66
BF,2014,3072871.09
BF,2015,3431879.00
BI,2008,877438.06
BI,2009,5708723.92
BI,2010,999283.94
BI,2011,2818182.18
BI,2012,2658950.02
BI,2013,4565821.73
BI,2014,4365040.09
BI,2015,3027491.00
bilateral-unspecified,2008,12858500.09
bilateral-unspecified,2009,12094798.21
bilateral-unspecified,2010,8664428.45
bilateral-unspecified,2011,12643907.85
bilateral-unspecified,2012,7694204.90
bilateral-unspecified,2013,15883890.00
bilateral-unspecified,2014,23956836.11
bilateral-unspecified,2015,23815246.00
BJ,2008,1867723.55
BJ,2009,2074578.02
BJ,2010,1195963.09
BJ,2011,2997.00
BJ,2012,746086.66
BJ,2013,311855.67
BJ,2014,207143.92
BJ,2015,1496697.00
BO,2008,3818588.50
BO,2009,1349728.31
BO,2010,716015.20
BO,2011,1854800.19
BO,2012,353697.03
BO,2013,509744.06
BO,2014,1581040.12
BO,2015,574921.00
BT,2008,1515698.79
BT,2009,613731.16
BT,2010,337590.56
BT,2011,464209.89
BT,2012,105817.20
BT,2013,665799.76
BT,2014,203968.13
BT,2015,198385.00
CD,2008,554636.22
CD,2009,4531578.80
CD,2010,1323707.17
CD,2011,1343757.01
CD,2012,17593724.09
CD,2013,19634845.34
CD,2014,9246423.86
CD,2015,5731117.00
CF,2008,4982574.83
CF,2009,3852058.69
CF,2010,3868905.53
CF,2011,3896401.56
CF,2012,1353677.23
CF,2013,261201.55
CF,2014,6157153.50
CF,2015,2454223.00
CG,2008,254867.50
CG,2010,505731.37
CG,2011,3087123.44
CG,2012,863448.83
CG,2013,425462.79
CG,2014,491906.26
CG,2015,1217855.00
CI,2008,4637299.13
CI,2009,3104703.41
CI,2010,2770849.64
CI,2011,7762410.01
CI,2012,2004813.50
CI,2013,953783.45
CI,2014,1347287.76
CI,2015,151641.00
CM,2008,2991770.20
CM,2009,1189183.93
CM,2010,4853194.14
CM,2011,8186145.38
CM,2012,5269291.11
CM,2013,4064229.18
CM,2014,1949081.67
CM,2015,4761170.00
CO,2008,1213720.38
CO,2009,1021509.45
CO,2010,45966.80
CO,2011,4806545.82
CO,2012,1232043.51
CO,2013,177978.26
CO,2014,1298780.73
CO,2015,868922.00
CU,2008,84432.31
CU,2009,252311.05
CU,2010,159210.34
CU,2011,23852.80
CU,2012,39071.24
CU,2014,1426.41
CV,2008,181632.66
CV,2009,140598.70
CV,2010,36177.52
CV,2011,0.00
DJ,2008,1847197.89
DJ,2009,3217847.48
DJ,2010,1079790.04
DJ,2011,1458509.08
DJ,2012,548760.37
DJ,2013,623506.95
DJ,2014,2762621.71
DJ,2015,786576.00
DO,2008,634026.03
DO,2009,25682.62
DZ,2008,3715950.57
DZ,2009,2092296.32
