id-to,year,round
AF,2014,67789.47
AF,2015,156027.50
africa,2014,8520.15
AG,2015,426.23
AL,2014,5449.82
AL,2015,39717.07
AM,2014,5706.45
AM,2015,72171.82
AO,2014,44528.99
AO,2015,102582.00
AR,2014,13696.77
AR,2015,27418.40
asia,2015,19607.10
AZ,2015,206544.26
BA,2014,115879.81
BA,2015,438906.64
BD,2015,5114.75
BF,2015,426.23
BI,2015,426.20
bilateral-unspecified,2014,15667314.82
bilateral-unspecified,2015,18627071.93
BJ,2015,426.23
BR,2014,586.85
BR,2015,580524.00
BY,2014,535.27
BY,2015,50560.82
CD,2014,27195.73
CD,2015,4903.43
central-asia,2014,18763.59
central-asia,2015,1114.54
CG,2015,852.46
CI,2015,1621.43
CL,2015,11540.73
CM,2015,40065.50
CN,2014,235285.89
CN,2015,1543224.27
CO,2014,16019.18
CO,2015,79060.10
CR,2015,1278.69
CU,2015,426.23
DZ,2014,214292.24
DZ,2015,723965.46
EC,2015,319665.00
EG,2014,75612.60
EG,2015,35251.11
ER,2015,1704.92
ET,2014,27682.25
ET,2015,57004.58
europe,2014,359521.99
europe,2015,133328.36
ex-yugoslavia,2014,62187.43
GE,2014,76868.41
GE,2015,159527.98
GH,2015,22858.10
GM,2014,8559.68
GM,2015,30496.02
GT,2015,852.46
GY,2015,426.23
HN,2015,426.23
HT,2014,9924.29
HT,2015,23854.50
ID,2014,6687.94
ID,2015,4262.29
IN,2014,37484.59
IN,2015,1514229.10
IQ,2014,122774.51
IQ,2015,712197.11
IR,2015,422393.00
JO,2014,1639540.85
JO,2015,3170260.00
KE,2014,18545.97
KE,2015,34572.19
KG,2014,1426.61
KG,2015,15283.35
KH,2014,12547.41
KH,2015,69753.90
KZ,2014,135243.81
KZ,2015,398564.00
LA,2014,247385.74
LA,2015,513826.31
LB,2014,25985.31
LB,2015,96933.48
LK,2014,867416.67
LK,2015,3625548.52
LY,2015,20032.80
MA,2014,30088.35
MA,2015,136500.17
MD,2014,60659.16
MD,2015,98261.98
ME,2014,272469.45
ME,2015,276335.79
MG,2015,426.23
MK,2014,22097.87
MK,2015,106406.55
MM,2014,16342.49
MM,2015,13218.48
MN,2014,65164.42
MN,2015,486773.05
MU,2015,11934.40
MX,2014,6714.11
MX,2015,36421.94
MY,2014,1729.65
MY,2015,6803.64
MZ,2015,426.23
NA,2014,4279.84
NA,2015,35829.17
NE,2015,426.23
NG,2014,160121.77
NG,2015,951023.50
NI,2015,1278.69
NP,2015,4262.29
PA,2015,426.23
PE,2015,2983.60
PH,2014,105972.85
PH,2015,36899.24
PK,2015,33245.90
PS,2014,94326.86
PS,2015,272055.64
RS,2014,1245026.01
RS,2015,2578942.98
RW,2015,1704.92
SC,2015,1704.92
SD,2014,8559.68
SD,2015,36434.55
SL,2015,16208.86
SN,2015,426.23
SO,2014,5706.45
SO,2015,17606.12
south-asia,2014,14364.23
south-of-sahara,2014,30204.92
SS,2015,10745.30
SY,2014,77355.61
SY,2015,329076.20
TG,2015,426.23
TH,2014,9450.14
TH,2015,3409.83
TJ,2014,2853.23
TJ,2015,10596.63
TM,2015,23217.00
TN,2014,90493.31
TN,2015,684351.45
TR,2014,178787.89
TR,2015,824678.07
TZ,2014,9672.09
TZ,2015,13731.16
UA,2014,1361551.73
UA,2015,2285581.27
UG,2014,40090.25
UG,2015,27503.39
UY,2014,3797.72
UY,2015,9559.71
UZ,2015,10655.70
VE,2015,5967.21
VN,2014,1159061.18
VN,2015,3535776.93
XK,2014,9687.78
XK,2015,26917.89
YE,2014,123971.86
YE,2015,250071.00
ZA,2015,2557.37
ZM,2015,1278.69
ZW,2015,1704.92
