id-to,year,round
AL,2012,14571.93
AL,2013,767.16
AL,2014,0.00
AL,2015,0.00
BY,2010,85158.52
BY,2011,86478.34
BY,2012,39087.91
BY,2013,58160.94
BY,2014,28484.31
BY,2015,9300.00
central-asia,2008,65325.90
central-asia,2009,139478.31
central-asia,2010,226901.40
central-asia,2011,81433.03
central-asia,2012,212284.66
central-asia,2013,294869.22
central-asia,2014,73334.69
central-asia,2015,0.00
europe,2008,9862925.18
europe,2009,12085430.28
europe,2010,11195525.84
europe,2011,10888835.69
europe,2012,10873240.11
europe,2013,12521574.69
europe,2014,12382011.39
europe,2015,13701500.00
ex-yugoslavia,2008,643.15
KZ,2014,9608.10
KZ,2015,0.00
RS,2014,28762.41
RS,2015,0.00
TJ,2014,44604.57
TJ,2015,49700.00
