id-to,year,value
AF,2010,437470.65
AF,2011,503032.30
AF,2012,386474.99
AF,2013,260902.41
AF,2014,136620.34
AF,2015,121805.10
africa,2012,35547.67
africa,2013,3569.60
africa,2014,33342.40
africa,2015,241099.10
AL,2010,197552.76
AL,2011,190311.90
AL,2012,544947.22
AL,2013,217766.91
AL,2014,330805.85
AL,2015,72993.60
AM,2013,2403.15
AR,2010,55275.69
AR,2012,3973.96
AZ,2010,2782.93
AZ,2011,482.85
AZ,2013,3757.92
BA,2010,1883302.16
BA,2011,1212922.43
BA,2012,732417.12
BA,2013,906877.08
BA,2014,2686674.94
BA,2015,3664799.27
BF,2010,31104.46
BF,2011,39215.65
BI,2010,29792.58
BI,2011,44202.61
BI,2012,28251.20
BI,2013,33636.08
BI,2014,33342.40
BI,2015,73211.40
bilateral-unspecified,2010,6774472.59
bilateral-unspecified,2011,5380051.15
bilateral-unspecified,2012,5856842.02
bilateral-unspecified,2013,6935438.68
bilateral-unspecified,2014,6120188.56
bilateral-unspecified,2015,11641801.83
BR,2010,3699.66
BR,2011,11617.48
BR,2012,3327.99
BY,2010,629107.25
BY,2012,14185.95
BY,2013,18219.50
BY,2014,16671.20
BY,2015,22185.20
CD,2010,34376.04
CF,2014,33342.40
CL,2012,2289.47
CN,2010,24230.53
CN,2011,10752.00
CN,2012,17879.58
CN,2013,11543.91
CN,2014,10934.06
CN,2015,9914.59
CO,2010,91669.21
CO,2011,3349.20
CR,2011,13115.06
CV,2010,14528.43
CV,2011,21964.81
CV,2012,745811.86
CV,2013,703910.39
CV,2014,14003.80
CV,2015,7498.61
DM,2012,11300.50
DZ,2010,726.66
EG,2010,30739.68
EG,2011,27352.00
EG,2012,31415.34
EG,2013,7551.13
EG,2014,23045.05
EG,2015,52878.50
ET,2010,22917.39
ET,2011,51003.01
ET,2012,11300.50
europe,2010,55922.89
europe,2011,54383.87
europe,2012,182424.53
europe,2013,67272.08
europe,2014,16605.61
europe,2015,150381.00
ex-yugoslavia,2010,1833591.86
ex-yugoslavia,2011,1000246.59
ex-yugoslavia,2012,822535.22
ex-yugoslavia,2013,578756.57
ex-yugoslavia,2014,962621.56
ex-yugoslavia,2015,714852.10
FM,2011,16929.03
GE,2010,103614.90
GE,2011,88049.98
GE,2012,96216.91
GE,2013,7795.10
GE,2015,632.28
GY,2013,10439.57
HR,2010,2964938.45
HT,2010,365881.27
HT,2011,307878.81
HT,2012,46547.01
HT,2013,51435.71
HT,2014,31759.78
HT,2015,36987.20
IN,2010,3523.55
IN,2011,449.50
IN,2012,30360.13
IN,2013,12445.32
IQ,2010,26223.14
IQ,2011,33693.15
IQ,2012,12493.89
IQ,2015,33277.90
IR,2012,12882.58
JM,2011,9067.23
JO,2011,93.79
JO,2014,17782.62
JO,2015,16638.90
KE,2010,103586.38
KE,2011,22668.03
KE,2012,14443.60
KE,2015,66555.70
KG,2010,13750.38
KG,2015,421.52
KZ,2011,3357.90
KZ,2015,3175.12
LB,2015,105907.90
LC,2011,8743.37
LK,2011,9067.23
LK,2012,7910.33
LY,2011,85273.60
LY,2013,72124.43
MA,2012,788.25
MA,2015,25513.00
MD,2010,40221.90
MD,2011,154097.08
MD,2012,95402.01
MD,2013,64544.68
MD,2014,414433.50
MD,2015,146708.80
ME,2010,1477361.67
ME,2011,1965790.21
ME,2012,1978856.26
ME,2013,1743800.64
ME,2014,1280178.10
ME,2015,1727004.45
MG,2010,45508.19
MG,2012,7910.33
MH,2011,10356.54
middle-east,2014,55570.71
middle-east,2015,55463.10
MK,2010,1110163.37
MK,2011,1402547.43
MK,2012,2594109.37
MK,2013,3095569.63
MK,2014,2312966.92
MK,2015,2531349.61
ML,2013,33636.08
ML,2015,33277.90
MW,2010,22917.39
MW,2011,22668.03
MX,2010,2285.88
MX,2011,11900.74
MX,2012,7625.83
MY,2010,5224.07
MY,2012,13365.77
NE,2010,38959.50
NE,2011,15867.63
north-of-sahara,2010,6353.53
NP,2012,7910.33
NP,2015,55463.10
PH,2013,67272.08
PK,2010,34376.04
PS,2010,148962.55
PS,2011,162270.01
PS,2012,175578.73
PS,2013,176175.96
PS,2014,132336.73
PS,2015,241685.20
PW,2011,8460.60
RS,2010,827610.09
RS,2011,1086852.45
RS,2012,753081.91
RS,2013,767929.69
RS,2014,1055292.27
RS,2015,1579019.18
RW,2010,38224.40
RW,2011,51973.35
RW,2012,28251.20
RW,2013,67272.16
RW,2014,66684.79
RW,2015,26622.30
SC,2012,5834.28
SD,2010,34376.04
SD,2011,79338.07
SL,2010,13816.30
SO,2011,11333.97
SO,2012,20441.42
SS,2014,33342.40
SS,2015,33277.90
SY,2012,67802.82
SY,2013,82969.02
SY,2014,33342.40
SY,2015,155296.70
TD,2010,11458.65
TH,2011,74.80
TH,2012,2762.96
TJ,2010,2392.71
TM,2010,239.34
TN,2011,11065.39
TR,2010,10165.89
TR,2011,176817.28
TR,2012,131572.23
TR,2013,82795.31
TR,2014,65931.30
TR,2015,50513.73
UA,2010,88897.03
UA,2011,19834.52
UA,2012,138627.74
UA,2013,172440.86
UA,2014,107597.79
UA,2015,310563.02
UG,2010,44451.18
UG,2011,100962.31
UG,2012,56474.10
UG,2013,33636.08
UG,2014,33342.40
UG,2015,26622.30
UZ,2012,2723.95
UZ,2013,1662.97
VC,2011,8743.37
XK,2010,799467.46
XK,2011,869966.83
XK,2012,1050132.09
XK,2013,1143599.70
XK,2014,872665.61
XK,2015,1065951.04
ZA,2010,17187.98
ZA,2011,13600.80
ZA,2012,3375.95
