id-to,year,value
AF,2014,61963.26
africa,2014,11092.34
africa,2015,10935.60
AM,2014,6425.11
AM,2015,11585.09
AR,2014,12468.28
AR,2015,4393.56
AZ,2014,6425.12
AZ,2015,15006.69
BA,2015,2772.05
bilateral-unspecified,2014,2337797.68
bilateral-unspecified,2015,4494217.23
BR,2014,1240.37
BR,2015,23304.39
BY,2014,1549930.09
BY,2015,1169599.15
central-asia,2015,27731.60
CF,2014,22184.69
CN,2014,30920.93
CN,2015,28171.98
ET,2015,11092.60
europe,2014,451787.00
europe,2015,1579589.26
GE,2014,101201.52
GE,2015,181382.62
IN,2015,21540.08
IQ,2014,28840.06
IQ,2015,4875.21
KG,2014,501.16
KG,2015,675.54
KZ,2014,11589.28
KZ,2015,24193.74
LB,2015,9985.24
LK,2015,1177.54
MA,2015,211.87
MD,2014,72674.80
MD,2015,69912.65
ME,2015,1663.89
middle-east,2015,110926.00
MK,2014,1252.90
MK,2015,5709.37
MN,2015,675.54
MW,2015,11092.60
MX,2014,1240.37
MY,2015,48252.90
NP,2015,19966.70
PH,2015,458.15
PK,2015,9416.21
PS,2014,33276.94
PS,2015,9983.36
RS,2014,2975.35
RS,2015,3324.59
south-central-asia,2014,19283.33
south-central-asia,2015,25380.50
SY,2014,54006.94
SY,2015,99833.60
TJ,2014,1118.10
TJ,2015,602.09
TR,2015,13973.54
UA,2014,563243.17
UA,2015,1676093.93
UY,2014,1452.07
UY,2015,17178.30
UZ,2014,275.09
UZ,2015,9690.73
VE,2014,1252.90
VU,2015,11092.60
XK,2014,279.53
XK,2015,29103.40
YE,2015,11092.60
