id-to,year,round
AM,2015,0.00
asia,2013,736211.75
asia,2014,798412.14
asia,2015,709430.00
BD,2012,0.00
BD,2013,1787605.96
BD,2014,1477683.43
BD,2015,155300.00
BF,2013,0.00
BF,2014,658285.26
BF,2015,16450.00
bilateral-unspecified,2013,7275.81
bilateral-unspecified,2014,0.00
bilateral-unspecified,2015,0.00
BO,2013,572395.41
BO,2014,408017.91
BO,2015,816960.00
BR,2013,80550.83
BR,2014,9321.03
BR,2015,64440.00
CD,2013,250554.96
CD,2014,505687.75
CD,2015,649290.00
CL,2012,0.00
CL,2013,105169.26
CL,2014,230034.72
CL,2015,1039940.00
CO,2013,164290.95
CO,2014,434491.78
CO,2015,1582900.00
DM,2014,0.00
EG,2013,294832.30
EG,2014,6323689.58
EG,2015,336480.00
ET,2014,0.00
ET,2015,203900.00
GD,2013,993377.34
GD,2014,486233.26
GD,2015,0.00
GH,2013,222123.24
GH,2014,0.00
GH,2015,1017530.00
HN,2012,0.00
HN,2013,142121.67
HN,2014,260548.30
HN,2015,67440.00
HT,2014,0.00
HT,2015,0.00
ID,2013,35409.09
ID,2014,12816045.32
ID,2015,218920.00
IN,2013,0.00
IN,2014,89837135.11
IN,2015,584820.00
JM,2014,0.00
JM,2015,50700.00
KE,2013,1332741.25
KE,2014,7689561.00
KE,2015,4323040.00
KH,2012,0.00
KH,2013,575919.66
KH,2014,1309555.09
KH,2015,735020.00
KZ,2012,0.00
KZ,2014,371502.80
KZ,2015,15285600.00
LA,2013,0.00
LC,2014,0.00
LR,2015,0.00
MA,2013,71556517.01
MA,2014,132542236.63
MA,2015,120527150.00
middle-east,2014,0.00
ML,2013,177698.23
ML,2014,0.00
ML,2015,40300.00
MN,2015,197020.00
MV,2013,112229.47
MV,2014,434756.43
MV,2015,83600.00
MX,2012,0.00
MX,2013,1943477.52
MX,2014,16183537.47
MX,2015,3047240.00
MZ,2012,0.00
MZ,2013,163139.49
MZ,2014,2358637.23
MZ,2015,1379040.00
NE,2012,0.00
NE,2013,1194580.00
NE,2014,4784012.94
NE,2015,461880.00
NG,2014,0.00
north-central-america,2013,182185.04
north-central-america,2014,53973.15
north-central-america,2015,808410.00
NP,2012,0.00
NP,2013,1047746.06
NP,2014,1153290.25
NP,2015,999090.00
oceania,2013,0.00
oceania,2015,0.00
PE,2013,132524.07
PE,2015,0.00
PG,2013,219250.90
PG,2014,256667.38
PG,2015,168150.00
PH,2012,0.00
PH,2013,0.00
PH,2014,1306558.45
SB,2014,192898.63
SB,2015,182060.00
TH,2012,0.00
TH,2013,45559540.05
TJ,2012,0.00
TJ,2013,775132.57
TJ,2014,2012622.73
TJ,2015,333300.00
TO,2013,439657.03
TO,2014,229595.58
TR,2013,0.00
TR,2014,1258491.29
TR,2015,14808700.00
TZ,2015,0.00
UA,2012,0.00
UA,2013,0.00
UA,2014,413581.91
UA,2015,2107600.00
VC,2013,102265.31
VC,2014,255514.98
VN,2012,0.00
VN,2013,790214.64
VN,2014,650039.88
VN,2015,1390.00
VU,2015,0.00
west-indies,2015,0.00
WS,2012,0.00
WS,2013,0.00
YE,2013,0.00
ZA,2013,4711636.93
ZA,2014,25338899.73
ZA,2015,72539400.00
ZM,2013,0.00
ZM,2014,1146037.88
ZM,2015,1896880.00
