id-to,year,value
africa,2012,1151445.03
africa,2014,2575887.16
AL,2011,219957.70
america,2013,131880.27
america,2014,737339.07
america,2015,418164.00
AO,2011,3000807.26
AO,2013,28555.98
AO,2015,2776070.00
AR,2011,2761287.93
AR,2012,79335.05
asia,2013,132156.70
asia,2015,186609.00
AZ,2012,8060.30
BA,2012,26716.71
BA,2015,3386340.00
BD,2012,1062419.51
BF,2015,1967.12
BI,2013,153219.37
BI,2015,10095200.00
bilateral-unspecified,2011,215203341.41
bilateral-unspecified,2012,159524041.36
bilateral-unspecified,2013,224904645.13
bilateral-unspecified,2014,403512593.67
bilateral-unspecified,2015,274232800.00
BJ,2015,480592.00
BR,2011,2597890.78
BR,2012,156134.28
BW,2011,2600280.66
BW,2013,91986.19
BW,2015,257195.00
CD,2011,34634885.09
CD,2013,97943.38
CD,2015,12624200.00
CF,2012,85221.78
CG,2011,313694.20
CG,2015,3933040.00
CI,2015,6515250.00
CM,2012,123983.66
CM,2015,3303790.00
CN,2011,1935273.73
CR,2012,108315.89
CR,2015,1020580.00
DO,2011,889213.31
DO,2012,543.39
DO,2015,1271230.00
DZ,2014,1924043.18
DZ,2015,4041690.00
EC,2011,2127880.55
EC,2012,846149.98
EC,2015,8370710.00
EG,2011,8166936.57
EG,2013,1615248.58
EG,2015,6641770.00
europe,2013,2891839.54
europe,2014,888861.84
europe,2015,2334055.00
GA,2012,24362.02
GA,2015,374499.00
GE,2011,3064625.97
GE,2012,3662091.48
GE,2013,2549175.03
GH,2013,50793.69
GH,2015,4480950.00
GM,2013,238073.31
GM,2015,967666.00
GN,2013,1154961.98
GN,2015,2382490.00
GT,2013,3201.90
GW,2013,533715.99
GW,2015,1030880.00
HT,2015,39234.00
ID,2012,54157.95
IN,2012,1550022.15
IN,2013,600735.28
IN,2015,1239060.00
KE,2013,6381523.10
KG,2012,947673.49
KG,2013,1560728.04
KG,2015,2165490.00
KH,2011,515860.56
KZ,2013,1505847.34
KZ,2015,221209.00
LB,2013,150043.58
LK,2012,974027.94
LK,2015,3180140.00
LR,2012,9251408.87
LR,2013,13159844.06
LR,2015,4808260.00
LY,2012,4667726.65
LY,2013,2469946.92
LY,2014,3355928.91
MA,2012,1648104.18
MA,2014,2036272.31
MA,2015,1526630.00
MD,2011,992951.92
MD,2012,623269.21
ME,2011,2440158.53
ME,2012,1700994.22
ME,2013,2160048.76
ME,2015,1842880.00
middle-east,2014,44048.36
middle-east,2015,221908.00
MK,2011,494971.22
MK,2012,1689039.62
MK,2013,1306710.06
MK,2015,385376.00
ML,2012,148707.94
ML,2013,834489.27
ML,2015,330000.00
MM,2012,739735.96
MN,2011,14693.35
MR,2011,885.14
MR,2012,2499235.25
MR,2014,53468.07
MR,2015,2273680.00
MW,2011,2781292.13
MW,2012,1974048.08
MW,2013,2163992.61
MW,2015,2874130.00
MX,2012,1266100.48
MX,2015,1825160.00
MY,2011,6182625.99
MY,2012,480538.56
MY,2013,3719876.39
MZ,2011,2808554.49
MZ,2012,2478314.70
MZ,2013,2992722.79
MZ,2015,1931740.00
NA,2011,2864406.93
NA,2012,2709980.30
NA,2013,2687299.73
NA,2015,450488.00
NE,2013,281780.69
NG,2012,2134620.05
NG,2013,2503334.56
NG,2015,1394050.00
north-central-america,2014,2628278.69
north-central-america,2015,4152210.00
north-of-sahara,2013,70330.14
north-of-sahara,2014,7258739.32
NP,2011,6667064.02
NP,2012,5448579.18
NP,2013,5817660.99
NP,2015,5057870.00
PA,2011,2221440.03
PA,2012,2648758.27
PA,2013,3048251.80
PE,2013,175.58
PG,2011,987287.01
PG,2012,921409.60
PG,2013,152304.54
PH,2011,1915800.61
PH,2012,1767197.33
PH,2013,1632563.69
PH,2015,451614.00
RS,2011,11265374.95
RS,2012,4864162.41
RS,2013,6185501.28
RS,2015,2984790.00
RW,2011,8398843.68
RW,2012,10175625.99
RW,2013,6655260.32
RW,2015,4211280.00
SD,2012,4191897.48
SD,2013,2864349.66
SL,2012,1923422.17
SL,2013,1683005.32
SN,2012,11856333.62
SN,2013,15041725.53
SN,2015,12547800.00
SO,2012,719721.07
SO,2013,45299.32
south-of-sahara,2013,1275380.79
south-of-sahara,2015,1477438.00
SS,2012,15695479.93
SS,2013,38859771.88
SY,2012,829757.69
SY,2014,395807.27
SY,2015,720213.00
TD,2011,584104.98
TD,2012,32536699.28
TG,2012,2279614.82
TG,2015,2305430.00
TH,2011,7463514.49
TH,2012,7564905.07
TH,2015,5472260.00
TJ,2012,961982.78
TJ,2015,1730030.00
TL,2011,353968.15
TL,2012,7788.60
TM,2012,550002.02
TM,2015,340671.00
TN,2012,4818970.42
TN,2014,2447061.40
TN,2015,2353170.00
TR,2011,7695864.17
TR,2012,7564271.12
TZ,2011,8100993.51
TZ,2012,11789496.56
TZ,2015,13019400.00
UA,2011,3517110.39
UA,2012,2727278.24
UG,2012,14931653.64
UG,2013,10976.14
VE,2011,2608689.50
VE,2012,2642690.41
VE,2015,3408300.00
VN,2011,208185.32
VN,2012,546379.41
XK,2011,6495435.05
XK,2012,3998359.80
XK,2013,4509240.12
XK,2015,3179660.00
YE,2011,5172502.33
YE,2012,7249195.04
YE,2014,2830667.91
ZA,2011,9968642.42
ZA,2012,8959517.46
ZA,2013,2435712.89
ZA,2015,12318200.00
ZM,2011,7386153.11
ZM,2012,6298442.33
ZM,2013,2062100.89
ZM,2015,2649410.00
ZW,2011,3034177.10
ZW,2012,2941464.76
ZW,2013,4455124.78
ZW,2015,4506600.00
