id-to,year,round
AF,2011,1825450.36
AF,2012,1547671.82
AF,2013,1155284.98
AF,2014,1603286.58
AF,2015,3214047.30
africa,2010,84371572.76
africa,2011,41506907.91
africa,2012,30606829.49
africa,2013,48659590.27
africa,2014,35152746.41
africa,2015,47534814.01
AL,2011,146629.81
AL,2012,10608.57
AL,2013,29973.73
AL,2014,86371.73
AL,2015,256816.85
AM,2011,545696.63
AM,2012,32183.61
AM,2013,112706.11
AM,2014,176686.45
AM,2015,371749.52
america,2009,39473494.77
america,2010,35300777.20
america,2011,34414391.79
america,2012,34029951.57
america,2013,39010886.24
america,2014,29356963.52
america,2015,61496596.30
AO,2011,1519483.32
AO,2012,1438894.94
AO,2013,1353864.79
AO,2014,2390737.66
AO,2015,3237968.74
AZ,2011,774796.90
AZ,2012,39219.94
AZ,2013,201022.67
AZ,2014,339097.06
AZ,2015,361199.60
BA,2011,400060.49
BA,2012,23010.00
BA,2013,56019.69
BA,2014,264171.59
BA,2015,301233.15
BD,2011,4006132.75
BD,2012,3173493.40
BD,2013,4743553.46
BD,2014,5219866.49
BD,2015,5407369.54
BF,2011,1076457.99
BF,2012,1253729.98
BF,2013,1291020.18
BF,2014,1409001.46
BF,2015,1858466.28
BI,2011,1056952.03
BI,2012,871300.44
BI,2013,1192553.00
BI,2014,913931.48
BI,2015,1798977.22
bilateral-unspecified,2009,204191140.50
bilateral-unspecified,2010,166324086.10
bilateral-unspecified,2011,179375276.70
bilateral-unspecified,2012,160601372.17
bilateral-unspecified,2013,125309629.69
bilateral-unspecified,2014,149981756.52
bilateral-unspecified,2015,224804877.00
BJ,2011,948721.23
BJ,2012,1219048.93
BJ,2013,1076533.04
BJ,2014,1355688.74
BJ,2015,1405310.39
BT,2011,1371149.29
BT,2012,1270589.44
BT,2013,1210166.86
BT,2014,1534947.11
BT,2015,1176985.05
BW,2011,707654.07
BW,2012,577737.79
BW,2013,794819.58
BW,2014,879011.09
BW,2015,1316736.74
BY,2011,334896.25
BY,2012,32745.46
BY,2013,78614.35
BY,2014,149542.68
BY,2015,220053.21
CD,2011,1983528.44
CD,2012,1515967.09
CD,2013,1927034.46
CD,2014,1704645.60
CD,2015,4653003.99
CF,2011,1397902.41
CF,2012,1306754.83
CF,2013,1403286.22
CF,2014,2312523.60
CF,2015,3531193.27
CG,2011,889804.86
CG,2012,1543794.69
CG,2013,1109289.13
CG,2014,1402055.96
CG,2015,1447714.17
CI,2011,1018154.40
CI,2012,1450808.80
CI,2013,1631734.66
CI,2014,1309755.29
CI,2015,1543010.25
CK,2011,169097.55
CK,2012,55588.75
CK,2013,226257.35
CK,2014,118019.11
CK,2015,335628.72
CM,2011,1293949.28
CM,2012,993110.15
CM,2013,1328954.22
CM,2014,1040271.59
CM,2015,1820401.51
CN,2011,4940833.30
CN,2012,751377.81
CN,2013,5460054.52
CN,2014,3936792.42
CN,2015,4612258.52
CV,2011,822221.59
CV,2012,769045.20
CV,2013,1078240.35
CV,2014,914540.80
CV,2015,1105384.74
DJ,2011,480880.43
DJ,2012,471600.43
DJ,2013,589690.14
DJ,2014,383311.06
DJ,2015,1254032.88
DZ,2011,533211.94
DZ,2012,45151.89
DZ,2013,716373.05
DZ,2014,888822.19
