id-to,year,value
AF,1984,0.00
AF,1985,0.00
AF,1987,0.00
AF,1993,0.00
AF,1994,0.00
AF,1995,0.00
AF,1996,0.00
AF,1997,0.00
AF,1998,0.00
AF,1999,0.00
AF,2000,0.00
AF,2001,40846965.14
AF,2002,101304123.11
AF,2003,97605017.11
AF,2004,86569153.20
AF,2005,67626552.78
AF,2006,71532967.51
AF,2007,85799185.27
AF,2008,103484643.60
AF,2009,107883496.16
AF,2010,101609856.78
AF,2011,101863937.94
AF,2012,92910722.36
AF,2013,92347081.50
AF,2014,93774833.34
AF,2015,85898335.10
africa,1973,0.00
africa,1975,0.00
africa,1976,0.00
africa,1977,0.00
africa,1981,0.00
africa,1982,0.00
africa,1984,0.00
africa,1985,0.00
africa,1986,0.00
africa,1987,0.00
africa,1988,0.00
africa,1989,0.00
africa,1991,0.00
africa,1992,0.00
africa,1993,0.00
africa,1995,0.00
africa,1996,0.00
africa,1997,0.00
africa,1998,0.00
africa,1999,0.00
africa,2000,0.00
africa,2001,14377744.56
africa,2002,78350623.43
africa,2003,83035773.05
africa,2004,105533471.26
africa,2005,70885633.17
africa,2006,67318525.71
africa,2007,57185726.80
africa,2008,67556522.35
africa,2009,82997319.14
africa,2010,86198366.95
africa,2011,78599035.80
africa,2012,75469428.95
africa,2013,75433177.38
africa,2014,85148777.14
africa,2015,48865859.83
AG,1998,0.00
AL,1993,0.00
AL,1994,0.00
AL,1995,0.00
AL,1996,0.00
AL,1997,0.00
AL,1998,0.00
AL,1999,0.00
AL,2000,0.00
AL,2001,5270487.39
AL,2002,9609737.37
AL,2003,8505082.36
AL,2004,10209064.90
AL,2005,7298095.39
AL,2006,5821490.28
AL,2007,5353129.97
AL,2008,3274549.76
AL,2009,966887.61
AL,2010,2118446.68
AL,2011,2025061.86
AL,2012,1145601.98
AL,2013,1290470.74
AL,2014,1063726.16
AL,2015,1804941.17
AM,1994,0.00
AM,1995,0.00
AM,1996,0.00
AM,1997,0.00
AM,1998,0.00
AM,1999,0.00
AM,2000,0.00
AM,2001,4428917.30
AM,2002,5405138.56
AM,2003,4752641.13
AM,2004,4311986.42
AM,2005,5853459.61
AM,2006,5350050.10
AM,2007,4234145.71
AM,2008,2657150.32
AM,2009,2905909.45
AM,2010,3016869.36
AM,2011,2257390.00
AM,2012,2392028.68
AM,2013,2152112.53
AM,2014,1207854.38
AM,2015,562107.00
america,1973,0.00
america,1975,0.00
america,1983,0.00
america,1987,0.00
america,1991,0.00
america,1992,0.00
america,1993,0.00
america,1994,0.00
america,1995,0.00
america,1996,0.00
america,1997,0.00
america,1998,0.00
america,1999,0.00
america,2000,0.00
america,2001,1743467.69
america,2002,3996878.71
america,2003,3962417.61
america,2004,4671825.62
america,2005,3927978.12
america,2006,5138778.66
america,2007,8274240.43
america,2008,15663710.56
america,2009,21322070.80
america,2010,8843816.78
america,2011,7332863.19
america,2012,11457477.74
america,2013,8281394.59
america,2014,8082130.23
america,2015,5379623.20
AO,1977,0.00
AO,1978,0.00
AO,1979,0.00
AO,1982,0.00
AO,1984,0.00
AO,1985,0.00
AO,1986,0.00
AO,1987,0.00
AO,1991,0.00
AO,1993,0.00
AO,1994,0.00
AO,1995,0.00
AO,1996,0.00
AO,1997,0.00
AO,1998,0.00
AO,1999,0.00
AO,2000,0.00
AO,2001,24134638.26
AO,2002,38184458.67
AO,2003,34403684.73
AO,2004,31576939.62
AO,2005,23414195.50
AO,2006,23982290.55
AO,2007,19453070.76
AO,2008,14268545.86
AO,2009,16604412.59
AO,2010,11181272.55
AO,2011,9588248.96
AO,2012,8940532.91
AO,2013,7411125.33
AO,2014,9461614.42
AO,2015,6597827.60
AR,1973,0.00
AR,1974,0.00
AR,1975,0.00
