id-to,year,value
AF,2000,0.00
AF,2001,0.00
AF,2002,8452127.06
AF,2003,5458109.02
AF,2004,4188984.93
AF,2005,2792393.24
AF,2006,3983888.02
AF,2007,5840486.24
AF,2008,4865851.60
AF,2009,6024734.68
AF,2010,8070931.36
AF,2011,7615373.13
AF,2012,6393718.48
AF,2013,4207634.62
AF,2014,2907717.80
AF,2015,2757057.60
africa,2000,20677.68
africa,2001,135370.79
africa,2002,464816.64
africa,2004,161461.39
africa,2008,15828463.78
africa,2009,7088376.21
africa,2010,3215710.14
africa,2011,1910269.37
africa,2012,5468348.31
africa,2013,4241606.25
africa,2014,3309758.11
africa,2015,3346519.73
AL,2000,5169.40
AL,2002,175952.23
AL,2003,435390.69
AL,2004,593081.17
AL,2005,634603.48
AL,2006,867718.74
AL,2007,723139.13
AL,2008,712882.17
AL,2009,816719.89
AL,2010,65101.84
AL,2011,8339.66
AL,2012,64004.65
AL,2013,63079.51
AM,2000,0.00
AM,2002,106264.70
AM,2003,127576.20
AM,2004,57832.40
AM,2005,183974.89
AM,2006,213058.37
AM,2007,32199.49
AM,2008,26248.29
AO,2000,0.00
AO,2001,360136.88
AO,2002,3827136.70
AO,2003,6746226.06
AO,2004,3763604.73
AO,2005,3197284.36
AO,2006,2516513.16
AO,2007,2380969.92
AO,2008,2663539.98
AO,2009,1994928.09
AO,2010,1040844.83
AO,2011,953847.96
AO,2012,402363.58
AO,2013,642466.92
AO,2014,517115.52
AO,2015,676053.20
AR,2000,0.00
AR,2001,0.00
AR,2002,284992.47
AR,2003,159988.40
AR,2004,149377.08
AR,2005,154700.69
AR,2006,196873.94
AR,2007,388118.98
AR,2008,255530.51
AR,2009,163378.07
AR,2010,198979.79
AR,2011,215748.66
AR,2012,19515.13
AR,2013,120903.96
AR,2014,325703.40
asia,2008,4060580.27
asia,2009,3557869.32
asia,2011,36729.13
asia,2012,30212.78
asia,2013,29850.26
asia,2014,57346.99
asia,2015,40643.40
AZ,2003,50646.34
AZ,2004,213656.62
AZ,2005,18534.97
AZ,2006,1093.76
AZ,2008,51935.93
BA,2000,1840308.21
BA,2001,1278359.13
BA,2002,987412.12
BA,2003,1090436.56
BA,2004,680390.30
BA,2005,1312072.75
BA,2006,1527657.26
BA,2007,964892.82
BA,2008,1026538.49
BA,2009,228279.68
BA,2010,30234.53
BA,2011,283188.61
BA,2012,104582.84
BA,2013,22387.65
BD,2000,192991.10
BD,2001,118768.56
BD,2002,797205.78
BD,2003,1342536.13
BD,2004,1627046.99
BD,2005,1418926.99
BD,2006,1926540.82
BD,2007,4865246.36
BD,2008,2462447.90
BD,2009,1939318.63
BD,2010,2023677.31
BD,2011,1939444.82
BD,2012,1596204.50
BD,2013,1400668.31
BD,2014,1462347.09
BD,2015,1306501.33
BF,2000,0.00
BF,2001,0.00
BF,2002,287548.31
BF,2003,338088.71
BF,2004,143071.07
BF,2006,69555.02
BF,2007,837242.27
BF,2008,546798.01
BF,2009,755804.55
BF,2010,17443.00
BF,2011,58278.51
BF,2012,696973.33
BF,2013,901301.86
BF,2014,350635.45
BF,2015,243230.28
BI,2000,86156.71
BI,2001,57468.67
BI,2002,1595403.01
BI,2003,1194928.82
BI,2004,2654895.81
BI,2005,1763086.63
BI,2006,3210383.72
BI,2007,4649494.17
BI,2008,5727104.51
BI,2009,4626442.23
BI,2010,1959876.57
BI,2011,1403567.49
BI,2012,1194021.01
BI,2013,1033277.22
BI,2014,1039891.82
BI,2015,1552966.60
bilateral-unspecified,2000,2405495.87
bilateral-unspecified,2001,2232337.37
bilateral-unspecified,2002,83545060.77
bilateral-unspecified,2003,46809249.21
bilateral-unspecified,2004,78317962.69
bilateral-unspecified,2005,99361888.35
bilateral-unspecified,2006,138143306.35
bilateral-unspecified,2007,177000297.53
bilateral-unspecified,2008,152100926.39
bilateral-unspecified,2009,106153354.83
bilateral-unspecified,2010,95816818.80
bilateral-unspecified,2011,105692278.05
bilateral-unspecified,2012,106612982.62
bilateral-unspecified,2013,99012733.23
bilateral-unspecified,2014,92815451.40
bilateral-unspecified,2015,90357482.17
BJ,2000,0.00
BJ,2001,0.00
BJ,2004,8004.56
BJ,2005,22696.53
BJ,2006,98254.37
BJ,2007,74944.39
BJ,2008,46820.13
BJ,2009,30212.76
BJ,2010,99483.11
BJ,2011,215638.63
BJ,2012,139429.47
BJ,2013,137666.07
BJ,2014,130158.09
BJ,2015,33240.20
BO,2002,313190.73
BO,2003,149119.52
BO,2004,139189.78
BO,2005,107759.00
BO,2006,471812.63
BO,2007,987898.36
BO,2008,929658.59
BO,2009,938975.22
BO,2010,715041.46
BO,2011,1048125.93
BO,2012,361105.35
BO,2013,619826.63
BO,2014,223447.80
BO,2015,276859.50
BR,2000,12061.95
BR,2001,185176.90
BR,2002,2068509.96
BR,2003,1077325.56
BR,2004,1038126.89
BR,2005,1204308.80
BR,2006,1356421.22
BR,2007,1139668.16
BR,2008,1559014.99
BR,2009,922161.04
BR,2010,886980.15
BR,2011,714656.05
BR,2012,829696.39
BR,2013,459828.12
BR,2014,475018.17
BR,2015,276764.20
BT,2002,2543.75
BW,2002,42950.15
BW,2003,56831.99
BW,2004,25081.63
BW,2005,75731.15
BW,2006,206449.41
BW,2007,113859.48
BW,2008,177310.14
BW,2010,15117.26
BW,2011,35176.58
BW,2015,83194.70
BY,2005,25065.43
BY,2006,234595.41
BY,2007,140517.91
BY,2008,493890.21
BY,2009,438872.10
BY,2011,323651.59
BZ,2000,0.00
BZ,2002,295638.37
BZ,2003,406921.12
BZ,2004,274859.71
BZ,2005,268697.93
BZ,2006,267313.21
BZ,2007,219113.91
BZ,2008,222497.07
BZ,2009,232406.39
CD,2000,0.00
CD,2001,160912.97
CD,2002,2878543.38
CD,2003,2502398.88
CD,2004,3763083.27
CD,2005,5302155.65
CD,2006,11112349.52
CD,2007,12356659.58
CD,2008,13756650.66
CD,2009,7770257.70
CD,2010,7868385.72
CD,2011,8664783.34
CD,2012,11675585.87
CD,2013,9694404.16
CD,2014,8485340.20
CD,2015,5462530.75
central-asia,2009,13421.45
central-asia,2012,35210.70
CF,2000,0.00
CF,2005,447596.69
CF,2006,1464650.93
CF,2007,3834490.72
CF,2008,3893708.43
CF,2009,3371614.60
CF,2011,2913923.88
CF,2012,2846979.96
CF,2013,2410984.20
CF,2014,6658613.87
CF,2015,5411540.70
CG,2007,328670.47
CG,2008,5546.86
CG,2012,424140.85
CG,2013,50539.92
