id-to,year,value
AF,2001,0.00
AF,2002,4192966.57
AF,2003,542288.63
AF,2004,1214432.52
AF,2005,1704420.16
AF,2006,2402869.06
AF,2007,3249599.55
AF,2008,3355638.37
AF,2009,3557833.37
AF,2010,3098853.59
AF,2011,3079216.76
AF,2012,2784883.91
AF,2013,3593912.83
AF,2014,4061846.22
AF,2015,1155717.40
africa,2001,0.00
africa,2002,1990778.25
africa,2003,1612595.12
africa,2004,2329732.41
africa,2005,1644426.49
africa,2006,693158.57
africa,2007,11756216.67
africa,2008,7395718.60
africa,2009,5036288.67
africa,2010,11544293.04
africa,2011,6534832.02
africa,2012,5083946.67
africa,2013,5955797.22
africa,2014,8727255.18
africa,2015,6125969.40
AL,2002,0.00
AL,2004,1161727.39
AL,2005,76538.88
AL,2006,2240783.37
AL,2007,1685525.19
AL,2008,637690.23
AL,2009,285473.07
AL,2010,88101.81
AL,2011,38934.61
AL,2012,147690.49
AL,2013,13027.13
AM,2005,101478.05
AM,2009,4065.39
AM,2010,102316.47
AM,2011,92999.01
AM,2012,113215.45
america,2009,127925.05
america,2010,41998.13
america,2013,6877.64
AO,2001,0.00
AO,2002,1233225.46
AO,2003,142707.53
AO,2004,295924.87
AR,2004,102924.97
AR,2005,119205.61
AR,2006,231364.03
AR,2007,158698.98
AR,2008,216639.49
AR,2009,129644.09
AR,2010,150192.86
AR,2011,155036.93
AR,2012,80643.07
AR,2013,137343.09
AR,2014,80189.74
AR,2015,81079.00
asia,2002,440437.67
asia,2005,1438.06
asia,2008,28429.45
asia,2010,550874.05
asia,2012,22314.68
asia,2013,534670.82
asia,2014,813181.98
asia,2015,129381.80
AZ,2010,78209.93
AZ,2011,87714.75
AZ,2012,91308.91
AZ,2013,7919.86
AZ,2015,4379.81
BA,2001,0.00
BA,2002,35235.01
BA,2004,436801.94
BA,2006,340054.47
BA,2007,80801.59
BA,2008,56664.24
BA,2009,66397.51
BA,2010,43098.92
BA,2014,330581.29
BD,2002,405202.65
BD,2003,199790.55
BD,2004,766936.52
BD,2005,359268.86
BD,2006,242214.52
BD,2007,458670.92
BD,2008,530213.45
BD,2009,586998.03
BD,2010,844645.73
BD,2011,1485165.77
BD,2012,1286366.43
BD,2013,1935055.10
BD,2014,2002968.34
BD,2015,1931404.57
BF,2001,0.00
BF,2002,211410.08
BF,2003,156978.29
BF,2004,9366619.08
BF,2005,13389578.40
BF,2006,11822309.24
BF,2007,14546593.85
BF,2008,12504237.02
BF,2009,14055009.24
BF,2010,17366655.66
BF,2011,14998245.31
BF,2012,17575800.65
BF,2013,17822852.07
BF,2014,26857705.31
BF,2015,21504070.81
BI,2001,0.00
BI,2002,299497.61
BI,2004,527772.92
BI,2005,467292.66
BI,2006,610907.21
BI,2007,3264343.06
BI,2008,495588.18
BI,2009,610900.21
BI,2010,1110748.01
BI,2011,1012197.43
BI,2012,700064.97
BI,2013,896479.10
BI,2014,856762.24
BI,2015,847787.19
bilateral-unspecified,2001,0.00
bilateral-unspecified,2003,2169154.50
bilateral-unspecified,2004,15953143.48
bilateral-unspecified,2005,62839181.76
bilateral-unspecified,2006,20695641.57
bilateral-unspecified,2007,24870088.20
bilateral-unspecified,2008,25244513.41
