id-to,year,round
JO,2005,98040455.55
JO,2006,95186340.25
JO,2007,95458150.23
JO,2008,106065122.15
JO,2009,112090212.93
JO,2010,124956849.83
JO,2011,118811122.41
JO,2012,145049161.99
JO,2013,110754496.31
JO,2014,155739251.96
JO,2015,180703300.00
LB,2005,54643409.36
LB,2006,53371599.19
LB,2007,50066222.41
LB,2008,55954264.42
LB,2009,63592435.60
LB,2010,66712039.48
LB,2011,67819341.65
LB,2012,76699914.11
LB,2013,73935971.54
LB,2014,81505454.87
LB,2015,101871500.00
PS,2005,189943349.75
PS,2006,208382351.74
PS,2007,199214514.78
PS,2008,234484529.72
PS,2009,233261233.11
PS,2010,278244859.03
PS,2011,306422943.03
PS,2012,333498563.84
PS,2013,278627318.79
PS,2014,344873190.36
PS,2015,452810400.00
SY,2005,29447722.35
SY,2006,29427013.76
SY,2007,30058849.42
SY,2008,38256852.28
SY,2009,40005371.06
SY,2010,42330797.43
SY,2011,45049559.24
SY,2012,49133501.46
SY,2013,21685487.46
SY,2014,28010783.52
SY,2015,35994460.00
