id-to,year,round
AF,2007,13063688.97
AF,2008,17338928.20
AF,2009,16645383.66
AF,2010,21606737.93
AF,2011,10551346.22
AF,2012,14494948.60
AF,2013,29284951.83
AF,2014,40209093.51
AF,2015,21285000.00
AL,2007,96486.83
AL,2008,987082.68
AL,2009,-437908.73
AL,2010,326892.17
AL,2011,355392.34
AL,2012,255393.66
AL,2013,143769.44
AL,2014,2549.21
AM,2007,91450.21
AM,2008,98089.92
AM,2009,374768.45
AM,2010,758202.23
AM,2011,155993.17
AM,2012,609503.31
AM,2013,723241.90
AM,2014,609217.64
AM,2015,374620.00
AO,2007,6166280.03
AO,2008,13584664.13
AO,2009,5357847.19
AO,2010,7298705.70
AO,2011,8528038.96
AO,2012,14704154.04
AO,2013,4100760.64
AO,2014,10042840.27
AO,2015,10393080.00
AZ,2007,114018.48
AZ,2008,149670.74
AZ,2009,4291.64
AZ,2010,1544894.02
AZ,2011,998977.16
AZ,2012,-30792.14
AZ,2013,2534633.22
AZ,2014,1778099.56
AZ,2015,3573960.00
BA,2007,393521.52
BA,2008,700034.59
BA,2009,8887.11
BA,2010,567591.89
BA,2011,115587.99
BA,2013,-8762.77
BD,2007,8127548.42
BD,2008,25471038.51
BD,2009,25437065.39
BD,2010,48878472.65
BD,2011,28199745.89
BD,2012,23904665.31
BD,2013,87296303.45
BD,2014,32292567.81
BD,2015,86349670.00
BF,2007,10285109.62
BF,2008,11815462.24
BF,2009,7448787.57
BF,2010,5423883.50
BF,2011,4812048.74
BF,2012,4413238.65
BF,2013,18048720.00
BF,2014,33777847.69
BF,2015,26623640.00
BI,2007,8055299.09
BI,2008,4716888.59
BI,2009,5101953.38
BI,2010,1687520.45
BI,2011,12079329.98
BI,2012,18669095.31
BI,2013,10238943.41
BI,2014,11233436.88
BI,2015,12050970.00
bilateral-unspecified,2007,528997558.34
bilateral-unspecified,2008,114074289.28
bilateral-unspecified,2009,127311066.31
bilateral-unspecified,2010,175890406.28
bilateral-unspecified,2011,123003254.22
bilateral-unspecified,2012,104886507.69
bilateral-unspecified,2013,159364917.38
bilateral-unspecified,2014,108033941.69
bilateral-unspecified,2015,185009590.00
BJ,2007,4422878.88
BJ,2008,4110533.73
BJ,2009,3946229.81
BJ,2010,4838254.17
BJ,2011,8455858.22
BJ,2012,13565750.40
BJ,2013,11973721.18
BJ,2014,8543483.33
BJ,2015,5107930.00
BO,2007,69354.73
BO,2008,2409120.11
BO,2009,3355455.13
BO,2010,3108615.04
BO,2011,308914.44
BO,2012,3366305.78
BO,2013,4802016.76
BO,2014,654039.40
BO,2015,6646280.00
BT,2007,193485.03
BT,2008,37459.03
BT,2009,288033.64
BT,2010,38509.32
BT,2011,171979.34
BT,2012,149432.46
BT,2013,47118.36
BT,2014,128340.42
BT,2015,330880.00
CD,2007,16036978.73
CD,2008,62432866.76
CD,2009,23375017.63
CD,2010,39805414.88
CD,2011,58018858.45
CD,2012,9856202.79
CD,2013,70401986.78
CD,2014,87830873.82
CD,2015,154415630.00
CF,2007,83847.05
CF,2008,4689618.93
CF,2009,1684060.58
CF,2010,830586.97
CF,2011,4922805.83
CF,2012,1656436.18
CF,2013,2618543.68
CF,2014,3525153.31
CF,2015,2485610.00
CG,2007,704546.80
CG,2008,1857883.41
CG,2009,2385193.09
CG,2010,624373.64
CG,2011,3997041.23
CG,2012,1640134.45
CG,2013,4903921.25
CG,2014,245759.35
CG,2015,2210440.00
CI,2007,4034866.76
CI,2008,8553981.50
CI,2009,5354163.22
CI,2010,2241868.59
CI,2011,6297411.16
CI,2012,6213673.37
CI,2013,3086339.19
CI,2014,33800262.39
CI,2015,16379700.00
CM,2007,4329701.55
CM,2008,6086380.47
CM,2009,9629719.46
CM,2010,11199877.76
CM,2011,22859519.84
CM,2012,20816394.48
CM,2013,20818782.54
CM,2014,18724320.51
CM,2015,30287580.00
CU,2009,179926.07
CU,2011,-98.23
CU,2014,1198994.60
CU,2015,1763000.00
DJ,2007,253152.48
DJ,2008,203245.33
DJ,2009,258685.27
DJ,2010,231685.70
DJ,2011,312706.39
DJ,2012,1199987.93
DJ,2013,370376.78
DJ,2014,223697.49
DJ,2015,1547120.00
ER,2007,1577839.40
ER,2008,478643.17
ER,2009,659089.62
ER,2010,1703856.60
ER,2011,1355932.49
ER,2012,620371.12
ER,2013,1167749.05
ER,2014,1984901.33
ER,2015,2719580.00
ET,2007,106243023.01
ET,2008,32562160.78
ET,2009,35859200.17
ET,2010,18678863.86
ET,2011,80281923.81
ET,2012,85181030.34
ET,2013,97286996.14
ET,2014,102678004.16
ET,2015,134594320.00
GE,2007,213525.34
GE,2008,114775.13
GE,2009,460696.20
GE,2010,568428.44
GE,2011,881178.62
GE,2012,304298.83
GE,2013,767550.12
GE,2014,522514.95
GE,2015,601600.00
GH,2007,9486082.92
GH,2008,6541034.06
GH,2009,12144905.58
GH,2010,6477734.31
