id-to,year,round
AF,2013,509054.23
africa,2013,42817835.89
AG,2013,236141.73
AL,2013,160645.33
AM,2013,635941.41
america,2013,21253519.20
AO,2013,433198.80
AR,2013,23421.59
asia,2013,17218213.94
AZ,2013,623331.37
BA,2013,233055.26
BD,2013,1506934.99
BF,2013,362191.46
BI,2013,401489.69
bilateral-unspecified,2013,254632289.24
BJ,2013,657635.19
BO,2013,361327.86
BR,2013,38858.04
BT,2013,108234.93
BY,2013,968.68
BZ,2013,306830.63
CD,2013,485526.77
central-asia,2013,1983816.52
CF,2013,274491.68
CG,2013,378147.42
CI,2013,426810.56
CK,2013,84958.57
CL,2013,454186.66
CM,2013,443408.91
CN,2013,485677.32
CO,2013,291095.69
CR,2013,242430.99
CU,2013,130330.48
CV,2013,1226797.91
DJ,2013,509160.23
DM,2013,122324.47
DO,2013,891245.34
DZ,2013,134662.67
EC,2013,677488.36
EG,2013,254767.31
ER,2013,363424.63
ET,2013,333674.60
europe,2013,260165.92
ex-yugoslavia,2013,152572.41
FJ,2013,310982.26
FM,2013,156514.91
GA,2013,48411.45
GD,2013,38105.66
GE,2013,12814.56
GH,2013,613674.52
GM,2013,479785.66
GN,2013,444256.75
GQ,2013,10682.06
GT,2013,76636.52
GW,2013,398678.84
GY,2013,99605.01
HN,2013,34152.44
HT,2013,558541.61
ID,2013,515212.79
IN,2013,259257.78
IQ,2013,36831.84
IR,2013,1807.13
JM,2013,135285.85
JO,2013,12585.28
KE,2013,508698.87
KG,2013,426645.25
KH,2013,1428756.56
KI,2013,114544.45
KM,2013,1129.05
KP,2013,244065.43
KZ,2013,101371.19
LA,2013,95885.23
LB,2013,291604.20
LC,2013,100137.79
LK,2013,306970.60
LR,2013,666244.84
LS,2013,137964.78
LY,2013,82619.81
MA,2013,37978.71
MD,2013,399936.10
MG,2013,326155.28
MH,2013,158627.66
middle-east,2013,14425068.02
MK,2013,8352.17
ML,2013,1072865.94
MM,2013,607390.96
MN,2013,307139.53
MR,2013,149482.37
MU,2013,139468.67
MV,2013,7160.69
MW,2013,163626.17
MX,2013,96025.30
MZ,2013,732818.26
NA,2013,444727.49
NE,2013,291818.29
NG,2013,394740.49
NI,2013,763365.77
north-central-america,2013,591323.71
north-of-sahara,2013,858241.80
NP,2013,378397.56
NU,2013,101008.91
oceania,2013,48767.97
PA,2013,385004.23
PE,2013,108309.08
PG,2013,42041.76
PH,2013,1355508.24
PK,2013,59664.20
PW,2013,82728.41
PY,2013,308899.91
RS,2013,49305.74
RW,2013,248580.20
SC,2013,45619.41
SD,2013,578810.91
SL,2013,678562.59
SN,2013,618374.20
SO,2013,266163.77
south-america,2013,932833.52
south-asia,2013,122205.42
south-of-sahara,2013,8953310.38
SR,2013,337293.49
SS,2013,6437.41
ST,2013,23697.12
SV,2013,37627.85
SY,2013,17777.39
SZ,2013,489898.05
TD,2013,183610.23
TG,2013,332427.06
TH,2013,222290.00
TJ,2013,440209.89
TL,2013,154943.59
TN,2013,346694.79
TO,2013,268752.12
TR,2013,479004.84
TV,2013,102586.43
TZ,2013,379177.24
UA,2013,18576.00
UG,2013,165607.13
UY,2013,174142.74
UZ,2013,253999.52
VC,2013,108164.06
VE,2013,52857.55
VN,2013,77056.28
VU,2013,270656.88
west-indies,2013,1256617.41
WS,2013,50250.74
XK,2013,52058.96
YE,2013,633692.34
ZA,2013,51062.34
ZM,2013,113693.67
ZW,2013,450689.75
