id-to,year,round
AF,2009,0.00
AF,2012,0.00
AF,2013,0.00
AF,2015,8853510.00
AL,1993,0.00
AL,1994,0.00
AL,1999,0.00
AL,2005,0.00
AL,2008,0.00
AL,2015,491632.00
AM,1995,0.00
AM,1997,0.00
AM,2001,0.00
AM,2004,0.00
AM,2007,0.00
AM,2010,0.00
AM,2014,0.00
AM,2015,2861710.00
AO,1995,0.00
AO,1997,0.00
AO,2007,0.00
AO,2015,956911.00
AR,2008,0.00
AZ,1997,0.00
AZ,2000,0.00
AZ,2004,0.00
AZ,2007,0.00
AZ,2011,0.00
AZ,2015,1291540.00
BA,1996,0.00
BA,1997,0.00
BA,2001,0.00
BA,2006,0.00
BA,2008,0.00
BA,2011,0.00
BA,2015,1162910.00
BD,1978,0.00
BD,1979,0.00
BD,1980,0.00
BD,1981,0.00
BD,1982,0.00
BD,1983,0.00
BD,1984,0.00
BD,1986,0.00
BD,1988,0.00
BD,1989,0.00
BD,1991,0.00
BD,1993,0.00
BD,1995,0.00
BD,1997,0.00
BD,1998,0.00
BD,1999,0.00
BD,2001,0.00
BD,2003,0.00
BD,2004,0.00
BD,2005,0.00
BD,2007,0.00
BD,2009,0.00
BD,2010,0.00
BD,2011,0.00
BD,2013,0.00
BD,2014,0.00
BD,2015,36706270.00
BF,1981,0.00
BF,1982,0.00
BF,1994,0.00
BF,1996,0.00
BF,1999,0.00
BF,2000,0.00
BF,2003,0.00
BF,2004,0.00
BF,2006,0.00
BF,2007,0.00
BF,2009,0.00
BF,2012,0.00
BF,2013,0.00
BF,2015,6215490.00
BI,1979,0.00
BI,1981,0.00
BI,1988,0.00
BI,1999,0.00
BI,2004,0.00
BI,2007,0.00
BI,2009,0.00
BI,2010,0.00
BI,2011,0.00
BI,2012,0.00
BI,2013,0.00
BI,2014,0.00
BI,2015,10368488.00
BJ,1981,0.00
BJ,1982,0.00
BJ,1987,0.00
BJ,1991,0.00
BJ,1995,0.00
BJ,1998,0.00
BJ,2000,0.00
BJ,2001,0.00
BJ,2005,0.00
BJ,2009,0.00
BJ,2012,0.00
BJ,2015,4436260.00
BO,1979,0.00
BO,1981,0.00
BO,1984,0.00
BO,1987,0.00
BO,1990,0.00
BO,1994,0.00
BO,1997,0.00
BO,2000,0.00
BO,2006,0.00
BO,2009,0.00
BO,2011,0.00
BO,2013,0.00
BO,2015,5353509.00
BR,2006,0.00
BR,2013,0.00
BT,1980,0.00
BT,1985,0.00
BT,1988,0.00
BT,1992,0.00
BT,1999,0.00
BT,2005,0.00
BT,2010,0.00
BT,2015,1768600.00
BW,1981,0.00
BW,2015,147988.00
BZ,1985,0.00
CD,1980,0.00
CD,1984,0.00
CD,1987,0.00
CD,2004,0.00
CD,2005,0.00
CD,2008,0.00
CD,2011,0.00
CD,2012,0.00
CD,2013,0.00
CD,2014,0.00
CD,2015,10021193.00
CF,1979,0.00
CF,1984,0.00
CF,1986,0.00
CF,1989,0.00
CF,1991,0.00
CF,1994,0.00
CF,2011,0.00
CF,2012,0.00
CF,2013,0.00
CF,2014,0.00
CF,2015,2242888.00
CG,1983,0.00
CG,1986,0.00
CG,1990,0.00
CG,2004,0.00
CG,2006,0.00
CG,2008,0.00
CG,2011,0.00
CG,2012,0.00
CG,2013,0.00
CG,2015,2074978.00
CI,1984,0.00
CI,1991,0.00
CI,1993,0.00
CI,1996,0.00
CI,1998,0.00
CI,2000,0.00
CI,2009,0.00
CI,2011,0.00
CI,2012,0.00
CI,2013,0.00
CI,2014,0.00
CI,2015,7169338.10
CM,1980,0.00
CM,1983,0.00
CM,1988,0.00
CM,1998,0.00
CM,1999,0.00
CM,2002,0.00
CM,2003,0.00
CM,2008,0.00
CM,2010,0.00
CM,2011,0.00
CM,2012,0.00
CM,2013,0.00
CM,2014,0.00
CM,2015,6854636.40
CN,1981,0.00
CN,1982,0.00
CN,1984,0.00
CN,1986,0.00
CN,1988,0.00
CN,1989,0.00
CN,1991,0.00
CN,1992,0.00
CN,1993,0.00
CN,1994,0.00
CN,1995,0.00
CN,1996,0.00
CN,1997,0.00
CN,1998,0.00
CN,1999,0.00
CN,2000,0.00
CN,2002,0.00
CN,2004,0.00
CN,2005,0.00
CN,2006,0.00
CN,2007,0.00
CN,2008,0.00
CN,2009,0.00
CN,2012,0.00
CN,2013,0.00
CN,2014,0.00
CN,2015,4188205.00
CO,1981,0.00
CO,2006,0.00
CO,2012,0.00
CO,2015,0.00
CU,1980,0.00
CU,2013,0.00
CV,1978,0.00
CV,1987,0.00
CV,1999,0.00
CV,2008,0.00
CV,2012,0.00
CV,2013,0.00
CV,2015,1219570.00
DJ,1980,0.00
DJ,1985,0.00
DJ,2002,0.00
DJ,2007,0.00
DJ,2010,0.00
DJ,2013,0.00
DJ,2015,1129044.00
DM,1980,0.00
DM,1986,0.00
DM,1996,0.00
DM,2015,0.00
DO,1979,0.00
DO,1982,0.00
DO,1987,0.00
DO,1993,0.00
DO,1998,0.00
DO,2015,0.00
DZ,2001,0.00
DZ,2003,0.00
EC,1983,0.00
EC,1990,0.00
EC,1992,0.00
EC,1997,0.00
EC,2004,0.00
EC,2015,17072.00
EG,1980,0.00
EG,1982,0.00
EG,1984,0.00
EG,1992,0.00
EG,1994,0.00
EG,1996,0.00
EG,1998,0.00
EG,2002,0.00
EG,2006,0.00
EG,2009,0.00
EG,2011,0.00
EG,2012,0.00
EG,2014,0.00
EG,2015,12646430.00
ER,1994,0.00
ER,2002,0.00
ER,2006,0.00
ER,2009,0.00
ER,2010,0.00
ER,2012,0.00
ER,2015,4368790.00
ET,1980,0.00
ET,1983,0.00
ET,1985,0.00
ET,1987,0.00
ET,1993,0.00
ET,1996,0.00
ET,1998,0.00
ET,2001,0.00
ET,2003,0.00
ET,2004,0.00
ET,2007,0.00
ET,2009,0.00
ET,2011,0.00
ET,2012,0.00
ET,2013,0.00
ET,2014,0.00
ET,2015,28380060.00
GA,2007,0.00
GA,2015,51021.00
GD,1981,0.00
GD,2001,0.00
GD,2015,0.00
GE,1997,0.00
GE,2000,0.00
GE,2005,0.00
GE,2009,0.00
GE,2012,0.00
GE,2014,0.00
GE,2015,1678000.00
GH,1980,0.00
GH,1986,0.00
GH,1989,0.00
GH,1995,0.00
GH,1996,0.00
GH,1997,0.00
GH,1999,0.00
GH,2000,0.00
GH,2001,0.00
GH,2002,0.00
GH,2005,0.00
GH,2007,0.00
GH,2008,0.00
GH,2010,0.00
GH,2011,0.00
GH,2012,0.00
GH,2013,0.00
GH,2015,13512080.00
GM,1981,0.00
GM,1984,0.00
GM,1992,0.00
GM,1995,0.00
GM,1998,0.00
GM,2004,0.00
GM,2006,0.00
GM,2009,0.00
GM,2011,0.00
GM,2012,0.00
GM,2015,2550202.00
GN,1980,0.00
GN,1985,0.00
GN,1991,0.00
GN,1992,0.00
GN,1995,0.00
GN,1996,0.00
GN,1998,0.00
GN,1999,0.00
GN,2002,0.00
GN,2003,0.00
GN,2007,0.00
GN,2010,0.00
GN,2011,0.00
GN,2012,0.00
GN,2013,0.00
GN,2014,0.00
GN,2015,5198321.00
GQ,1985,0.00
GQ,1990,0.00
GQ,1994,0.00
GQ,2015,0.00
GT,1984,0.00
GT,1989,0.00
GT,1991,0.00
GT,1996,0.00
GT,1999,0.00
GT,2003,0.00
GT,2004,0.00
GT,2008,0.00
GT,2015,1660650.00
GW,1983,0.00
GW,2007,0.00
GW,2011,0.00
GW,2012,0.00
GW,2013,0.00
GW,2014,0.00
GW,2015,554142.00
GY,1986,0.00
GY,1996,0.00
GY,2007,0.00
GY,2015,707742.00
HN,1979,0.00
HN,1982,0.00
HN,1987,0.00
HN,1993,0.00
HN,1997,0.00
HN,1998,0.00
HN,1999,0.00
HN,2001,0.00
HN,2007,0.00
HN,2008,0.00
HN,2010,0.00
HN,2011,0.00
HN,2013,0.00
HN,2015,1412940.00
HT,1978,0.00
HT,1981,0.00
HT,1983,0.00
HT,1989,0.00
HT,1998,0.00
HT,2002,0.00
HT,2006,0.00
HT,2009,0.00
HT,2011,0.00
HT,2012,0.00
HT,2015,1826090.00
ID,1980,0.00
ID,1981,0.00
ID,1982,0.00
ID,1985,0.00
ID,1987,0.00
ID,1990,0.00
ID,1992,0.00
ID,1994,0.00
ID,1995,0.00
ID,1997,0.00
ID,2000,0.00
ID,2002,0.00
ID,2004,0.00
ID,2008,0.00
ID,2011,0.00
ID,2012,0.00
ID,2015,9458191.00
IN,1979,0.00
IN,1980,0.00
IN,1981,0.00
IN,1983,0.00
IN,1987,0.00
IN,1989,0.00
IN,1991,0.00
IN,1993,0.00
IN,1994,0.00
IN,1995,0.00
IN,1996,0.00
IN,1997,0.00
IN,1999,0.00
IN,2000,0.00
IN,2001,0.00
IN,2002,0.00
IN,2003,0.00
IN,2005,0.00
IN,2006,0.00
IN,2008,0.00
IN,2009,0.00
IN,2011,0.00
IN,2012,0.00
IN,2013,0.00
IN,2014,0.00
IN,2015,29638600.00
JM,1982,0.00
JM,1987,0.00
JO,1981,0.00
JO,1982,0.00
JO,1993,0.00
JO,1995,0.00
JO,1997,0.00
JO,1999,0.00
JO,2004,0.00
JO,2014,0.00
JO,2015,1373880.00
KE,1979,0.00
KE,1983,0.00
KE,1986,0.00
KE,1989,0.00
KE,1990,0.00
KE,1994,0.00
KE,1996,0.00
KE,2000,0.00
KE,2002,0.00
KE,2003,0.00
KE,2005,0.00
KE,2007,0.00
KE,2008,0.00
KE,2010,0.00
KE,2012,0.00
KE,2015,8685787.00
KG,1995,0.00
KG,1998,0.00
KG,2008,0.00
KG,2009,0.00
KG,2012,0.00
KG,2013,0.00
KG,2015,3797210.00
KH,1996,0.00
KH,1999,0.00
KH,2000,0.00
KH,2003,0.00
KH,2007,0.00
KH,2009,0.00
KH,2011,0.00
KH,2012,0.00
KH,2014,0.00
KH,2015,15783520.00
KI,2014,0.00
KI,2015,319543.00
KM,1984,0.00
KM,1991,0.00
KM,1996,0.00
KM,2007,0.00
KM,2008,0.00
KM,2011,0.00
KM,2013,0.00
KM,2014,0.00
KM,2015,313330.80
KP,1995,0.00
KP,1997,0.00
KP,2015,0.00
LA,1983,0.00
LA,1987,0.00
LA,1990,0.00
LA,1994,0.00
LA,1997,0.00
LA,1998,0.00
LA,2002,0.00
LA,2005,0.00
LA,2006,0.00
LA,2008,0.00
LA,2011,0.00
LA,2013,0.00
LA,2015,5358190.00
LB,1992,0.00
LB,1994,0.00
LB,1997,0.00
LB,2009,0.00
LB,2012,0.00
LB,2015,0.00
LC,1983,0.00
LC,1996,0.00
LC,2015,0.00
LK,1978,0.00
LK,1980,0.00
LK,1981,0.00
LK,1982,0.00
LK,1985,0.00
LK,1988,0.00
LK,1991,0.00
LK,1992,0.00
LK,1995,0.00
LK,1998,0.00
LK,2004,0.00
LK,2005,0.00
LK,2006,0.00
LK,2008,0.00
LK,2009,0.00
LK,2011,0.00
LK,2015,5815540.00
LR,1981,0.00
LR,1984,0.00
LR,2009,0.00
LR,2011,0.00
LR,2012,0.00
LR,2013,0.00
LR,2014,0.00
LR,2015,4399923.00
LS,1980,0.00
LS,1986,0.00
LS,1998,0.00
LS,2004,0.00
LS,2007,0.00
LS,2011,0.00
LS,2014,0.00
LS,2015,1491649.00
MA,1979,0.00
MA,1983,0.00
MA,1986,0.00
MA,1990,0.00
MA,1994,0.00
MA,1996,0.00
MA,2000,0.00
MA,2003,0.00
MA,2005,0.00
MA,2007,0.00
MA,2014,0.00
MA,2015,4746881.00
MD,1999,0.00
MD,2003,0.00
MD,2005,0.00
MD,2008,0.00
MD,2010,0.00
MD,2013,0.00
MD,2015,3724893.00
MG,1979,0.00
MG,1982,0.00
MG,1983,0.00
MG,1988,0.00
MG,1991,0.00
MG,1995,0.00
MG,1996,0.00
MG,1997,0.00
MG,2000,0.00
MG,2003,0.00
MG,2006,0.00
MG,2007,0.00
MG,2008,0.00
MG,2011,0.00
MG,2012,0.00
MG,2015,8260990.00
MK,1996,0.00
MK,2000,0.00
MK,2015,0.00
ML,1982,0.00
ML,1983,0.00
ML,1990,0.00
ML,1994,0.00
ML,1996,0.00
ML,1998,0.00
ML,2005,0.00
ML,2006,0.00
ML,2009,0.00
ML,2010,0.00
ML,2013,0.00
ML,2015,9008700.00
MM,2014,0.00
