id-to,year,value
AF,2015,56780000.00
africa,2015,32470000.00
AG,2015,0.00
AL,2015,85730000.00
AM,2015,0.00
america,2015,16850000.00
AO,2015,80000.00
AR,2015,20000.00
asia,2015,169310000.00
AZ,2015,8760000.00
BA,2015,25960000.00
BD,2015,2410000.00
BF,2015,910000.00
BI,2015,40000.00
bilateral-unspecified,2015,0.00
BJ,2015,300000.00
BO,2015,0.00
BR,2015,150000.00
BT,2015,80000.00
BW,2015,40000.00
BY,2015,50000.00
BZ,2015,0.00
CD,2015,170000.00
central-asia,2015,10420000.00
CF,2015,430000.00
CG,2015,140000.00
CI,2015,180000.00
CK,2015,0.00
CL,2015,40000.00
CM,2015,300000.00
CN,2015,440000.00
CO,2015,340000.00
CR,2015,0.00
CU,2015,250000.00
CV,2015,0.00
DJ,2015,3940000.00
DM,2015,0.00
DO,2015,0.00
DZ,2015,1590000.00
east-asia,2015,100000.00
EC,2015,50000.00
EG,2015,80000.00
ER,2015,0.00
ET,2015,710000.00
europe,2015,57650000.00
ex-yugoslavia,2015,0.00
FJ,2015,0.00
FM,2015,0.00
GA,2015,70000.00
GD,2015,0.00
GE,2015,3690000.00
GH,2015,280000.00
GM,2015,12670000.00
GN,2015,540000.00
GQ,2015,0.00
GT,2015,0.00
GW,2015,230000.00
GY,2015,0.00
HN,2015,0.00
HT,2015,0.00
ID,2015,170000.00
IN,2015,270000.00
IQ,2015,5690000.00
IR,2015,170000.00
JM,2015,0.00
JO,2015,790000.00
KE,2015,190000.00
KG,2015,98360000.00
KH,2015,160000.00
KI,2015,0.00
KM,2015,980000.00
KP,2015,90000.00
KZ,2015,24440000.00
LA,2015,0.00
LB,2015,800000.00
LC,2015,0.00
LK,2015,70000.00
LR,2015,1270000.00
LS,2015,20000.00
LY,2015,940000.00
MA,2015,640000.00
MD,2015,1830000.00
ME,2015,3360000.00
MG,2015,50000.00
MH,2015,0.00
middle-east,2015,256310000.00
MK,2015,25550000.00
ML,2015,710000.00
MM,2015,3670000.00
MN,2015,3070000.00
MR,2015,12700000.00
MS,2015,0.00
MU,2015,0.00
MV,2015,10000.00
MW,2015,0.00
MX,2015,90000.00
MY,2015,240000.00
MZ,2015,40000.00
NA,2015,650000.00
NE,2015,8900000.00
NG,2015,60000.00
NI,2015,0.00
north-central-america,2015,200000.00
north-of-sahara,2015,600000.00
NP,2015,550000.00
NR,2015,0.00
NU,2015,0.00
PA,2015,130000.00
PE,2015,120000.00
PG,2015,0.00
PH,2015,800000.00
PK,2015,1930000.00
PS,2015,29830000.00
PW,2015,0.00
PY,2015,0.00
RS,2015,4110000.00
RW,2015,0.00
SB,2015,0.00
SC,2015,210000.00
SD,2015,21960000.00
SH,2015,0.00
SL,2015,600000.00
SN,2015,7540000.00
SO,2015,314820000.00
south-america,2015,740000.00
south-asia,2015,250000.00
south-central-asia,2015,36380000.00
south-of-sahara,2015,1600000.00
SR,2015,30000.00
SS,2015,720000.00
ST,2015,0.00
SV,2015,0.00
SY,2015,2694020000.00
SZ,2015,20000.00
TD,2015,480000.00
TG,2015,90000.00
TH,2015,930000.00
TJ,2015,700000.00
TK,2015,0.00
TL,2015,0.00
TM,2015,3180000.00
TN,2015,1350000.00
TO,2015,0.00
TV,2015,0.00
TZ,2015,350000.00
UA,2015,8820000.00
UG,2015,310000.00
UY,2015,0.00
UZ,2015,4650000.00
VC,2015,0.00
VE,2015,0.00
VN,2015,50000.00
VU,2015,170000.00
west-indies,2015,0.00
WF,2015,0.00
WS,2015,0.00
XK,2015,9860000.00
YE,2015,790000.00
ZA,2015,400000.00
ZM,2015,70000.00
