id-to,year,round
AF,2013,1999990.72
AF,2014,469216.92
AF,2015,291625.21
africa,2014,16637.42
AL,2013,28543.78
AL,2014,56567.21
AL,2015,348241.69
AM,2013,58121.57
AM,2014,18852.95
AM,2015,60288.41
AR,2013,550.36
asia,2013,5336.84
AZ,2013,32037.74
AZ,2014,9982.45
AZ,2015,12312.81
BA,2013,169986.83
BA,2014,470320.51
BA,2015,173521.90
BF,2013,733.82
BF,2014,3327.48
BF,2015,0.00
BI,2013,2676.76
BI,2014,9982.45
BI,2015,4925.12
bilateral-unspecified,2013,4056526.96
bilateral-unspecified,2014,5915688.08
bilateral-unspecified,2015,7676889.48
BJ,2013,18245.34
BJ,2014,13309.93
BJ,2015,6156.41
BR,2013,12574.94
BR,2014,11094.40
BR,2015,7387.69
BY,2013,16761.03
BY,2014,212984.00
BY,2015,244881.18
CL,2013,1967.96
CM,2013,800.53
CN,2013,86290.10
CN,2014,113142.79
CN,2015,91059.30
CR,2013,2476.63
CR,2014,0.00
CU,2015,20920.70
EC,2013,21497.48
EC,2014,14421.88
EC,2015,22151.99
EG,2013,8205.40
ET,2013,14567.92
ET,2014,14421.88
ET,2015,16006.64
europe,2013,215708.57
europe,2014,450363.97
europe,2015,989296.09
ex-yugoslavia,2013,14167.65
ex-yugoslavia,2014,43257.28
ex-yugoslavia,2015,4925.12
GE,2013,457584.36
GE,2014,307248.75
GE,2015,412223.67
HT,2015,263317.00
ID,2013,3827.52
ID,2014,3327.48
ID,2015,2462.56
IN,2013,3877.55
IN,2014,3327.48
IN,2015,18469.22
IQ,2013,7846.83
IQ,2014,25516.28
IQ,2015,61519.70
JO,2013,1392.58
JO,2014,25516.28
JO,2015,3693.84
KE,2013,1355491.72
KE,2014,1032715.31
KE,2015,1465568.41
KG,2013,84914.20
KG,2014,56575.57
KG,2015,23383.26
KH,2013,31787.58
KH,2014,22188.79
KH,2015,33244.60
KZ,2013,75066.05
KZ,2014,18861.31
KZ,2015,7387.69
LB,2013,3827.52
LB,2014,36602.31
LB,2015,3693.84
LR,2014,37714.26
LS,2013,7588.33
LS,2014,14421.88
LS,2015,24625.63
MD,2013,359361.41
MD,2014,572368.90
MD,2015,974619.66
ME,2013,198939.21
ME,2014,241819.40
ME,2015,92290.62
MG,2014,4439.43
MG,2015,1231.28
MK,2013,146688.17
MK,2014,157512.01
MK,2015,121830.30
ML,2013,44279.13
MM,2013,18178.63
MM,2014,0.00
MN,2013,64851.00
MN,2014,63230.54
MN,2015,78768.70
MX,2013,12158.00
MX,2014,18861.31
MY,2013,3627.39
NA,2013,5028.31
NA,2014,4439.43
NA,2015,2462.56
NG,2013,550.36
NP,2013,4427.91
NP,2015,131658.40
PE,2013,27301.29
PE,2014,22188.79
PE,2015,22152.00
PH,2013,22139.56
PK,2013,7388.19
PS,2013,138724.59
PS,2014,195243.00
PS,2015,180876.36
RS,2013,1157686.60
RS,2014,1092618.37
RS,2015,1693133.47
RW,2013,6362.52
RW,2014,7766.91
RW,2015,29550.76
SC,2013,1392.58
SC,2014,3327.48
SD,2013,23490.45
SD,2014,18861.31
SD,2015,8607.88
SS,2013,572685.08
SS,2014,328342.32
SS,2015,184569.80
SY,2013,217601.48
SY,2014,13309.93
SY,2015,61519.70
TH,2013,16852.75
TH,2014,11094.40
TH,2015,6156.41
TJ,2013,21497.48
TJ,2014,41041.75
TJ,2015,62750.90
TN,2013,325889.39
TN,2014,100936.44
TZ,2013,13842.44
TZ,2014,6654.97
UA,2013,877894.20
UA,2014,894064.61
UA,2015,2735308.36
UG,2013,5311.83
UG,2014,11086.04
UG,2015,22163.07
UZ,2013,19771.34
UZ,2014,19964.90
UZ,2015,14764.30
VN,2013,25141.54
VN,2014,39938.16
VN,2015,30759.86
XK,2013,336688.16
XK,2014,383780.86
XK,2015,372845.48
YE,2013,10131.67
YE,2014,9982.45
YE,2015,6156.41
ZW,2014,3327.48
