id-to,year,value
AF,2013,424602.08
AF,2014,10256338.12
AF,2015,8189520.00
asia,2013,1146602.54
asia,2014,795538.93
asia,2015,1202879.00
BA,2014,80133.90
bilateral-unspecified,2013,2266504.18
bilateral-unspecified,2014,3161443.08
bilateral-unspecified,2015,15058039.46
central-asia,2013,95883.63
central-asia,2014,234363.52
central-asia,2015,893400.97
CF,2014,40066.95
europe,2013,5760.74
europe,2014,5153.69
europe,2015,8897.35
GT,2013,40208.53
KG,2014,5208703.63
KG,2015,322700.00
LB,2013,160834.12
LC,2014,40066.95
LK,2013,160834.12
NP,2015,200000.00
PH,2014,80133.90
PK,2015,93625.00
PS,2014,8013.39
RS,2014,162671.82
RS,2015,207919.00
SY,2015,342000.00
TJ,2014,1282943.77
TJ,2015,6366159.00
UA,2014,307009.01
UA,2015,1140000.00
VC,2014,40066.95
