id-to,year,value
AF,2014,224693.30
AF,2015,238106.40
AL,2014,552844.01
AL,2015,736136.65
AM,2014,98878.47
AM,2015,213243.53
AO,2014,125253.71
AO,2015,209160.00
AR,2015,763.03
AZ,2014,38895.27
AZ,2015,72602.46
BA,2014,41410.66
BA,2015,6415.32
BD,2015,13350.70
BI,2014,12875.52
BI,2015,11852.60
bilateral-unspecified,2014,1014060.63
bilateral-unspecified,2015,1146660.70
BJ,2014,889.99
BJ,2015,2954.48
BR,2014,6229.16
BR,2015,15086.00
BW,2014,2991.09
BW,2015,1299.84
BY,2015,11259.08
CF,2015,2245.14
CG,2014,9234.48
CG,2015,15849.00
CI,2014,6121.77
CI,2015,17442.30
CL,2014,9574.84
CL,2015,16618.10
CM,2014,13334.30
CM,2015,36624.10
CN,2014,76853.11
CN,2015,126888.00
CO,2014,10724.50
CO,2015,15394.10
CU,2014,6204.88
CU,2015,18587.10
DM,2015,354.55
DO,2014,2574.99
DO,2015,1850.64
DZ,2014,11331.13
DZ,2015,86277.00
EC,2014,9565.42
EC,2015,13955.20
EG,2014,71577.54
EG,2015,192144.80
ET,2014,1780.25
ET,2015,8163.84
europe,2014,92350.33
europe,2015,414791.17
FJ,2015,5671.77
GA,2014,889.99
GA,2015,2599.94
GD,2014,889.99
GD,2015,2613.67
GE,2014,142540.28
GE,2015,109820.97
GH,2014,6916.51
GH,2015,22113.30
GN,2014,889.99
GN,2015,11068.90
GT,2015,1032.68
ID,2015,5574.64
IN,2014,37515.29
IN,2015,112985.00
IQ,2014,79765.30
IQ,2015,584782.40
IR,2014,59676.78
IR,2015,171968.00
JO,2014,270978.34
JO,2015,843131.00
KE,2014,15777.69
KE,2015,31579.75
KG,2014,14748.07
KG,2015,19290.63
KP,2014,34345.60
KP,2015,44054.60
KZ,2014,11426.40
KZ,2015,24231.60
LB,2014,124161.92
LB,2015,306848.00
LK,2014,11190.46
LK,2015,25527.00
LY,2014,12412.70
LY,2015,19351.84
MA,2014,117476.61
MA,2015,851424.00
MD,2014,55766888.66
MD,2015,18443876.84
MG,2015,2145.26
middle-east,2015,135534.70
MK,2014,164372.51
MK,2015,209251.06
MN,2014,65379.75
MN,2015,44726.20
MU,2014,43525.26
MU,2015,107207.00
MV,2015,1299.84
MX,2014,81753.49
MX,2015,51024.90
MY,2014,1780.25
MY,2015,34150.50
NA,2015,1299.84
NG,2014,84003.91
NG,2015,525827.00
north-of-sahara,2014,58802.90
NP,2014,1685.00
NP,2015,56417.51
PE,2014,14995.05
PE,2015,11538.30
PH,2015,2599.94
PK,2014,73031.71
PK,2015,117677.00
PS,2014,291284.64
PS,2015,438110.20
PY,2015,1299.84
RS,2014,1192379.67
RS,2015,1732835.60
RW,2014,1685.00
RW,2015,5650.30
SC,2015,945.30
SD,2014,21012.10
SD,2015,37101.20
SN,2014,7725.24
SN,2015,4450.58
SO,2014,3465.25
SO,2015,6359.64
SR,2015,945.30
SY,2014,422731.33
SY,2015,1038693.66
TD,2015,945.30
TG,2015,2599.94
TH,2014,8424.99
TH,2015,66077.80
TJ,2014,428.51
TJ,2015,3495.14
TM,2014,296016.39
TM,2015,323426.00
TN,2014,16958.67
TN,2015,1455500.00
TR,2014,74726.65
TR,2015,610464.65
TZ,2014,6990.12
TZ,2015,10041.70
UA,2014,559658.35
UA,2015,569046.00
UG,2014,1685.00
UG,2015,4095.78
UY,2015,945.30
UZ,2014,30010.46
UZ,2015,41789.50
VE,2014,13257.24
VE,2015,18472.90
VN,2014,77381.92
VN,2015,109775.00
WS,2014,1780.25
YE,2014,11089.41
YE,2015,46336.70
ZM,2015,1890.59
ZW,2014,14465.21
ZW,2015,36026.80
