id-to,year,round
AF,2015,2564230.00
africa,2015,411345.00
AM,2015,37372500.00
america,2015,308508.00
AO,2015,55591.00
AZ,2015,7493.00
bilateral-unspecified,2015,17514040.00
BJ,2015,85765.00
BW,2015,112531.00
BY,2015,2972280.00
CG,2015,1211990.00
CM,2015,151400.00
CU,2015,351968000.00
EG,2015,775784.00
ET,2015,180851.00
GN,2015,6255000.00
IR,2015,1300000.00
JO,2015,4994640.00
KG,2015,322811000.00
KP,2015,59772700.00
KZ,2015,573782.00
LR,2015,2478740.00
MA,2015,600000.00
MD,2015,682130.00
middle-east,2015,2000000.00
MM,2015,81051.00
MN,2015,228727.00
MZ,2015,7996200.00
NA,2015,58946.00
NI,2015,4564410.00
RS,2015,11253500.00
SD,2015,1543630.00
SL,2015,2478740.00
south-central-asia,2015,3116340.00
SY,2015,22007200.00
TJ,2015,21761700.00
TM,2015,682070.00
TN,2015,1122990.00
TZ,2015,1367830.00
UG,2015,1084430.00
UZ,2015,516714.00
VN,2015,157397.00
VU,2015,2600000.00
YE,2015,2360000.00
