id-to,year,round
MD,2014,4263976.96
MD,2015,4066308.26
ME,2011,53267.74
ME,2012,82622.40
ME,2013,172988.07
ME,2014,189012.18
ME,2015,224150.85
middle-east,2013,841786.06
middle-east,2015,3370930.00
MK,2011,167575.52
MK,2012,156948.50
MK,2013,150909.14
MK,2014,171029.32
MK,2015,360470.61
ML,2011,180511.01
ML,2012,360350.11
ML,2013,136345.38
ML,2014,7722.41
MM,2011,981754.95
MM,2012,950103.73
MM,2013,708689.32
MM,2014,655987.78
MM,2015,713581.99
MN,2011,3584216.11
MN,2012,3386595.87
MN,2013,3143870.95
MN,2014,2327899.69
MN,2015,1616552.78
MR,2011,8183.31
MR,2012,8393.18
MR,2013,5021.18
MW,2015,67209.53
MX,2011,13733.08
MX,2013,8130.70
MX,2014,16495.53
MX,2015,10572.30
MY,2011,47597.25
MY,2012,40538.04
MY,2013,126268.20
MZ,2012,4267.16
MZ,2015,68040.98
NA,2011,120334.29
NA,2012,108738.21
NA,2013,113779.31
NA,2014,92231.76
NA,2015,52967.97
NE,2011,39167.56
NE,2012,15694.75
NE,2015,81325.30
NG,2011,230239.13
NG,2012,299868.53
NG,2013,293128.51
NG,2014,253941.30
NG,2015,19102.43
NI,2011,8654.04
NI,2012,10667.93
NI,2013,11550.93
NI,2014,8184.81
NI,2015,14231.92
north-central-america,2011,6923.24
north-of-sahara,2011,10632.35
north-of-sahara,2015,406626.00
NP,2011,31359.86
NP,2012,42961.55
NP,2013,10939.74
NP,2014,9284.94
NP,2015,835492.30
PA,2011,24408.30
PA,2012,10817.17
PA,2013,8625.38
PA,2014,9266.51
PA,2015,27191.44
PE,2011,173214.26
PE,2012,155550.56
PE,2013,178220.66
PE,2014,210503.79
PE,2015,185536.79
PH,2011,186992.12
PH,2012,117770.37
PH,2013,266752.41
PH,2014,361541.45
PH,2015,45877.71
PK,2011,563219.63
PK,2012,393941.58
PK,2013,72110.41
PK,2014,143598.44
PK,2015,12149.80
PS,2011,1346645.22
PS,2012,1400693.70
PS,2013,668312.64
PS,2014,593358.73
PS,2015,1240821.30
PY,2011,115647.55
PY,2012,80910.25
PY,2013,59125.82
PY,2014,41738.25
PY,2015,20929.04
RS,2011,2441074.83
RS,2012,1983727.33
RS,2013,1329411.76
RS,2014,1455901.85
RS,2015,1855237.54
RW,2011,20795.19
RW,2012,30238.87
RW,2013,42696.71
RW,2014,72636.95
RW,2015,35623.20
SD,2011,194275.57
SD,2012,182508.36
SD,2013,14477.24
SD,2014,35778.59
SD,2015,10599.50
SL,2011,41094.25
SL,2014,140405.95
SN,2011,11656.10
SN,2012,10296.50
SN,2013,30322.27
SN,2014,23940.89
SN,2015,39495.70
SO,2011,216351.12
SO,2013,84178.52
SO,2014,8570.63
south-america,2014,7190.44
south-of-sahara,2013,25253.64
south-of-sahara,2014,12326.47
SR,2013,10522.29
SS,2013,172565.99
SS,2014,246529.27
SS,2015,214923.50
SV,2011,17031.50
SV,2012,36613.00
SV,2013,22080.76
SV,2014,4963.09
SY,2011,270860.25
SY,2012,1190887.40
SY,2013,1249883.77
SY,2014,1583039.90
SY,2015,698422.20
TD,2014,82176.42
TG,2014,8570.63
TH,2011,108175.56
TH,2012,10296.50
TH,2013,112.04
TH,2014,23625.73
TH,2015,15435.01
TJ,2011,31117.54
TJ,2012,41466.48
TJ,2013,20579.89
TJ,2014,39067.82
TJ,2015,47760.10
TM,2011,12953.69
TM,2015,8206.00
TN,2011,62960.45
TN,2012,51179.87
TN,2013,40722.82
TN,2014,60206.34
TN,2015,55081.90
TR,2011,487829.27
TR,2012,123558.21
TR,2013,705932.34
TR,2014,98769.71
TR,2015,437404.36
TV,2013,6730.94
TZ,2011,19090.25
TZ,2012,17061.54
TZ,2013,20766.51
TZ,2014,17279.52
TZ,2015,7770.87
UA,2011,2316293.35
UA,2012,2118612.57
UA,2013,2291793.61
UA,2014,7045614.63
UA,2015,3730686.84
UG,2011,11656.10
UG,2012,41186.01
UG,2013,7874.30
UG,2014,7664.12
UG,2015,81325.30
UY,2011,1211.57
UY,2015,1626.51
UZ,2011,354613.73
UZ,2012,196578.02
UZ,2013,153856.45
UZ,2014,88427.64
UZ,2015,108968.22
VC,2013,20694.32
VC,2014,61632.34
VE,2011,10603.52
VE,2013,2808.96
VE,2014,18065.75
VE,2015,3862.95
VN,2011,1267110.72
VN,2012,1210139.27
VN,2013,1218819.79
VN,2014,927689.11
VN,2015,69844.03
XK,2011,812902.49
XK,2012,1885441.75
XK,2013,1088291.97
XK,2014,1839744.26
XK,2015,1657552.54
YE,2011,240481.77
YE,2012,403157.23
YE,2013,504344.50
YE,2014,217817.47
YE,2015,273563.60
ZA,2011,17308.09
ZA,2013,2034.35
ZA,2014,14778.70
ZA,2015,24397.41
ZM,2011,789233.27
ZM,2012,688139.84
ZM,2013,653236.50
ZM,2014,571741.15
ZM,2015,598464.57
ZW,2011,208769.07
ZW,2012,157259.97
ZW,2013,175826.54
ZW,2014,87311.66
ZW,2015,74645.69
