id-to,year,round
AF,2010,4076.46
AF,2011,0.00
AF,2013,0.00
AF,2015,31149.30
africa,2012,59723.33
africa,2013,51566.31
africa,2014,50855.17
africa,2015,30220.00
AG,2011,0.00
AG,2013,0.00
AG,2015,0.00
AL,2010,4668753.55
AL,2011,2275873.99
AL,2012,4218176.63
AL,2013,6523322.36
AL,2014,3020620.35
AL,2015,809879.70
AR,2010,0.00
AR,2011,0.00
AR,2012,0.00
AR,2013,0.00
AR,2014,0.00
AR,2015,3018120.00
AZ,2010,0.00
AZ,2011,617713.26
AZ,2012,0.00
AZ,2013,0.00
AZ,2014,0.00
AZ,2015,0.00
BA,2010,0.00
BA,2011,0.00
BA,2012,0.00
BA,2013,0.00
BA,2014,4658099.85
BA,2015,3792280.00
BD,2010,11537491.10
BD,2011,10724915.26
BD,2012,7483731.78
BD,2013,6110224.65
BD,2014,2335726.19
BD,2015,6978892.00
BF,2010,7231170.64
BF,2011,3396407.36
BF,2012,5595484.01
BF,2013,5830612.27
BF,2014,4060324.61
BF,2015,1613760.00
BI,2011,0.00
BI,2013,0.00
BI,2015,0.00
bilateral-unspecified,2010,308926.19
bilateral-unspecified,2011,788904.97
bilateral-unspecified,2012,833721.18
bilateral-unspecified,2013,1282451.43
bilateral-unspecified,2014,816263.60
bilateral-unspecified,2015,484597.00
BJ,2010,1418050.71
BJ,2011,20588.73
BJ,2012,3255427.37
BJ,2013,6023353.39
BJ,2014,6997792.16
BJ,2015,6640120.00
BT,2011,12032.79
BT,2012,49298.50
BT,2013,17389.92
BT,2014,43843.57
BT,2015,29172.60
BW,2010,0.00
BW,2011,7467684.55
BW,2012,256820.86
BW,2013,52309.23
BW,2014,0.00
BW,2015,0.00
BY,2010,0.00
BY,2011,0.00
BY,2012,0.00
BY,2013,0.00
BY,2014,0.00
BY,2015,0.00
BZ,2010,352938.52
BZ,2011,1212298.29
BZ,2012,1119843.61
BZ,2013,1579565.92
BZ,2014,1640666.03
BZ,2015,712216.70
CD,2010,4301176.19
CD,2011,414985.84
CD,2012,0.00
CD,2013,565484.38
CD,2014,0.00
CD,2015,0.00
CF,2011,0.00
CF,2013,0.00
CF,2015,663982.00
CG,2013,0.00
CG,2015,0.00
CI,2010,881966.56
CI,2011,1377205.35
CI,2012,7630942.87
CI,2013,2584978.34
CI,2014,3469866.16
CI,2015,111703.00
CM,2010,0.00
CM,2011,0.00
CM,2012,0.00
CM,2013,390510.10
CM,2014,13284.98
CM,2015,0.00
CN,2010,26959193.30
CN,2011,9342018.58
CN,2012,7743133.72
CN,2013,11287371.08
CN,2014,20339422.62
CN,2015,9689000.00
CU,2010,142505.61
CU,2011,1027668.96
CU,2012,1049031.52
CU,2013,2456067.07
CU,2014,5757943.44
CU,2015,4342420.00
CV,2010,0.00
CV,2011,0.00
CV,2012,1297711.57
CV,2013,2242346.48
CV,2014,1460300.97
CV,2015,764041.00
DJ,2010,6214377.76
DJ,2011,7049309.58
DJ,2012,5084562.02
DJ,2013,8315115.37
