id-to,year,value
AF,2015,16289.70
AR,2015,68413.10
BD,2015,107401.00
BR,2015,113.33
BT,2015,842326.00
BW,2015,28745.30
CG,2015,18579.60
CI,2015,19904.40
CK,2015,6240.97
CL,2015,43682.60
CM,2015,9952.21
CN,2015,137725.00
CO,2015,18260.10
CR,2015,49106.00
CU,2015,20371.60
DM,2015,10739.50
EG,2015,25086.70
ER,2015,78012.10
ET,2015,26859.00
FJ,2015,87537.40
GE,2015,10756.50
GH,2015,7384.47
GM,2015,78012.10
GN,2015,30581.90
ID,2015,354630.00
IN,2015,31655.50
IR,2015,816.91
JM,2015,6398.90
JO,2015,39419.90
KE,2015,83647.70
KG,2015,2716.90
KH,2015,3630280.00
KI,2015,11183.40
KM,2015,11534.40
KZ,2015,4111.90
LA,2015,41148820.00
LK,2015,154213.00
LS,2015,17444.90
MA,2015,17246.00
MG,2015,39495.90
MH,2015,51625.50
MM,2015,18491600.00
MN,2015,34249.30
MR,2015,7571.64
MU,2015,36349.10
MV,2015,170366.00
MW,2015,111495.00
MX,2015,56660.10
MY,2015,81271.90
MZ,2015,105152.00
NG,2015,15985.50
NP,2015,436655.00
PA,2015,6249.74
PE,2015,27575.50
PH,2015,233768.00
PK,2015,1252440.00
PW,2015,4068.04
PY,2015,54498.80
SB,2015,12312.30
SC,2015,4922.00
SD,2015,89882.80
SN,2015,6059.65
SO,2015,4106.64
SV,2015,165763.00
SZ,2015,21047.90
TG,2015,24806.00
TJ,2015,9928.82
TL,2015,218249.00
TO,2015,86481.60
TV,2015,39259.00
TZ,2015,177186.00
UG,2015,108977.00
UZ,2015,6913.61
VN,2015,1066980.00
VU,2015,84022.10
WS,2015,9425.80
YE,2015,100136.00
ZM,2015,18386.60
ZW,2015,57427.50
