id-to,year,value
AF,2002,12443080.69
AF,2003,9679643.72
AF,2004,9519742.10
AF,2005,16775566.00
AF,2006,10133343.02
AF,2007,14219859.76
AF,2008,7594722.51
AF,2009,13590425.36
AF,2010,106670.41
AF,2011,577530.97
AF,2012,623375.39
AF,2013,338723.68
AF,2014,331892.81
AF,2015,290382.30
africa,2002,142330.50
africa,2003,6886066.40
africa,2004,7765060.96
africa,2005,303929.00
africa,2006,453234.95
africa,2007,3811912.35
africa,2008,3019283.13
africa,2009,369693.00
africa,2010,2005734.31
africa,2011,477457.97
africa,2012,463036.37
africa,2014,32722.63
AG,2005,37582.45
AG,2006,18553.38
AG,2007,70130.56
AG,2008,72519.24
AG,2009,44380.10
AG,2010,59828.51
AG,2011,44074.57
AG,2012,41530.06
AG,2013,8659.25
AG,2014,8894.00
AG,2015,4898.50
AL,2002,20500472.27
AL,2003,93685723.16
AL,2004,22408088.24
AL,2005,23589726.40
AL,2006,20491755.08
AL,2007,25244054.58
AL,2008,52839456.46
AL,2009,41602264.45
AL,2010,40926535.40
AL,2011,38787109.99
AL,2012,31681155.47
AL,2013,1867716.53
AL,2014,1438196.13
AL,2015,1589949.46
AM,2002,3297930.18
AM,2003,3212240.50
AM,2004,1992697.40
AM,2005,1926814.31
AM,2006,1365873.90
AM,2007,4451390.83
AM,2008,2261513.44
AM,2009,2204667.77
AM,2010,1361727.75
AM,2011,1435246.56
AM,2012,1039476.02
AM,2013,281960.19
AM,2014,299944.60
AM,2015,296273.84
america,2004,14222.27
america,2005,260094.49
america,2007,78345.36
america,2008,1729423.73
america,2009,442388.98
america,2010,397879.61
AO,2003,1904.18
AO,2004,38462.20
AO,2005,363462.93
AO,2006,23777.71
AO,2007,65379.94
AO,2008,14694.20
AO,2009,17149.46
AO,2010,98068.38
AO,2011,24162.59
AO,2012,13785.26
AO,2013,4329.62
AO,2014,5929.35
AO,2015,0.00
AR,2002,22283.91
AR,2003,31294.69
AR,2004,122698.79
AR,2005,312476.16
AR,2006,208168.61
AR,2007,290836.26
AR,2008,413556.69
AR,2009,466334.00
AR,2010,494204.00
AR,2011,385533.78
AR,2012,271324.48
AR,2013,71784.53
AR,2014,111282.74
AR,2015,74397.07
asia,2004,2371264.58
asia,2005,2021561.39
asia,2006,159563.93
asia,2007,96681.97
asia,2008,3492644.45
asia,2009,2751681.37
asia,2010,1701988.73
asia,2011,45297.00
asia,2012,45297.03
AZ,2002,116007.64
AZ,2003,275284.83
AZ,2004,311616.35
AZ,2005,622528.98
AZ,2006,185300.81
AZ,2007,256859.59
AZ,2008,224189.98
AZ,2009,118885.51
AZ,2010,106576.49
AZ,2011,138700.98
AZ,2012,132754.04
AZ,2013,18690.55
AZ,2014,25631.67
AZ,2015,3265.67
BA,2002,7963795.50
BA,2003,5971186.37
BA,2004,7099130.52
BA,2005,1229548.89
BA,2006,9996361.92
BA,2007,11859108.61
BA,2008,4438071.24
BA,2009,2545673.60
BA,2010,344157.44
BA,2011,489562.91
BA,2012,355822.07
BA,2013,117524.31
BA,2014,233895.16
BA,2015,96786.25
BB,2006,5935.69
BB,2007,33062.35
BD,2003,557863.77
BD,2004,94583.61
BD,2005,31899.22
