id-to,year,round
AF,1974,0.00
AF,1975,0.00
AF,1976,0.00
asia,1975,0.00
BD,1973,0.00
BD,1974,0.00
BD,1975,0.00
BD,1976,0.00
bilateral-unspecified,1975,0.00
east-asia,1975,0.00
FJ,1973,0.00
ID,1973,0.00
ID,1974,0.00
ID,1975,0.00
KH,1973,0.00
KI,1976,0.00
KR,1973,0.00
KR,1974,0.00
KR,1975,0.00
LA,1975,0.00
LK,1973,0.00
LK,1974,0.00
LK,1975,0.00
LK,1976,0.00
MM,1973,0.00
MM,1974,0.00
MM,1975,0.00
MM,1976,0.00
MY,1973,0.00
MY,1974,0.00
NP,1974,0.00
NP,1975,0.00
NP,1976,0.00
PG,1973,0.00
PG,1975,0.00
PG,1976,0.00
PH,1973,0.00
PH,1974,0.00
PH,1975,0.00
PK,1973,0.00
PK,1974,0.00
PK,1975,0.00
PK,1976,0.00
SB,1974,0.00
SB,1976,0.00
TH,1973,0.00
TH,1974,0.00
TO,1973,0.00
TO,1974,0.00
WS,1973,0.00
WS,1974,0.00
WS,1975,0.00
WS,1976,0.00
