id-to,year,value
AF,2013,2068684.16
AF,2014,1999057.82
AF,2015,1652800.79
africa,2013,51346.28
africa,2014,27951.08
africa,2015,199666.80
AL,2013,55910.43
AL,2014,45839.71
AL,2015,8874.09
AM,2013,104974.60
AM,2014,153171.77
AM,2015,38824.21
america,2015,103161.00
asia,2015,39933.40
AZ,2013,51346.26
AZ,2014,15652.58
AZ,2015,24403.80
BA,2014,72672.68
bilateral-unspecified,2013,2015056.10
bilateral-unspecified,2014,3146170.66
bilateral-unspecified,2015,4480310.50
BR,2015,9983.36
BY,2013,268141.62
BY,2014,235906.77
BY,2015,266223.05
central-asia,2013,125513.50
central-asia,2015,1109.26
CF,2013,148333.23
CF,2014,111804.18
CI,2013,5705.14
CI,2015,5546.31
CU,2013,10269.24
CU,2014,8944.33
DZ,2014,2236.09
EG,2014,13416.54
ER,2014,4472.17
ET,2013,7987.20
ET,2014,22360.81
ET,2015,98724.42
europe,2013,356001.20
europe,2014,352182.82
europe,2015,646700.00
GE,2013,863758.50
GE,2014,943627.11
GE,2015,1095950.97
GH,2013,47923.21
GH,2014,2236.09
GH,2015,19966.70
GN,2013,15974.43
GN,2014,6708.25
IN,2014,19006.75
IN,2015,4437.05
IQ,2013,142628.90
IQ,2014,301871.58
JO,2013,289820.90
JO,2014,118512.60
JO,2015,268441.30
KE,2013,25102.61
KE,2014,0.00
KE,2015,32168.60
KG,2013,96987.38
KG,2014,439390.41
KG,2015,546866.80
KZ,2015,3327.79
LB,2013,148333.83
LB,2015,171935.70
LY,2013,7987.20
MD,2013,810130.02
MD,2014,1001765.25
MD,2015,986134.38
MK,2013,58192.46
MK,2014,8944.34
MK,2015,37714.90
MM,2013,85577.08
MN,2013,4564.11
NG,2014,0.00
NP,2014,13416.54
NP,2015,61009.41
oceania,2014,111804.35
PH,2013,362847.24
PH,2014,92797.48
PH,2015,39933.46
PK,2013,15974.43
PK,2014,0.00
PS,2013,110679.33
PS,2014,439390.44
PS,2015,321686.42
SD,2013,3423.09
SD,2014,86089.49
SL,2014,42485.55
SL,2015,28840.80
SN,2013,37653.96
SN,2014,30187.15
SO,2013,57051.39
south-of-sahara,2013,46782.15
south-of-sahara,2014,368953.60
SS,2013,57051.39
SS,2014,223608.36
ST,2015,14420.40
SY,2013,134641.43
SY,2014,455043.52
SY,2015,277316.00
TD,2013,79871.98
TJ,2013,10269.26
TJ,2014,110686.16
TJ,2015,150859.65
TN,2013,93564.48
TN,2014,100623.70
TR,2013,144910.96
TR,2015,221852.00
TV,2015,11092.60
UA,2013,502052.27
UA,2014,1301400.47
UA,2015,2844147.03
UG,2013,51346.28
UG,2014,39131.48
UG,2015,87631.70
UZ,2014,33541.22
UZ,2015,105379.90
VN,2013,3423.09
VU,2015,55463.10
XK,2013,158602.81
XK,2014,111804.15
XK,2015,67664.96
YE,2013,91282.27
YE,2014,26832.99
YE,2015,12201.88
