"district_id","district_name","year","budget_type","value","value_ncu"
"d123","Kyankwanzi",2016,"approved",15.84620286,57210.10278
"d123","Kyankwanzi",2017,"approved",13.74139864,53870.20049
"d422","Kyegegwa",2014,"actual",17.14228932,41673.60823
"d422","Kyegegwa",2015,"approved",16.57251062,46787.83667
"d422","Kyegegwa",2015,"actual",16.57251062,46787.83667
"d422","Kyegegwa",2016,"approved",10.58127703,38201.95612
"d422","Kyegegwa",2016,"actual",10.9168334,39413.42707
"d422","Kyegegwa",2016,"proposed",11.21540883,40491.38443
"d422","Kyegegwa",2017,"actual",10.40773896,40801.3041
"d422","Kyegegwa",2017,"approved",9.565336161,37498.84494
"d422","Kyegegwa",2018,"approved",34083.58,159699819.22
"d415","Kyenjojo",2014,"actual",21.82963172,53068.72981
"d415","Kyenjojo",2015,"approved",21.20365579,59862.57642
"d415","Kyenjojo",2015,"actual",21.20365579,59862.57642
"d415","Kyenjojo",2016,"approved",12.80549787,46232.13874
"d415","Kyenjojo",2016,"actual",13.13260192,47413.09397
"d415","Kyenjojo",2016,"proposed",14.08717468,50859.42154
"d415","Kyenjojo",2017,"actual",13.94304558,54660.71398
"d415","Kyenjojo",2017,"approved",12.53086838,49124.57674
"d415","Kyenjojo",2018,"approved",46529.67,218016413.98
"d326","Lamwo",2014,"actual",61.24804513,148896.5091
"d326","Lamwo",2015,"approved",59.21905623,167188.3997
"d326","Lamwo",2015,"actual",59.21905623,167188.3997
"d326","Lamwo",2016,"actual",31.25597272,112844.5362
"d326","Lamwo",2016,"proposed",36.37283673,131318.13
"d307","Lira",2015,"actual",47.38573257,133780.3285
"d307","Lira",2015,"approved",47.38573257,133780.3285
"d307","Lira",2016,"approved",18.84975776,68053.94251
"d307","Lira",2016,"actual",30.1252966,108762.4165
"d307","Lira",2016,"proposed",32.36543657,116850.0724
"d307","Lira",2017,"actual",31.77295591,124559.046
"d307","Lira",2017,"approved",16.79243757,65831.14299
"d307","Lira",2018,"approved",60802.77,284893528.7
"d229","Luuka",2014,"actual",24.98888681,60749.00849
"d229","Luuka",2015,"approved",24.30603816,68621.28311
"d229","Luuka",2015,"actual",24.30603816,68621.28311
"d229","Luuka",2016,"proposed",17.31218185,62502.77823
"d229","Luuka",2017,"actual",18.61841055,72989.47767
"d229","Luuka",2018,"approved",67477.88,316169992.62
"d104","Luwero",2014,"actual",31.98241371,77750.55913
"d104","Luwero",2015,"approved",32.06338884,90521.98754
"d104","Luwero",2015,"actual",32.06338884,90521.98754
"d104","Luwero",2016,"actual",24.33092227,87842.78327
"d104","Luwero",2016,"approved",22.27773767,80430.0988
"d104","Luwero",2016,"proposed",21.58435538,77926.75636
"d104","Luwero",2017,"approved",21.70844706,85103.30181
"d104","Luwero",2017,"actual",22.82976397,89499.1838
"d104","Luwero",2018,"approved",87510.58,410033916.79
"d124","Lwengo",2014,"actual",23.68607496,57581.81944
"d124","Lwengo",2015,"actual",24.74841484,69870.20961
"d124","Lwengo",2015,"approved",24.74841484,69870.20961
"d124","Lwengo",2016,"proposed",18.50565507,66811.61649
"d124","Lwengo",2016,"approved",16.08559458,58074.3871
"d124","Lwengo",2016,"actual",18.73566876,67642.04301
"d124","Lwengo",2017,"approved",17.64044364,69155.56859
"d124","Lwengo",2017,"actual",19.48932394,76403.70647
"d124","Lwengo",2018,"approved",65588.64,307317891.8
"d114","Lyantonde",2014,"actual",34.41290766,83659.18957
"d114","Lyantonde",2015,"actual",34.53207668,97491.63542
"d114","Lyantonde",2015,"approved",34.53207668,97491.63542
"d114","Lyantonde",2016,"actual",26.44057859,95459.34959
"d114","Lyantonde",2016,"proposed",27.5744761,99553.09959
"d114","Lyantonde",2016,"approved",25.16017024,90836.64634
"d114","Lyantonde",2017,"approved",27.80048314,108985.8202
"d114","Lyantonde",2017,"actual",30.08896012,117957.3024
"d114","Lyantonde",2018,"approved",102502.41,480278666.34
"d223","Manafwa",2014,"actual",31.43444834,76418.43284
"d223","Manafwa",2015,"actual",29.68246196,83800.10812
"d223","Manafwa",2015,"approved",29.68246196,83800.10812
"d223","Manafwa",2016,"actual",22.05828904,79637.81572
"d223","Manafwa",2016,"proposed",20.32576215,73382.81301
"d320","Maracha",2014,"actual",37.26511353,90593.01901
"d320","Maracha",2015,"approved",27.03547515,76327.08311
"d320","Maracha",2015,"actual",34.07614923,96204.45209
"d320","Maracha",2016,"approved",26.59766996,96026.50208
"d320","Maracha",2016,"actual",20.5227693,74094.07484
"d320","Maracha",2016,"proposed",27.85634136,100570.7277
"d320","Maracha",2017,"actual",27.30952468,107061.123
"d320","Maracha",2017,"approved",26.06218986,102171.2149
"d320","Maracha",2018,"approved",80678.67,378022760.92
"d105","Masaka",2015,"actual",40.64948931,114762.4346
"d105","Masaka",2015,"approved",40.64948931,114762.4346
"d105","Masaka",2016,"proposed",29.74680917,107395.95
"d105","Masaka",2016,"approved",28.57806855,103176.4047
"d105","Masaka",2016,"actual",27.49468967,99265.04385
"d105","Masaka",2017,"actual",14.87386944,58309.80892
"d105","Masaka",2017,"approved",30.52831547,119679.7006
"d105","Masaka",2018,"approved",54844.2,256974438.28
"d409","Masindi",2015,"approved",38.83555556,109641.3013
"d409","Masindi",2015,"actual",38.83555556,109641.3013
"d409","Masindi",2016,"approved",24.28689575,87683.83279
"d409","Masindi",2016,"proposed",25.77300637,93049.19016
"d409","Masindi",2016,"actual",24.19082547,87336.98689
"d409","Masindi",2017,"approved",23.01856286,90239.32929
"d409","Masindi",2017,"actual",7.627797957,29903.14277
"d409","Masindi",2018,"approved",53829.68,252220868.95
"d214","Mayuge",2014,"actual",25.09243376,61000.73536
"d214","Mayuge",2015,"actual",23.36826728,65973.75
"d214","Mayuge",2015,"approved",23.36826728,65973.75
"d214","Mayuge",2016,"proposed",15.32358669,55323.28325
"d214","Mayuge",2016,"actual",15.64924765,56499.02845
"d214","Mayuge",2017,"actual",16.57552161,64980.77058
"d214","Mayuge",2018,"approved",50984.74,238890801.99
"d209","Mbale",2015,"approved",40.38060579,114003.3174
"d209","Mbale",2015,"actual",40.38060579,114003.3174
"d209","Mbale",2016,"proposed",31.96197504,115393.4411
"d209","Mbale",2016,"actual",29.04198577,104851.3013
"d209","Mbale",2016,"approved",29.90975337,107984.2332
"d209","Mbale",2017,"actual",19.38453778,75992.91487
"d209","Mbale",2017,"approved",28.91990852,113374.2868
"d209","Mbale",2018,"approved",62689.26,293732744.3
"d410","Mbarara",2015,"actual",43.19993072,121962.8907
"d410","Mbarara",2015,"approved",43.19993072,121962.8907
"d410","Mbarara",2016,"proposed",34.65982292,125133.5761
"d410","Mbarara",2016,"approved",32.68328595,117997.6153
"d410","Mbarara",2016,"actual",30.54475655,110276.8074
"d410","Mbarara",2017,"actual",25.5066909,99993.5006
"d410","Mbarara",2017,"approved",31.43755998,123244.1983
"d410","Mbarara",2018,"approved",59635.52,279424337.55
"d423","Mitooma",2014,"actual",32.90810556,80000.95397
"d423","Mitooma",2015,"actual",33.88597844,95667.5582
"d423","Mitooma",2015,"approved",33.88597844,95667.5582
"d423","Mitooma",2016,"actual",24.81538383,89591.85185
"d423","Mitooma",2016,"proposed",24.22908318,87475.11004
"d423","Mitooma",2017,"actual",23.5294358,92242.09686
"d423","Mitooma",2018,"approved",82917.63,388513487.17
"d115","Mityana",2014,"actual",26.76467002,65066.01026
"d115","Mityana",2015,"approved",32.78419864,92556.99189
"d115","Mityana",2015,"actual",32.78419864,92556.99189
"d115","Mityana",2016,"actual",23.58070962,85134.26418
"d115","Mityana",2016,"approved",19.95063577,72028.48109
"d115","Mityana",2016,"proposed",21.35159067,77086.39775
"d115","Mityana",2017,"actual",21.72288607,85159.90684
"d115","Mityana",2017,"approved",19.65359832,77047.70888
"d115","Mityana",2018,"approved",59584.3,279184344.43
"d308","Moroto",2014,"actual",72.13847752,175371.5968
"d308","Moroto",2015,"actual",19.71324509,55654.81973
"d308","Moroto",2016,"proposed",14.95660977,53998.37361
"d308","Moroto",2016,"approved",14.65210139,52898.99628
"d308","Moroto",2017,"approved",15.2147871,59646.30336
"d309","Moyo",2014,"actual",45.77642408,111284.3639
"d309","Moyo",2015,"actual",48.8664809,137960.8062
"d309","Moyo",2015,"approved",48.8664809,137960.8062
"d309","Moyo",2016,"proposed",37.02186365,133661.3347
"d309","Moyo",2016,"actual",36.70033781,132500.5187
"d309","Moyo",2017,"actual",39.43815391,154608.8076
"d309","Moyo",2018,"approved",122951.95,576095709.06
"d106","Mpigi",2014,"actual",30.38290107,73862.07832
"d106","Mpigi",2015,"approved",31.44839105,88785.71373
"d106","Mpigi",2015,"actual",31.44839105,88785.71373
"d106","Mpigi",2016,"actual",22.76304265,82182.21242
"d106","Mpigi",2016,"proposed",21.38950316,77223.27454
"d106","Mpigi",2016,"approved",19.84964878,71663.8842
"d106","Mpigi",2017,"actual",23.99290488,94059.02778
"d106","Mpigi",2017,"approved",22.51999498,88284.80105
"d106","Mpigi",2018,"approved",78414.35,367413209.5
"d107","Mubende",2014,"actual",17.88136124,43470.32237
"d107","Mubende",2015,"approved",17.36733929,49031.81252
"d107","Mubende",2015,"actual",17.36733929,49031.81252
"d107","Mubende",2016,"actual",12.64974952,45669.83501
"d107","Mubende",2016,"approved",11.84337138,42758.53968
"d107","Mubende",2016,"proposed",12.89793484,46565.86719
"d107","Mubende",2017,"approved",9.935912762,38951.61087
"d107","Mubende",2017,"actual",11.31740367,44367.44913
"d107","Mubende",2018,"approved",35270.86,165262861.64
"d108","Mukono",2015,"approved",26.43190852,74623.08197
"d108","Mukono",2015,"actual",26.43190852,74623.08197
"d108","Mukono",2016,"proposed",19.62797793,70863.57816
"d108","Mukono",2016,"actual",15.83793302,57180.24589
"d108","Mukono",2016,"approved",4.562831223,16473.34983
"d108","Mukono",2017,"actual",14.42075132,56533.45669
"d108","Mukono",2017,"approved",4.499585862,17639.65946
"d108","Mukono",2018,"approved",49481.13,231845584.17
"d311","Nakapiripirit",2014,"actual",43.79829914,106475.4611
"d311","Nakapiripirit",2015,"actual",37.7011222,106438.5468
"d311","Nakapiripirit",2015,"approved",37.7011222,106438.5468
"d311","Nakapiripirit",2016,"approved",27.43928019,99064.99705
"d311","Nakapiripirit",2016,"proposed",28.4639818,102764.5133
"d311","Nakapiripirit",2016,"actual",27.37599089,98836.50147
"d311","Nakapiripirit",2017,"approved",23.17301985,90844.84472
"d311","Nakapiripirit",2017,"actual",25.61954849,100435.9345
"d311","Nakapiripirit",2018,"approved",61418.14,287776866.59
"d116","Nakaseke",2014,"actual",46.90391615,114025.3434
"d116","Nakaseke",2015,"approved",34.00345061,95999.20792
"d116","Nakaseke",2015,"actual",34.00326474,95998.68317
"d116","Nakaseke",2016,"actual",25.98772558,93824.39846
"d116","Nakaseke",2016,"proposed",25.46665573,91943.16169
"d109","Nakasongola",2015,"approved",39.62232453,111862.5229
"d109","Nakasongola",2015,"actual",39.62232453,111862.5229
"d109","Nakasongola",2016,"actual",28.81966425,104048.6461
"d109","Nakasongola",2016,"proposed",26.22638464,94686.03764
"d230","Namayingo",2014,"actual",25.30369471,61514.3194
"d230","Namayingo",2015,"actual",24.85093677,70159.65154
"d230","Namayingo",2015,"approved",24.85093677,70159.65154
"d230","Namayingo",2016,"proposed",20.36473512,73523.51852
"d230","Namayingo",2016,"approved",19.76700818,71365.52394
"d230","Namayingo",2016,"actual",18.22464172,65797.06414
"d230","Namayingo",2017,"approved",16.95986113,66487.4911
"d224","Namutumba",2014,"actual",21.85711344,53135.539
"d224","Namutumba",2015,"approved",24.04613666,67887.5241
"d224","Namutumba",2015,"actual",24.04613666,67887.5241
"d224","Namutumba",2016,"proposed",16.47183237,59468.83495
"d224","Namutumba",2016,"actual",17.74007445,64047.61389
"d224","Namutumba",2017,"actual",16.99107329,66609.85166
"d224","Namutumba",2018,"approved",60888.51,285295266.5
"d327","Napak",2014,"actual",30.83270788,74955.57712
"d327","Napak",2015,"approved",34.08991627,96243.31947
"d327","Napak",2015,"actual",34.08991627,96243.31947
"d327","Napak",2016,"proposed",21.59694674,77972.21541
"d327","Napak",2016,"approved",20.86687197,75336.40082
"d327","Napak",2016,"actual",23.67712381,85482.35174
"d327","Napak",2017,"approved",20.17132394,79077.34092
"d310","Nebbi",2014,"actual",31.76453017,77220.87532
"d310","Nebbi",2015,"actual",26.66617644,75284.47174
"d310","Nebbi",2015,"approved",26.66617644,75284.47174
"d310","Nebbi",2016,"actual",19.25831773,69528.98095
"d310","Nebbi",2016,"proposed",19.38782293,69996.5381
"d310","Nebbi",2017,"approved",3.288525965,12891.95938
"d310","Nebbi",2017,"actual",3.499637722,13719.57766
"d310","Nebbi",2018,"approved",47710.87,223550968.35
"d231","Ngora",2014,"actual",42.08506645,102310.5222
"d231","Ngora",2015,"approved",40.07307353,113135.0863
"d231","Ngora",2015,"actual",40.07307353,113135.0863
"d231","Ngora",2016,"proposed",29.22736211,105520.572
"d231","Ngora",2016,"actual",29.4884415,106463.1561
"d231","Ngora",2017,"actual",23.76415648,93162.26885
"d231","Ngora",2018,"approved",82637.26,387199803.62
"d424","Ntoroko",2014,"actual",53.44641365,129930.4231
"d424","Ntoroko",2015,"approved",56.20438873,158677.3314
"d424","Ntoroko",2015,"actual",56.20438873,158677.3314
"d424","Ntoroko",2016,"actual",41.6697196,150441.6523
"d424","Ntoroko",2016,"proposed",40.19714719,145125.1724
"d411","Ntungamo",2015,"actual",30.10506517,84993.20978
"d411","Ntungamo",2015,"approved",29.63283056,83659.98778
"d411","Ntungamo",2016,"actual",22.76280282,82181.34654
"d411","Ntungamo",2016,"proposed",23.21418636,83810.9924
"d411","Ntungamo",2017,"actual",23.30327337,91355.47563
"d411","Ntungamo",2018,"approved",71327.48,334207429.54
"d328","Nwoya",2014,"actual",93.96923617,228443.0662
"d328","Nwoya",2015,"approved",48.1578406,135960.1591
"d328","Nwoya",2016,"actual",20.92890069,75560.34526
"d329","Otuke",2014,"actual",40.59632504,98691.33079
"d329","Otuke",2015,"approved",42.27943187,119364.1204
"d329","Otuke",2015,"actual",42.27943187,119364.1204
"d329","Otuke",2016,"approved",27.8813196,100660.9075
"d329","Otuke",2016,"actual",29.68277844,107164.7776
"d329","Otuke",2016,"proposed",29.35139735,105968.3808
"d329","Otuke",2017,"approved",23.42068323,91815.75576
"d321","Oyam",2014,"actual",31.81587557,77345.6981
"d321","Oyam",2015,"approved",23.97466185,67685.73503
"d321","Oyam",2015,"actual",23.97466185,67685.73503
"d321","Oyam",2016,"proposed",17.519174,63250.08924
"d321","Oyam",2016,"actual",18.0204665,65059.92315
"d321","Oyam",2016,"approved",16.5852009,59878.13337
"d321","Oyam",2017,"approved",19.75336459,77438.82112
"d321","Oyam",2017,"actual",20.97385668,82223.49807
"d321","Oyam",2018,"approved",63984.09,299799716.04
"d312","Pader",2014,"actual",50.08833086,121766.7861
"d312","Pader",2015,"actual",47.55456871,134256.99
"d312","Pader",2015,"approved",47.55456871,134256.99
"d312","Pader",2016,"actual",32.43900718,117115.687
"d312","Pader",2016,"proposed",33.60279774,121317.361
"d210","Pallisa",2014,"actual",27.13876601,65975.45297
"d210","Pallisa",2015,"actual",25.31351946,71465.62406
"d210","Pallisa",2015,"approved",25.31351946,71465.62406
"d210","Pallisa",2016,"actual",18.241496,65857.91372
"d210","Pallisa",2016,"proposed",20.21851177,72995.60322
"d210","Pallisa",2016,"approved",19.39405144,70019.0251
"d210","Pallisa",2017,"actual",19.48466089,76385.42601
"d210","Pallisa",2017,"approved",18.03770598,70712.9502
"d210","Pallisa",2018,"approved",0,0
"d110","Rakai",2014,"actual",31.49949966,76576.57527
"d110","Rakai",2015,"approved",33.51776658,94628.01527
"d110","Rakai",2015,"actual",33.51776658,94628.01527
"d110","Rakai",2016,"actual",25.10130474,90624.12217
"d110","Rakai",2016,"approved",22.37808834,80792.39835
"d110","Rakai",2016,"proposed",23.76002806,85781.66386
"d110","Rakai",2017,"actual",22.61289349,88648.98969
"d110","Rakai",2017,"approved",22.19551748,87012.75672
"d110","Rakai",2018,"approved",46433.39,217565290.64
"d425","Rubirizi",2014,"actual",28.5892781,69501.70733
"d425","Rubirizi",2015,"actual",28.94175884,81708.94055
"d425","Rubirizi",2015,"approved",28.94175884,81708.94055
"d425","Rubirizi",2016,"actual",21.03343669,75937.75526
"d425","Rubirizi",2016,"proposed",19.88787243,71801.88438
"d425","Rubirizi",2016,"approved",18.53361884,66912.57508
"d425","Rubirizi",2017,"actual",19.52202583,76531.90722
"d425","Rubirizi",2017,"approved",18.197919,71341.03093
"d425","Rubirizi",2018,"approved",72260.01,338576831.82
"d412","Rukungiri",2015,"approved",37.59263549,106132.265
"d412","Rukungiri",2015,"actual",37.59263549,106132.265
"d412","Rukungiri",2016,"approved",23.39026746,84446.70419
"d412","Rukungiri",2016,"actual",27.62314011,99728.793
"d412","Rukungiri",2016,"proposed",29.07377887,104966.0851
"d412","Rukungiri",2017,"approved",27.22792947,106741.2465
"d412","Rukungiri",2017,"actual",23.93841394,93845.40775
"d412","Rukungiri",2018,"approved",89727.84,420422966.92
"d111","Sembabule",2014,"actual",28.00814136,68088.94009
"d111","Sembabule",2015,"actual",28.8624763,81485.10853
"d111","Sembabule",2015,"approved",28.8624763,81485.10853
"d111","Sembabule",2016,"proposed",19.69208351,71095.02076
"d111","Sembabule",2016,"actual",21.29891508,76896.22122
"d111","Sembabule",2016,"approved",18.64289246,67307.08947
"d111","Sembabule",2017,"approved",18.86167739,73943.15305
"d232","Serere",2014,"actual",21.55663371,52405.06046
"d232","Serere",2015,"approved",24.68533497,69692.12131
"d232","Serere",2015,"actual",24.68533497,69692.12131
"d232","Serere",2016,"approved",15.25190439,55064.48613
"d232","Serere",2016,"proposed",16.60328125,59943.40946
"d232","Serere",2016,"actual",18.21634114,65767.09625
"d232","Serere",2017,"actual",17.52717673,68711.53
"d232","Serere",2017,"approved",15.60421027,61172.95319
"d232","Serere",2018,"approved",58650.53,274809132.08
"d426","Sheema",2015,"approved",39.22309975,110735.4236
"d426","Sheema",2015,"actual",39.22309975,110735.4236
"d426","Sheema",2016,"proposed",30.96395413,111790.2512
"d426","Sheema",2016,"actual",30.27972048,109319.9384
"d426","Sheema",2017,"actual",25.64965354,100553.9549
"d426","Sheema",2018,"approved",83292.09,390268032.74
"d215","Sironko",2014,"actual",33.12423582,80526.37549
"d215","Sironko",2015,"approved",33.32515875,94084.24107
"d215","Sironko",2015,"actual",33.32515875,94084.24107
"d215","Sironko",2016,"proposed",23.93288405,86405.7319
"d215","Sironko",2016,"actual",24.08760097,86964.31185
"d215","Sironko",2017,"actual",24.14249113,94645.44852
"d215","Sironko",2018,"approved",83403.95,390792156.72
"d211","Soroti",2014,"actual",47.49553122,115463.5839
"d211","Soroti",2015,"actual",24.82263671,70079.75426
"d211","Soroti",2015,"approved",50.98052383,143929.2136
"d211","Soroti",2016,"proposed",17.52924563,63286.4512
"d211","Soroti",2016,"actual",35.38343327,127746.052
"d211","Soroti",2016,"approved",18.30155052,66074.73067
"d211","Soroti",2017,"actual",30.98012335,121450.9163
"d211","Soroti",2017,"approved",11.89663499,46638.20104
"d211","Soroti",2018,"approved",59685.36,279657864.63
"d212","Tororo",2014,"actual",28.73740072,69861.79948
"d212","Tororo",2015,"approved",32.23540371,91007.62329
"d212","Tororo",2015,"actual",32.23540371,91007.62329
"d212","Tororo",2016,"approved",21.12439521,76266.14601
"d212","Tororo",2016,"proposed",27.58518134,99591.74912
"d212","Tororo",2016,"actual",24.96997294,90149.97035
"d212","Tororo",2017,"actual",20.84969818,81736.76135
"d212","Tororo",2017,"approved",27.30817164,107055.8187
"d212","Tororo",2018,"approved",70128.33,328588769.81
"d113","Wakiso",2014,"actual",14.79983321,35979.00139
"d113","Wakiso",2015,"actual",15.77901771,44547.63193
"d113","Wakiso",2015,"approved",15.77901771,44547.63193
"d113","Wakiso",2016,"approved",11.04453975,39874.4898
"d113","Wakiso",2016,"proposed",12.94409139,46732.5078
"d113","Wakiso",2016,"actual",11.32795644,40897.71901
"d113","Wakiso",2017,"actual",10.88498947,42672.26218
"d113","Wakiso",2017,"approved",9.050063603,35478.8296
"d113","Wakiso",2018,"proposed",7.089202266,30160.00078
"d113","Wakiso",2018,"approved",21346.57,100020108.51
"d313","Yumbe",2014,"actual",23.52992919,57202.22267
"d313","Yumbe",2015,"actual",22.78397084,64324.15284
"d313","Yumbe",2015,"approved",22.78397084,64324.15284
"d313","Yumbe",2016,"actual",16.33822635,58986.47246
"d313","Yumbe",2016,"approved",14.56241817,52575.20982
"d313","Yumbe",2016,"proposed",15.33468384,55363.3477
"d313","Yumbe",2017,"actual",14.6549549,57451.60149
"d313","Yumbe",2017,"approved",13.16237553,51600.26484
"d313","Yumbe",2018,"approved",45468.29,213043280.46
"d330","Zombo",2014,"actual",22.23813775,54061.82471
"d330","Zombo",2015,"approved",28.09554536,79319.89409
"d330","Zombo",2015,"actual",28.09554536,79319.89409
"d330","Zombo",2016,"actual",19.2240178,69405.14671
"d330","Zombo",2016,"approved",17.53749361,63316.22918
"d330","Zombo",2016,"proposed",19.41081851,70079.55987
"d330","Zombo",2017,"actual",18.16165785,71198.87688
"d330","Zombo",2017,"approved",15.07878242,59113.12621
"d330","Zombo",2018,"approved",58672.55,274912307.57
