"id","entity-name","year","value"
"d18974","Baringo",2012,4
"d18975","Bomet",2012,35
"d18987","Bungoma",2012,28
"d18988","Busia",2012,31
"d18976","Elgeyo-Marakwet",2012,23
"d18955","Embu",2012,16
"d18965","Garissa",2012,43
"d18968","Homa Bay",2012,38
"d18956","Isiolo",2012,44
"d18991","Kajiado",2012,32
"d18989","Kakamega",2012,34
"d18977","Kericho",2012,8
"d18943","Kiambu",2012,3
"d18949","Kilifi",2012,21
"d18944","Kirinyaga",2012,24
"d18969","Kisii",2012,30
"d18970","Kisumu",2012,7
"d18957","Kitui",2012,37
"d18950","Kwale",2012,27
"d18978","Laikipia",2012,13
"d18951","Lamu",2012,45
"d18958","Machakos",2012,19
"d18959","Makueni",2012,25
"d18966","Mandera",2012,46
"d18960","Marsabit",2012,47
"d18961","Meru",2012,17
"d18971","Migori",2012,33
"d18952","Mombasa",2012,2
"d18946","Murang'a",2012,6
"d18964","Nairobi",2012,1
"d18979","Nakuru",2012,11
"d18980","Nandi",2012,12
"d18981","Narok",2012,39
"d18962","Nithi",2012,36
"d18972","Nyamira",2012,9
"d18947","Nyandarua",2012,26
"d18948","Nyeri",2012,10
"d18982","Samburu",2012,42
"d18973","Siaya",2012,29
"d18953","Taita Taveta",2012,22
"d18954","Tana River",2012,41
"d18983","Trans-Nzoia",2012,14
"d18984","Turkana",2012,18
"d18985","Uasin Gishu",2012,20
"d18990","Vihiga",2012,5
"d18967","Wajir",2012,40
"d18986","West Pokot",2012,15
