"id","entity-name","2009"
"d18974","Baringo",29.9
"d18975","Bomet",29.9
"d18987","Bungoma",29.9
"d18988","Busia",29.9
"d18976","Elgeyo-Marakwet",29.9
"d18955","Embu",29.9
"d18965","Garissa",29.9
"d18968","Homa Bay",29.9
"d18956","Isiolo",29.9
"d18991","Kajiado",29.9
"d18989","Kakamega",29.9
"d18977","Kericho",29.9
"d18943","Kiambu",29.9
"d18949","Kilifi",29.9
"d18944","Kirinyaga",29.9
"d18969","Kisii",29.9
"d18970","Kisumu",29.9
"d18957","Kitui",29.9
"d18950","Kwale",29.9
"d18978","Laikipia",29.9
"d18951","Lamu",29.9
"d18958","Machakos",29.9
"d18959","Makueni",29.9
"d18966","Mandera",29.9
"d18960","Marsabit",29.9
"d18961","Meru",29.9
"d18971","Migori",29.9
"d18952","Mombasa",29.9
"d18946","Murang'a",29.9
"d18964","Nairobi",29.9
"d18979","Nakuru",29.9
"d18980","Nandi",29.9
"d18981","Narok",29.9
"d18962","Nithi",29.9
"d18972","Nyamira",29.9
"d18947","Nyandarua",29.9
"d18948","Nyeri",29.9
"d18982","Samburu",29.9
"d18973","Siaya",29.9
"d18953","Taita Taveta",29.9
"d18954","Tana River",29.9
"d18983","Trans-Nzoia",29.9
"d18984","Turkana",29.9
"d18985","Uasin Gishu",29.9
"d18990","Vihiga",29.9
"d18967","Wajir",29.9
"d18986","West Pokot",29.9
