country,admin1,admin2,admin4,admin4-name,latitude,longitude,geonameid,modification date
UG,UG.N,UG.N.97,UG.N.97.0.8658058,Lodonga,3.41275,31.14951,8658058,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8658436,Midigo,3.61683,31.32046,8658436,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8658465,Odravu,3.34817,31.2594,8658465,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8658538,Ariwa,3.27672,31.38323,8658538,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8658739,Kerwa,3.71598,31.26701,8658739,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8657574,Nyakwae,2.57039,33.9004,8657574,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8657833,Abim,2.7393,33.61682,8657833,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8658149,Lotukei,2.59435,33.59405,8658149,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8658210,Abim Town Council,2.63841,33.66121,8658210,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8658269,Morulem,2.54976,33.73052,8658269,20/12/2013
UG,UG.N,UG.N.B6,UG.N.B6.0.8658730,Alerek,2.87405,33.72783,8658730,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8657892,Etam,1.66082,32.6894,8657892,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8657992,Namasale,1.57461,32.57405,8657992,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658020,Namasale Tc,1.49709,32.61908,8658020,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658119,Arwotcek,1.75979,32.81865,8658119,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658212,Muntu,1.56552,32.92187,8658212,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658377,Akwon,1.74626,32.87438,8658377,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658378,Amolatar Town Council,1.63679,32.83441,8658378,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658424,Aputi,1.74628,32.93174,8658424,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658485,Agikdak,1.67889,32.94721,8658485,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658492,Agwingiri,1.56448,32.81004,8658492,20/12/2013
UG,UG.N,UG.N.B7,UG.N.B7.0.8658553,Awelo,1.70451,32.76684,8658553,20/12/2013
UG,UG.N,UG.N.B9,UG.N.B9.0.8261590,Amuru,2.87532,31.45482,8261590,20/12/2013
UG,UG.N,UG.N.B9,UG.N.B9.0.8629919,Pabbo,3.07915,32.07905,8629919,20/12/2013
UG,UG.N,UG.N.B9,UG.N.B9.0.8630008,Atiak,3.28757,32.14977,8630008,20/12/2013
UG,UG.N,UG.N.B9,UG.N.B9.0.8630017,Lamogi,2.86384,32.12814,8630017,20/12/2013
UG,UG.N,UG.N.B9,UG.N.B9.0.8657807,Amuru Town Council,2.81926,31.87014,8657807,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8657804,Adok,2.01438,32.92764,8657804,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8657873,Kwera,1.851,32.9925,8657873,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8657919,Dokolo Town Council,1.91506,33.16752,8657919,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658217,Batta,2.05731,33.16333,8658217,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658338,Adeknino,1.75837,33.02721,8658338,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658382,Amwoma,1.97013,33.1174,8658382,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658388,Kangai,1.82615,33.08432,8658388,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658390,Okwongdul,1.89644,33.05847,8658390,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658392,Okwalongwen,2.02974,33.24528,8658392,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658456,Agwata,1.97612,33.01724,8658456,20/12/2013
UG,UG.N,UG.N.C7,UG.N.C7.0.8658742,Dokolo,1.97784,33.20033,8658742,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8657626,Kapedo,3.61587,33.90634,8657626,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8657670,Lolelia,3.41579,33.92557,8657670,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8657750,Loyoro,3.27776,34.32095,8657750,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8657947,Kathile,3.64848,34.03549,8657947,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658052,Kamion,3.87146,34.12322,8658052,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658384,Kawalakol,3.90748,33.86885,8658384,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658385,Lobalangit,3.46264,33.74276,8658385,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658386,Kaabong East,3.57772,34.16041,8658386,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658387,Kaabong West,3.52681,34.11202,8658387,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658487,Napore (Karenga),3.70249,33.68951,8658487,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658525,Kaabong Town Council,3.51606,34.13285,8658525,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658526,Lodiko,3.55274,34.32454,8658526,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658527,Kalapata,3.64513,34.1924,8658527,20/12/2013
UG,UG.N,UG.N.D1,UG.N.D1.0.8658540,Sidok,3.36984,34.09527,8658540,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8657686,Ludara,3.58752,31.05224,8657686,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8657696,Midia,3.45004,30.96747,8657696,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8657758,Kuluba,3.58541,30.96115,8657758,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8657959,Dranya,3.36447,30.96222,8657959,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8658037,Abuku,3.44007,31.04885,8658037,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8658293,Lobule,3.38151,31.02821,8658293,20/12/2013
UG,UG.N,UG.N.D4,UG.N.D4.0.8658560,Koboko Town Council,3.41435,30.96205,8658560,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8657747,Oleba,3.30587,30.91909,8657747,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658072,Maracha Town Council,3.26941,30.95434,8658072,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658185,Tara,3.30447,31.0288,8658185,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658259,Oluffe,3.23272,30.88619,8658259,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658274,Yivu,3.2535,30.98895,8658274,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658329,Nyadri,3.22658,30.94343,8658329,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658454,Oluvu,3.17559,30.84374,8658454,20/12/2013
UG,UG.N,UG.N.D7,UG.N.D7.0.8658621,Kijomoro,3.15959,30.91417,8658621,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8261615,Aber,2.22918,32.34903,8261615,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8261616,Loro,2.20976,32.4887,8261616,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8261617,Acaba,2.34532,32.46534,8261617,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8261618,Ngai,2.45934,32.47478,8261618,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8261620,Minakulu,2.39839,32.28766,8261620,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8657546,Myene,2.38199,32.30408,8657546,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8657728,Otwal,2.54682,32.67055,8657728,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8657749,Iceme,2.43589,32.61294,8657749,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8658395,Kamdini,2.27283,32.31036,8658395,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8658396,Oyam Town Council,2.386,32.52378,8658396,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8658397,Abok,2.55181,32.56108,8658397,20/12/2013
UG,UG.N,UG.N.E2,UG.N.E2.0.8658398,Aleka,2.53848,32.75414,8658398,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8643677,Lukole,2.8594,33.3413,8643677,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8643680,Omiya Pachua,3.25,33.36667,8643680,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657577,Adilang,2.71765,33.4721,8657577,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657711,Wol,3.0879,33.24038,8657711,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657757,Kotomol,2.64113,33.34253,8657757,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657929,Parabongo,3.01025,33.34131,8657929,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657931,Lapono,2.91851,33.50257,8657931,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8657948,Patongo,2.72077,33.30388,8657948,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658252,Agago Town Council,2.83638,33.33771,8658252,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658358,Arum,2.67743,33.12916,8658358,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658445,Omot,2.69087,33.22998,8658445,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658446,Lamiyo,2.78831,33.08218,8658446,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658597,Paimol,3.11294,33.4689,8658597,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658626,Lira Palwo,2.83399,33.19246,8658626,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658681,Kalongo Town Council,3.04249,33.36924,8658681,20/12/2013
UG,UG.N,UG.N.E3,UG.N.E3.0.8658736,Patongo Town Council,2.75764,33.30821,8658736,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8657548,Akura,2.32354,33.13768,8657548,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8657738,Abia,2.43694,33.09737,8657738,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8657777,Awei,2.16965,33.20198,8657777,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8657788,Aloi,2.30106,33.20833,8657788,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8658369,Amugo,2.12571,33.34108,8658369,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8658405,Apala,2.37437,33.03082,8658405,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8658469,Abako,2.12547,33.26781,8658469,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8658478,Alebtong Town Council,2.26243,33.23537,8658478,20/12/2013
UG,UG.N,UG.N.E4,UG.N.E4.0.8658577,Omoro,2.26114,33.40866,8658577,20/12/2013
UG,UG.N,UG.N.E5,UG.N.E5.0.8657553,Karita,1.57494,34.82758,8657553,20/12/2013
UG,UG.N,UG.N.E5,UG.N.E5.0.8657656,Loroo,2.13271,34.89943,8657656,20/12/2013
UG,UG.N,UG.N.E5,UG.N.E5.0.8657793,Amudat,1.86446,34.92173,8657793,20/12/2013
UG,UG.N,UG.N.E5,UG.N.E5.0.8657943,Amudat Town Council,1.94486,34.94874,8657943,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.7732538,Ayer Sub-County,2.2764,32.7424,7732538,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8657829,Bala,2.19034,32.73629,8657829,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8658400,Kole Town Council,2.27279,32.69779,8658400,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8658402,Okwerodot,2.37137,32.85611,8658402,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8658435,Alito,2.42917,32.80818,8658435,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8658496,Akalo,2.14307,32.85267,8658496,20/12/2013
UG,UG.N,UG.N.F8,UG.N.F8.0.8658547,Aboke,2.37889,32.70167,8658547,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8644036,Padibe West,3.48048,32.81133,8644036,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8644038,Palabek Gem,3.37,32.63997,8644038,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8645939,Lokung,3.65759,32.70307,8645939,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8645940,Agoro,3.76577,33.00105,8645940,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8647182,Palabek-Kal Sub-County,3.55724,32.55252,8647182,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8647185,Padibe East Sub-County,3.50342,32.85255,8647185,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8647186,Paloga Sub-County,3.57458,32.94037,8647186,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8647187,Madi-Opei Sub-County,3.63724,33.17768,8647187,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8647969,Ogili Sub-County,3.49063,32.37967,8647969,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8648287,Lamwo Parish,3.49711,32.66033,8648287,20/12/2013
UG,UG.N,UG.N.G3,UG.N.G3.0.8658635,Padibe Town Council,3.49183,32.82418,8658635,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8657642,Lokopo,2.46252,34.06654,8657642,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8657720,Lopei,2.64903,34.33245,8657720,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8657946,Lorengecora,2.23681,34.26164,8657946,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8658006,Ngoleriet,2.48851,34.49572,8658006,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8658054,Iriiri,2.06126,34.29372,8658054,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8658126,Napak Tc,2.21359,34.26992,8658126,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8658345,Matany,2.33671,34.38582,8658345,20/12/2013
UG,UG.N,UG.N.G8,UG.N.G8.0.8658504,Lotome,2.25897,34.48336,8658504,20/12/2013
UG,UG.N,UG.N.H2,UG.N.H2.0.8200494,Purongo,2.334,31.48296,8200494,20/12/2013
UG,UG.N,UG.N.H2,UG.N.H2.0.8200495,Anaka,2.51986,31.95305,8200495,28/04/2014
UG,UG.N,UG.N.H2,UG.N.H2.0.8200498,Alero,2.64023,31.47939,8200498,20/12/2013
UG,UG.N,UG.N.H2,UG.N.H2.0.8658622,Koch Goma,2.4556,32.12549,8658622,20/12/2013
UG,UG.N,UG.N.H2,UG.N.H2.0.8658737,Nwoya Town Council,2.60724,31.95166,8658737,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8657564,Adwari,2.54344,33.27116,8657564,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8657702,Okwang,2.54057,33.12448,8657702,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8657800,Ogor,2.53039,33.39052,8657800,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8657913,Olilim,2.47517,33.48637,8657913,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8657914,Orum,2.39029,33.34994,8657914,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8658003,Ogwete,2.41797,33.57943,8658003,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8658734,Otuke Town Council,2.37198,33.34288,8658734,20/12/2013
UG,UG.N,UG.N.H3,UG.N.H3.0.8658735,Alango,2.4401,33.22951,8658735,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8261565,Paidha,2.45834,31.01106,8261565,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8657635,Nyapea,2.48071,30.94716,8657635,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8657766,Zeu,2.49199,30.8079,8657766,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8657782,Atyak,2.61268,30.95173,8657782,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8657926,Jangokoro,2.41978,30.88326,8657926,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8658098,Warr,2.58318,30.89181,8658098,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8658450,Paidha Town Council,2.41587,30.98737,8658450,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8658461,Kango,2.60782,30.82667,8658461,20/12/2013
UG,UG.N,UG.N.H7,UG.N.H7.0.8658740,Zombo Town Council,2.51532,30.91014,8658740,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.7732542,Bubandi Sub-County,0.6642,29.9761,7732542,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657610,Sindila,0.50429,29.98789,8657610,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657611,Nyahuka Town Council,0.68079,29.99191,8657611,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657612,Mirambi,0.64958,30.0183,8657612,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657613,Kirumya,0.73733,30.08702,8657613,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657615,Busaru,0.69024,30.03659,8657615,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657616,Ngamba,0.74046,30.13728,8657616,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657643,Ntotoro,0.78164,30.10936,8657643,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657673,Kasitu,0.8341,30.12943,8657673,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8657907,Kisuba,0.74085,29.992,8657907,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8658095,Nduguto,0.58879,30.03835,8658095,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8658204,Bubukwanga,0.79066,30.02853,8658204,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8658335,Harugale,0.63979,30.08171,8658335,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8658365,Bundibugyo Town Council,0.70611,30.06793,8658365,20/12/2013
UG,UG.W,UG.W.28,UG.W.28.0.8658718,Bukonzo,0.69657,30.11422,8658718,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.7732411,Kyabugimbi Sub-County,-0.473,30.269,7732411,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.7732412,Bumbaire Sub-County,-0.59927,30.18439,7732412,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657637,Central Division,-0.55235,30.17028,8657637,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657638,Ishaka Division,-0.55243,30.13737,8657638,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657646,Nyakabirizi Division,-0.52389,30.21686,8657646,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657647,Kyeizoba,-0.57503,30.263,8657647,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657649,Ibaare,-0.62421,30.14747,8657649,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657856,Bitooma,-0.42563,30.17564,8657856,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8657857,Ruhumuro,-0.44527,30.24863,8657857,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8658166,Kyamuhunga,-0.4305,30.06195,8658166,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8658173,Kakanju,-0.47833,30.18603,8658173,20/12/2013
UG,UG.W,UG.W.29,UG.W.29.0.8658195,Nyabubare,-0.53744,30.08193,8658195,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.7732547,Buhanika Sub-County,1.3659,31.4417,7732547,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8581634,Buseruka,1.5473,31.13094,8581634,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657597,Kyabigambire,1.46305,31.48469,8657597,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657663,Kyangwali,1.24472,30.75743,8657663,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657741,Busiisi Division,1.415,31.31123,8657741,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657785,Kabwoya,1.34574,30.95841,8657785,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657799,Bujumbura Division,1.4748,31.3443,8657799,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657810,Buhimba,1.29979,31.31917,8657810,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8657918,Kigorobya Town Council,1.62155,31.31071,8657918,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658108,Kahoora Division,1.42319,31.34699,8658108,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658194,Kigorobya,1.71194,31.22289,8658194,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658374,Mparo Division,1.41338,31.39686,8658374,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658568,Kitoba,1.54117,31.33564,8658568,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658625,Kiziranfumbi,1.3195,31.17883,8658625,20/12/2013
UG,UG.W,UG.W.31,UG.W.31.0.8658628,Bugambe,1.43807,31.20116,8658628,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.7732414,Hamurwa Sub-County,-1.1162,29.9156,7732414,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8299544,Muko Sub-County,-1.20154,29.83123,8299544,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8299546,Bufundi Sub-County,-1.32235,29.88217,8299546,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8642870,Bubare,-1.21859,29.91855,8642870,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657659,Kashambya,-1.0721,29.98496,8657659,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657664,Ikumba,-1.10995,29.81832,8657664,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657736,Southern Division,-1.27545,29.99187,8657736,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657836,Kyanamira,-1.26064,30.03925,8657836,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657841,Kamwezi,-1.20951,30.21335,8657841,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657848,Muhanga Town Council,-1.18341,30.08276,8657848,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657849,Ruhija,-1.04124,29.78816,8657849,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657854,Katuna Town Council,-1.43657,29.98675,8657854,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657889,Northern Division,-1.23988,29.98135,8657889,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8657934,Kaharo,-1.25192,30.08833,8657934,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658073,Rubaya,-1.38908,29.94008,8658073,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658084,Buhara,-1.35891,30.05153,8658084,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658136,Maziba,-1.30959,30.13169,8658136,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658347,Rwamucucu,-1.14268,30.04578,8658347,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658367,Bukinda,-1.18578,30.12057,8658367,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658421,Kamuganguzi,-1.36546,29.98772,8658421,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658511,Central Division,-1.25001,29.99813,8658511,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658515,Kitumba,-1.29292,29.97046,8658515,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658519,Hamurwa Town Council,-1.14695,29.89547,8658519,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658520,Nyamweru,-1.17471,29.98424,8658520,20/12/2013
UG,UG.W,UG.W.34,UG.W.34.0.8658522,Butanda,-1.41191,29.9048,8658522,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657556,Maliba,0.35839,30.03481,8657556,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657632,L. Katwe,-0.06921,29.99484,8657632,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657682,Ihandiro,0.101,29.80087,8657682,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657714,Kisinga,0.07202,29.87048,8657714,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657746,Nyakiyumbu,-0.08428,29.76731,8657746,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657759,Bwesumbu,0.4374,30.07796,8657759,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657760,Bugoye,0.30832,30.01109,8657760,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657765,Muhokya,0.08603,30.12918,8657765,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657774,Kitholhu,0.12838,29.77722,8657774,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657783,Kitswamba,0.30917,30.22403,8657783,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657846,Nyamwamba Division,0.1999,30.11513,8657846,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657868,Munkunyu,0.03358,29.838,8657868,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657869,Mpondwe-Lhubiriha Tc,0.02251,29.7508,8657869,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657870,Bulembia Division,0.26593,29.97337,8657870,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657871,Kilembe,0.22845,29.971,8657871,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657872,Rukoki,0.21816,30.05553,8657872,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8657983,Central Division,0.14834,30.0632,8657983,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8658116,Nyakatonzi,-0.0687,29.8332,8658116,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8658142,Mahango,0.14362,29.99952,8658142,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8658188,Kyondo,0.18381,29.88056,8658188,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8658246,Hima Town Council,0.27749,30.17536,8658246,20/12/2013
UG,UG.W,UG.W.40,UG.W.40.0.8658327,Karambi,0.06068,29.73859,8658327,20/12/2013
