country,admin1,admin2,admin4,admin4-name,latitude,longitude,geonameid,modification date
UG,UG.E,UG.E.D6,UG.E.D6.0.8658183,Bumwoni,0.83152,34.3759,8658183,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658192,Sibanga,0.90393,34.2309,8658192,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658250,Khabutoola,0.9065,34.27615,8658250,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658311,Nalondo,0.89631,34.24509,8658311,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658355,Manafwa Town Council,0.94752,34.28344,8658355,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658418,Bubutu,0.80909,34.33137,8658418,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658455,Bukokho,0.87276,34.4241,8658455,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658489,Butiru,0.81399,34.26054,8658489,20/12/2013
UG,UG.E,UG.E.D6,UG.E.D6.0.8658555,Buwabwala,0.92843,34.35957,8658555,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8657858,Magada,0.91114,33.71196,8657858,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658053,Bulange,0.74157,33.76511,8658053,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658118,Kibaale,0.87117,33.58735,8658118,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658179,Nsinze,0.81529,33.63011,8658179,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658406,Namutumba Town Council,0.83426,33.68814,8658406,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658412,Ivukula,0.99044,33.6337,8658412,20/12/2013
UG,UG.E,UG.E.E1,UG.E.E1.0.8658444,Namutumba,0.80453,33.71734,8658444,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8657533,Bukhalu,1.30813,34.26482,8657533,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8657578,Buginyanya,1.2755,34.35279,8657578,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8657825,Bunambutye,1.49977,34.3388,8657825,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8657847,Sisiyi,1.26938,34.33296,8657847,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8657938,Bwikhonge,1.42995,34.29417,8657938,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658112,Bulegeni,1.29709,34.31811,8658112,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658157,Bumugibole,1.23471,34.44014,8658157,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658158,Bulambuli Town Council,1.31486,34.29175,8658158,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658196,Buluganya,1.22031,34.38554,8658196,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658198,Lusha,1.25801,34.36143,8658198,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658371,Muyembe,1.3585,34.29307,8658371,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658413,Bulaago,1.21508,34.43545,8658413,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658468,Bumasobo,1.16867,34.453,8658468,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658683,Namisuni,1.29526,34.36031,8658683,20/12/2013
UG,UG.E,UG.E.E9,UG.E.E9.0.8658733,Masiira,1.24417,34.45451,8658733,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8657608,Kidera,1.38261,32.93761,8657608,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8657773,Buyende,1.25319,33.16628,8657773,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8657814,Bugaya,1.0811,33.25164,8657814,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8658124,Kagulu,1.25884,33.33271,8658124,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8658315,Nkondo,1.30753,33.05,8658315,20/12/2013
UG,UG.E,UG.E.F3,UG.E.F3.0.8658379,Buyende Town Council,1.15994,33.16184,8658379,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8657562,Kabweri,1.04455,33.89925,8657562,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658071,Kasasira,1.08856,33.68914,8658071,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658091,Kirika,0.99628,33.82837,8658091,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658235,Kibuku,1.06599,33.81879,8658235,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658255,Kadama,1.00137,33.8618,8658255,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658271,Tirinyi,1.00671,33.75194,8658271,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658366,Kagumu,1.11584,33.84351,8658366,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658399,Buseta,1.07395,33.76,8658399,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658401,Kibuku Town Council,1.04603,33.80212,8658401,20/12/2013
UG,UG.E,UG.E.F6,UG.E.F6.0.8658423,Bulangira,1.11271,33.89948,8658423,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8657898,Kwanyiny,1.39752,34.65951,8657898,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8657937,Binyiny Town Council,1.4159,34.53322,8657937,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8657939,Kiriki,1.43152,34.71187,8657939,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658023,Binyiny,1.43767,34.52663,8658023,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658145,Ngenge,1.52689,34.5493,8658145,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658161,Kaptum,1.44744,34.57692,8658161,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658182,Kaptoyoy,1.44087,34.48995,8658182,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658218,Kwosir,1.36367,34.59154,8658218,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658245,Kitawoi,1.34106,34.55147,8658245,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658275,Benet,1.26749,34.52881,8658275,20/12/2013
UG,UG.E,UG.E.F9,UG.E.F9.0.8658342,Kaproron,1.43786,34.63634,8658342,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.7732526,Bukanga Sub-County,0.7157,33.3678,7732526,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8657669,Bulongo,0.77979,33.33361,8657669,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8657928,Nawampiti,0.69616,33.29447,8657928,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8658139,Bukooma,0.87881,33.34214,8658139,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8658260,Irongo,0.73126,33.25828,8658260,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8658403,Luuka Town Council,0.7626,33.33024,8658403,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8658411,Ikumbya,0.9917,33.35037,8658411,20/12/2013
UG,UG.E,UG.E.G4,UG.E.G4.0.8658593,Waibuga,0.63549,33.37977,8658593,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657525,Kapyanga,0.55712,33.78445,8657525,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657530,Buwunga,0.55205,33.67842,8657530,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657532,Nabukalu,0.67355,33.7333,8657532,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657566,Buluguyu,0.59121,33.89743,8657566,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657618,Bugiri Town Council,0.56263,33.75493,8657618,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657677,Bulidha,0.38576,33.72276,8657677,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657679,Muterere,0.45307,33.762,8657679,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657680,Nankoma,0.46734,33.67712,8657680,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657684,Wemba,0.61555,33.81745,8657684,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8657689,Budhaya,0.37316,33.78338,8657689,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658051,Bulesa,0.48266,33.84289,8658051,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658176,Sigulu Islands,-0.40586,33.80169,8658176,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658448,Buhemba,0.28011,33.74049,8658448,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658483,Mutumba,0.22797,33.76182,8658483,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658486,Banda,0.20296,33.89786,8658486,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658688,Buyinja,0.33069,33.84069,8658688,20/12/2013
UG,UG.E,UG.E.G7,UG.E.G7.0.8658689,Namayingo Town Council,0.40423,33.88319,8658689,20/12/2013
UG,UG.E,UG.E.G9,UG.E.G9.0.227840,Ngora County,1.5,33.75,227840,20/12/2013
UG,UG.E,UG.E.G9,UG.E.G9.0.8657569,Ngora Town Council,1.45989,33.78689,8657569,20/12/2013
UG,UG.E,UG.E.G9,UG.E.G9.0.8658033,Kobwin,1.37179,33.68206,8658033,20/12/2013
UG,UG.E,UG.E.G9,UG.E.G9.0.8658362,Mukura,1.57994,33.84643,8658362,20/12/2013
UG,UG.E,UG.E.G9,UG.E.G9.0.8658438,Kapir,1.60232,33.77268,8658438,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.7732527,Kateta Sub-County,1.407,33.513,7732527,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8657554,Kasilo Town Council,1.56505,33.37065,8657554,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8657603,Kyere,1.49758,33.63056,8657603,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658181,Atiira,1.60281,33.49527,8658181,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658240,Labori,1.41332,33.2237,8658240,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658380,Pingire,1.43227,33.37742,8658380,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658502,Kadungulu,1.50587,33.1473,8658502,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658505,Serere Town Council,1.53212,33.45776,8658505,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658732,Olio,1.54014,33.46087,8658732,20/12/2013
UG,UG.E,UG.E.H5,UG.E.H5.0.8658743,Serere,1.5846,33.31693,8658743,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8261612,Ibuje,2.00927,32.39908,8261612,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8261613,Apac,2.01613,32.48372,8261613,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8261614,Cegere,2.04323,32.41611,8261614,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8657675,Akokoro,1.7398,32.39499,8657675,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8657727,Chawente,1.79696,32.6351,8657727,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8657821,Aduku,1.99966,32.71243,8657821,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8658105,Nambieso,1.88221,32.83685,8658105,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8658131,Apac Town Council,1.97497,32.53722,8658131,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8658296,Inomo,2.09677,32.68541,8658296,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8658393,Aduku Town Council,1.99696,32.72901,8658393,20/12/2013
UG,UG.N,UG.N.26,UG.N.26.0.8658616,Abongomola,2.02058,32.82086,8658616,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.7732533,Ongako Sub-County,2.6955,32.2239,7732533,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8261619,Bobi,2.49233,32.40305,8261619,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8629916,Odek,2.67831,32.66785,8629916,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8629918,Palaro,3.13332,32.36006,8629918,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8645279,Awach,2.97323,32.4234,8645279,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8648021,Paicho Sub-County,2.86837,32.48176,8648021,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8657600,Lakwana,2.60554,32.41011,8657600,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8657703,Patiko,3.01327,32.27474,8657703,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8657917,Unyama,2.83459,32.36941,8657917,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658086,Koro,2.71674,32.36597,8658086,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658111,Layibi,2.75438,32.28483,8658111,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658160,Bar-Dege,2.78495,32.27157,8658160,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658221,Pece,2.75876,32.31739,8658221,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658556,Lalogi,2.69619,32.52163,8658556,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658558,Laroo,2.78603,32.30874,8658558,20/12/2013
UG,UG.N,UG.N.30,UG.N.30.0.8658619,Bungatira,2.86286,32.26456,8658619,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8657662,Kacheri,3.18646,33.79131,8657662,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8657781,Kotido,2.97317,34.01375,8657781,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8658055,Rengen,3.0929,33.97045,8658055,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8658219,Kotido Town Council,3.00085,34.11403,8658219,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8658321,Nakapelimoru,3.0146,34.26384,8658321,20/12/2013
UG,UG.N,UG.N.45,UG.N.45.0.8658473,Panyangara,2.81141,34.08541,8658473,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8630009,Aromo,2.57474,32.8553,8630009,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8630010,Amach,2.12056,33.00774,8630010,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8630011,Barr,2.23172,33.0455,8630011,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8630012,Adekokwok,2.23961,32.95589,8630012,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8643469,Ojwina,2.25,32.889,8643469,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8643470,Railway,2.257,32.916,8643470,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8657717,Lira,2.26411,32.84891,8657717,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8657998,Central Division,2.23265,32.9085,8657998,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8658134,Adyel Division,2.26604,32.8927,8658134,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8658331,Ogur,2.42289,32.95341,8658331,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8658404,Agweng,2.51379,32.93879,8658404,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8658407,Agali,2.13304,33.05604,8658407,20/12/2013
UG,UG.N,UG.N.47,UG.N.47.0.8658409,Ngetta,2.31163,32.9396,8658409,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8080218,Akworo,2.30018,31.24958,8080218,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8080219,Kucwiny,2.46562,31.24752,8080219,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8080351,Pakwach Town,2.46724,31.4832,8080351,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261561,Parombo,2.35459,31.24179,8261561,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261562,Nyaravur,2.43217,31.22675,8261562,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261564,Nebbi,2.44125,31.07076,8261564,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261566,Panyimur,2.32224,31.3335,8261566,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261568,Panyango,2.45099,31.35689,8261568,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8261584,Wadelai,2.6406,31.35469,8261584,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8648147,Pawach Parish,3.68361,32.93614,8648147,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8657629,Atego,2.43577,31.14592,8657629,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8657650,Alwi,2.48173,31.34957,8657650,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8657802,Erussi,2.33133,31.10215,8657802,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8657961,Ndhew,2.385,31.11622,8657961,20/12/2013
UG,UG.N,UG.N.58,UG.N.58.0.8658147,Nebbi Town Council,2.47348,31.08886,8658147,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8657753,Ukusitoni,3.09418,31.56645,8657753,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8657828,Adropi,3.32383,31.74639,8657828,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8657897,Pakelle,3.19805,31.88697,8657897,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8657957,Ciforo,3.38511,31.68781,8657957,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8657987,Pacara,3.46421,31.79613,8657987,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8658096,Arinyapi,3.50987,32.00439,8658096,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8658453,Adjumani Town Council,3.37657,31.78616,8658453,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8658573,Dzaipi,3.38866,31.95508,8658573,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8658627,Itirikwa,3.09931,31.73059,8658627,20/12/2013
UG,UG.N,UG.N.65,UG.N.65.0.8658738,Ofua,3.28694,31.79574,8658738,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.7732530,Dufile Sub-County,3.58567,31.8876,7732530,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8657625,Moyo Town Council,3.6556,31.72838,8657625,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8657820,Metu,3.69738,31.83009,8657820,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8657844,Itula,3.46742,31.58597,8657844,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8657955,Lefori,3.61785,31.57734,8657955,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8658016,Gimara,3.30879,31.51074,8658016,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8658370,Moyo,3.63371,31.6906,8658370,20/12/2013
UG,UG.N,UG.N.72,UG.N.72.0.8658634,Aliba,3.20473,31.51812,8658634,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8261585,Okollo,2.73736,31.2316,8261585,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8261586,Offaka,2.60222,31.07402,8261586,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8261591,Ogoko,2.90251,31.21616,8261591,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8261592,Rhino Camp,2.97295,31.28572,8261592,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657558,Manibe,3.07176,30.95093,8657558,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657561,Pajulu,3.00366,30.87365,8657561,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657622,Adumi,3.03954,30.8252,8657622,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657683,Uriama,3.13071,31.21736,8657683,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657701,Katrini,3.13006,30.97906,8657701,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657769,Aii-Vu,3.19175,31.04731,8657769,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657824,Aroi,3.10692,30.88427,8657824,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657886,Logiri,2.72807,30.89212,8657886,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657958,Anyiribu,2.58384,31.12234,8657958,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8657975,Vurra,2.90255,30.90202,8657975,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658074,Oluko,3.01226,31.01217,8658074,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658077,Pawor,2.82023,31.32435,8658077,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658238,Arua Hill Division,3.01242,30.91963,8658238,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658301,Odupi,3.22884,31.25822,8658301,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658324,Oli River Division,3.02816,30.91051,8658324,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658425,Uleppi,2.78921,31.07597,8658425,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658433,Omugo,3.24604,31.11101,8658433,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658459,Beleafe,3.07106,31.08933,8658459,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658464,Ayivuni,3.08919,30.83275,8658464,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658545,Ajia,2.93638,31.05942,8658545,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658608,Dadamu,3.03916,30.95127,8658608,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658614,Arivu,2.84017,30.96932,8658614,20/12/2013
UG,UG.N,UG.N.77,UG.N.77.0.8658638,Rigbo,3.08528,31.41606,8658638,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8645294,Kitgum Matidi Sub-County,3.28659,33.01251,8645294,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647776,Akwang Sub-County,3.31613,32.80841,8647776,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647777,Labongo-Amida Sub-County,3.24464,32.8906,8647777,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647778,Kitgum Town Council,3.29814,32.8906,8647778,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647779,Labongo-Layamo Sub-County,3.36768,32.91929,8647779,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647780,Muchwini Sub-County,3.43316,33.09076,8647780,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8647781,Lagoro Sub-County,3.19705,33.0752,8647781,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8657734,Omiya Anyima,3.26183,33.20696,8657734,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8658113,Namokora,3.36672,33.3084,8658113,20/12/2013
UG,UG.N,UG.N.84,UG.N.84.0.8658649,Orom,3.50019,33.49525,8658649,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8630013,Kakitekile,2.55862,34.70856,8630013,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8630014,Nadunget,2.4643,34.63921,8630014,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8630015,Rupa,2.7325,34.61311,8630015,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8630016,Tapac,2.42382,34.84245,8630016,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8658320,Northern Division,2.53214,34.66109,8658320,20/12/2013
UG,UG.N,UG.N.88,UG.N.88.0.8658523,Southern Division,2.52366,34.6548,8658523,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8657547,Loregae,1.71921,34.39844,8657547,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8657778,Nabilatuk,2.0926,34.58291,8657778,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8657805,Moruita,1.84398,34.76772,8657805,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8657940,Namalu,1.69936,34.58753,8657940,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8657996,Lolachat,1.91748,34.42958,8657996,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8658190,Nakapiripirit T.Council,1.8463,34.71988,8658190,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8658585,Lorengedwat,2.26093,34.63212,8658585,20/12/2013
UG,UG.N,UG.N.91,UG.N.91.0.8658594,Kakomongole,1.89553,34.66714,8658594,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.7732524,Pader Town Council Sub-County,2.8772,33.0906,7732524,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647782,Angagura Sub-County,3.01322,32.61465,8647782,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647783,Atanga Sub-County,2.93066,32.73645,8647783,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647784,Laguti Sub-County,3.06488,32.77341,8647784,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647785,Acholi-Bur Sub-County,3.12276,32.88089,8647785,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647787,Latanya Sub-County,3.0926,33.02095,8647787,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647863,Lapul Sub-County,2.9219,32.89694,8647863,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8647864,Pajule Sub-County,2.98999,33.0297,8647864,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8657916,Pader,2.79581,32.94193,8657916,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8658197,Ogom,2.93378,33.11811,8658197,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8658213,Awere,2.72758,32.83722,8658213,20/12/2013
UG,UG.N,UG.N.92,UG.N.92.0.8658650,Puranga,2.6334,32.99658,8658650,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.7732523,Rumogi Sub-County,3.5,31.4124,7732523,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8645292,Koch,3.57921,31.46896,8645292,28/04/2014
UG,UG.N,UG.N.97,UG.N.97.0.8657619,Kei,3.61776,31.14387,8657619,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8657729,Apo,3.48138,31.27538,8657729,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8657731,Drajani,3.34853,31.10684,8657731,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8657839,Kululu,3.3977,31.34526,8657839,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8657860,Yumbe Town Council,3.47076,31.25061,8657860,20/12/2013
UG,UG.N,UG.N.97,UG.N.97.0.8657986,Kuru,3.45172,31.19447,8657986,20/12/2013
