"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",,,67,60,80,85,50
"d301",,,59,61,52,216,82
"d322",,,54,56,70,62,68
"d323",,,47,38,55,63,39
"d315",,,29,32,34,33,28
"d324",,,167,330,44,43,
"d216",,,42,39,41,30,33
"d316",,,57,27,48,51,43
"d302",,,55,54,57,51,35
"d303",,,39,36,43,54,41
"d217",,,32,33,33,42,27
"d218",,,33,27,29,40,35
"d201",,,36,31,35,47,24
"d420",,,28,25,25,29,27
"d117",,,34,37,35,36,33
"d219",,,34,37,36,28,23
"d118",,,31,33,34,11,40
"d220",,,27,27,39,56,49
"d225",,,36,24,23,8,29
"d416",,,,116,48,26,24
"d401",,,27,31,34,46,30
"d402",,,23,29,28,28,24
"d202",,,40,29,32,40,27
"d221",,,28,41,44,48,39
"d119",,,32,29,31,37,35
"d120",,,56,82,72,111,35
"d226",,,31,29,32,37,33
"d317",,,22,33,33,33,47
"d121",,,32,28,32,38,24
"d304",,,32,32,32,35,34
"d403",,,35,35,32,27,29
"d417",,,29,26,27,34,26
"d203",,,32,30,32,29,28
"d418",,,32,30,29,26,25
"d204",,,35,36,38,40,32
"d318",,,120,84,104,115,235
"d404",,,24,23,24,36,27
"d405",,,35,32,36,43,30
"d213",,,34,35,38,32,23
"d101",,,46,20,23,26,29
"d222",,,31,34,32,46,34
"d122",,,34,40,37,40,33
"d102",,,31,28,35,33,30
"d205",,,39,34,39,31,32
"d413",,,27,33,32,38,30
"d414",,,34,26,27,32,25
"d206",,,34,30,26,51,29
"d406",,,33,33,33,33,28
"d207",,,18,19,41,29,23
"d112",,,37,33,32,40,29
"d407",,,31,28,28,28,25
"d103",,,29,29,26,18,26
"d227",,,30,26,30,20,25
"d419",,,31,28,30,34,26
"d421",,,29,33,32,53,32
"d408",,,22,23,23,33,26
"d305",,,57,49,41,55,33
"d319",,,45,49,40,44,40
"d325",,,18,18,35,41,28
"d306",,,65,196,95,291,109
"d208",,,19,25,18,39,45
"d228",,,24,30,32,55,29
"d123",,,35,42,35,39,30
"d422",,,30,27,29,37,27
"d415",,,30,29,39,39,27
"d326",,,48,26,38,32,24
"d307",,,33,34,40,37,37
"d229",,,34,34,48,42,29
"d104",,,32,34,34,41,28
"d124",,,28,35,39,48,30
"d114",,,26,29,28,28,20
"d223",,,43,46,30,47,33
"d320",,,68,76,116,88,62
"d105",,,34,31,35,36,31
"d409",,,32,29,32,33,25
"d214",,,28,31,29,52,30
"d209",,,32,29,27,48,32
"d410",,,24,24,27,33,30
"d423",,,30,26,26,29,29
"d115",,,27,29,30,33,29
"d308",,,58,64,52,43,62
"d309",,,66,30,32,32,39
"d106",,,31,38,27,31,27
"d107",,,30,35,37,36,26
"d108",,,32,34,33,28,26
"d311",,,,,57,,
"d116",,,27,25,28,28,22
"d109",,,27,20,24,28,23
"d230",,,32,41,40,28,32
"d224",,,41,33,48,32,31
"d327",,,146,206,190,203,158
"d310",,,35,31,37,35,27
"d231",,,30,25,24,27,17
"d424",,,31,41,38,25,23
"d411",,,27,28,30,33,28
"d328",,,50,43,58,47,52
"d329",,,85,45,64,23,18
"d321",,,28,26,27,27,21
"d312",,,42,49,50,33,58
"d210",,,31,33,31,26,27
"d110",,,36,34,35,35,34
"d425",,,32,32,36,29,28
"d412",,,28,26,25,28,27
"d111",,,39,34,42,37,30
"d232",,,29,23,27,27,23
"d426",,,30,28,37,29,25
"d215",,,36,33,35,33,26
"d211",,,25,31,31,34,30
"d212",,,32,28,29,30,30
"d113",,,29,29,31,30,28
"d313",,,51,60,95,45,29
"d330",,,39,43,39,53,39
