"id-to","entity-to-name","year","value"
"AL","Albania",2010,3641162.22
"AL","Albania",2011,3508850.25
"AL","Albania",2012,2995726.86
"AL","Albania",2013,2988379.15
"AL","Albania",2014,2991676.78
"AL","Albania",2015,2945514
"AM","Armenia",2010,3081507.18
"AM","Armenia",2011,2986946.83
"AM","Armenia",2012,2807168.45
"AM","Armenia",2013,2957919.69
"AM","Armenia",2014,3027421.44
"AM","Armenia",2015,2908164
"AZ","Azerbaijan",2010,3132487.62
"AZ","Azerbaijan",2011,3134781.42
"AZ","Azerbaijan",2012,2581536.31
"AZ","Azerbaijan",2013,2654402.82
"AZ","Azerbaijan",2014,1586824.72
"AZ","Azerbaijan",2015,858015
"BY","Belarus",2010,1068331.52
"BY","Belarus",2011,219513.18
"bilateral-unspecified","Bilateral, unspecified",2010,38891624.46
"bilateral-unspecified","Bilateral, unspecified",2011,38699703.44
"bilateral-unspecified","Bilateral, unspecified",2012,36512109.87
"bilateral-unspecified","Bilateral, unspecified",2013,37453268.08
"bilateral-unspecified","Bilateral, unspecified",2014,36923848.31
"bilateral-unspecified","Bilateral, unspecified",2015,37703470
"BA","Bosnia & Herzegovina",2010,16862180.68
"BA","Bosnia & Herzegovina",2011,16361578.95
"BA","Bosnia & Herzegovina",2012,14849401.49
"BA","Bosnia & Herzegovina",2013,13476539.5
"BA","Bosnia & Herzegovina",2014,12641516.34
"BA","Bosnia & Herzegovina",2015,11386360
"HR","Croatia",2010,1700493.49
"europe","Europe, regional",2010,211853.91
"europe","Europe, regional",2011,229592.47
"europe","Europe, regional",2012,210802.11
"europe","Europe, regional",2013,215397.99
"europe","Europe, regional",2014,230712.04
"europe","Europe, regional",2015,88829.7
"KZ","Kazakhstan",2010,2332656.41
"KZ","Kazakhstan",2011,2312728.23
"KZ","Kazakhstan",2012,2175821.75
"KZ","Kazakhstan",2013,2128960.8
"KZ","Kazakhstan",2014,2037417.03
"KZ","Kazakhstan",2015,2169260
"XK","Kosovo",2010,26576865.62
"XK","Kosovo",2011,24824019.18
"XK","Kosovo",2012,22223251.27
"XK","Kosovo",2013,21081835.71
"XK","Kosovo",2014,19738357.74
"XK","Kosovo",2015,19017630
"KG","Kyrgyzstan",2010,7538355.51
"KG","Kyrgyzstan",2011,7536243.92
"KG","Kyrgyzstan",2012,6506273
"KG","Kyrgyzstan",2013,6477187.51
"KG","Kyrgyzstan",2014,6917034.38
"KG","Kyrgyzstan",2015,6973138
"MK","Macedonia",2010,9167474.69
"MK","Macedonia",2011,7829668.38
"MK","Macedonia",2012,7046531.11
"MK","Macedonia",2013,6929717.87
"MK","Macedonia",2014,6602930.09
"MK","Macedonia",2015,6310944
"MD","Moldova",2010,2348518.83
"MD","Moldova",2011,2263449.74
"MD","Moldova",2012,2083660.86
"MD","Moldova",2013,2093062.79
"MD","Moldova",2014,2120820.04
"MD","Moldova",2015,2108697
"ME","Montenegro",2010,2667994.78
"ME","Montenegro",2011,2564719.91
"ME","Montenegro",2012,2331540.87
"ME","Montenegro",2013,2305197.65
"ME","Montenegro",2014,2251881.41
"ME","Montenegro",2015,2111724
"RS","Serbia",2010,8594237.53
"RS","Serbia",2011,8293339.22
"RS","Serbia",2012,7419400.42
"RS","Serbia",2013,7165800.35
"RS","Serbia",2014,6779475.2
"RS","Serbia",2015,6451263
"TJ","Tajikistan",2010,6661495.31
"TJ","Tajikistan",2011,6503630.58
"TJ","Tajikistan",2012,6368571.44
"TJ","Tajikistan",2013,6669726.49
"TJ","Tajikistan",2014,6907278.25
"TJ","Tajikistan",2015,7407184
"TM","Turkmenistan",2010,1362886.95
"TM","Turkmenistan",2011,1417875.68
"TM","Turkmenistan",2012,1408880.93
"TM","Turkmenistan",2013,1493645.72
"TM","Turkmenistan",2014,1536998.94
"TM","Turkmenistan",2015,1585813
"UA","Ukraine",2010,2834533.37
"UA","Ukraine",2011,2656556.19
"UA","Ukraine",2012,2668400.04
"UA","Ukraine",2013,2945954.88
"UA","Ukraine",2014,2858449.77
"UA","Ukraine",2015,2960655
"UZ","Uzbekistan",2010,2047163.87
"UZ","Uzbekistan",2011,2126813.96
"UZ","Uzbekistan",2012,1902518.83
"UZ","Uzbekistan",2013,1834148.31
"UZ","Uzbekistan",2014,1929102.02
"UZ","Uzbekistan",2015,1995641
