"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"AD",,,,,,,,,,,,,,
"AE",74.40568293,74.64946341,74.88921951,75.1244878,75.35573171,75.58195122,75.80012195,76.01121951,76.2147561,76.41070732,76.59860976,76.781,76.95787805,
"AF",54.84856098,55.25621951,55.67187805,56.10756098,56.56973171,57.05843902,57.57065854,58.09136585,58.60709756,59.11234146,59.60009756,60.06536585,60.50912195,
"AG",73.39729268,73.60607317,73.81339024,74.01921951,74.22204878,74.42185366,74.61609756,74.80478049,74.98687805,75.16241463,75.33390244,75.50036585,75.66531707,
"AL",74.27207317,74.73421951,75.15795122,75.52936585,75.839,76.08939024,76.29053659,76.46485366,76.63231707,76.80187805,76.9785122,77.16321951,77.35046341,
"AM",71.27653659,71.75565854,72.2022439,72.61097561,72.97492683,73.28856098,73.54982927,73.76463415,73.94387805,74.09304878,74.21965854,74.33219512,74.43721951,
"AO",45.20478049,45.97314634,46.71173171,47.39317073,48.0035122,48.53880488,49.00704878,49.43573171,49.84739024,50.25102439,50.65417073,51.05931707,51.464,
"AR",73.74565854,73.95368293,74.15878049,74.35995122,74.55773171,74.75165854,74.94121951,75.12690244,75.30819512,75.48709756,75.66356098,75.83860976,76.01268293,
"AS",,,,,,,,,,,,,,
"AT",78.02682927,78.52682927,78.67804878,78.63170732,79.1804878,79.33170732,79.83170732,79.98292683,80.23414634,80.08292683,80.38292683,80.98292683,80.93658537,
"AU",79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.09512195,
"AW",73.72060976,73.78290244,73.8652439,73.96856098,74.09085366,74.22807317,74.37570732,74.5262439,74.67421951,74.81614634,74.95202439,75.08039024,75.2067561,
"AZ",66.7582439,67.15029268,67.56107317,68.00368293,68.47019512,68.93726829,69.37473171,69.756,70.06292683,70.29265854,70.45029268,70.55129268,70.62495122,
"BA",74.66917073,74.92109756,74.98714634,75.0104878,75.04107317,75.11239024,75.23095122,75.3704878,75.51097561,75.65587805,75.80668293,75.96241463,76.12114634,
"BB",73.0194878,73.21287805,73.4017561,73.58765854,73.77004878,73.94895122,74.12482927,74.29721951,74.46758537,74.63543902,74.80178049,74.96714634,75.13202439,
"BD",65.31973171,65.79034146,66.23990244,66.67092683,67.08597561,67.48956098,67.88726829,68.28314634,68.68070732,69.08192683,69.48580488,69.89180488,70.29485366,
"BE",77.72195122,77.97317073,78.07560976,78.12926829,78.87804878,78.9804878,79.3804878,79.78292683,79.6804878,79.98292683,80.23414634,80.58536585,80.38536585,
"BF",50.4827561,50.85807317,51.2727561,51.71756098,52.18278049,52.65870732,53.13968293,53.61968293,54.09419512,54.55768293,55.0067561,55.4404878,55.86202439,
"BG",71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,
"BH",74.5892439,74.77670732,74.96021951,75.1407561,75.31880488,75.49231707,75.66073171,75.823,75.97660976,76.12404878,76.26485366,76.40204878,76.53619512,
"BI",48.20802439,48.49492683,48.80356098,49.15695122,49.55809756,50.007,50.49960976,51.02146341,51.55658537,52.09407317,52.62402439,53.13656098,53.6287561,
"BJ",55.1882439,55.4664878,55.81431707,56.20807317,56.63317073,57.06697561,57.48687805,57.87387805,58.216,58.5067561,58.74668293,58.94490244,59.1194878,
"BM",77.88536585,77.88536585,78.08780488,78.33414634,78.48536585,78.68536585,78.88780488,78.93414634,79.23658537,79.38843902,79.28853659,79.28853659,79.28853659,
"BN",76.03095122,76.23880488,76.44263415,76.6424878,76.83931707,77.03268293,77.22460976,77.41609756,77.60619512,77.79787805,77.98865854,78.18102439,78.37346341,
