"district_id","2010","2011","2012","2013","2014","2015","2016"
"d314",30,31,51,29,27,25,38
"d301",26,28,55,24,24,24,23
"d322",28,31,55,33,35,23,27
"d323",18,16,18,19,18,17,17
"d315",19,20,20,24,23,23,20
"d324",21,14,14,15,17,3,14
"d216",24,25,32,25,23,18,16
"d316",24,35,36,31,29,30,27
"d302",23,22,32,22,16,16,17
"d303",18,20,25,19,20,19,18
"d217",26,26,29,25,32,27,32
"d218",28,32,56,38,45,47,58
"d201",38,33,52,29,28,29,27
"d420",21,20,73,15,15,16,13
"d117",22,26,34,28,25,28,24
"d219",40,30,32,33,26,26,25
"d118",24,30,30,31,30,40,35
"d220",29,30,30,32,31,28,29
"d225",21,28,44,33,31,38,37
"d416",21,22,24,24,21,22,38
"d401",19,28,47,24,25,26,30
"d402",17,27,31,27,24,20,21
"d202",23,36,52,39,41,43,39
"d221",21,27,39,31,29,43,34
"d119",25,21,32,21,19,21,25
"d120",12,18,13,10,9,10,24
"d226",38,49,367,40,29,34,32
"d317",17,21,29,24,25,23,19
"d121",18,22,25,21,21,21,22
"d304",22,22,35,22,21,22,23
"d403",24,28,44,25,23,21,20
"d417",24,27,31,22,18,19,19
"d203",29,29,32,26,27,29,32
"d418",26,27,46,21,20,19,17
"d204",23,26,33,25,23,24,24
"d318",36,,36,32,35,31,33
"d404",18,24,33,23,23,20,21
"d405",31,37,40,32,32,28,26
"d213",24,27,31,26,30,27,25
"d101",13,14,13,12,12,13,9
"d222",30,33,42,43,46,55,59
"d122",20,24,43,28,26,22,22
"d102",24,28,35,27,25,27,27
"d205",27,27,37,30,26,28,26
"d413",21,24,29,25,24,20,21
"d414",26,30,27,29,29,25,25
"d206",26,28,36,27,26,26,27
"d406",27,26,24,20,19,20,20
"d207",20,29,40,33,29,24,31
"d112",21,23,33,20,19,20,18
"d407",30,30,32,25,24,25,26
"d103",20,28,37,18,19,22,20
"d227",36,25,28,26,32,32,49
"d419",23,25,25,21,19,16,18
"d421",30,42,27,31,30,25,20
"d408",16,27,33,25,24,23,19
"d305",24,19,36,20,19,23,18
"d319",17,18,19,18,18,17,17
"d325",23,25,25,23,25,22,21
"d306",35,38,84,48,59,52,50
"d208",33,54,37,22,25,29,29
"d228",25,34,29,32,23,32,29
"d123",14,13,18,15,17,20,16
"d422",23,26,29,25,27,22,21
"d415",28,32,44,34,29,29,28
"d326",35,29,37,37,37,17,27
"d307",14,17,21,22,21,20,23
"d229",26,33,35,27,27,28,31
"d104",18,21,26,23,22,22,20
"d124",24,30,36,26,26,33,22
"d114",27,31,30,27,28,25,26
"d223",22,28,38,29,29,32,29
"d320",20,22,35,19,21,21,19
"d105",22,24,32,21,22,22,22
"d409",18,23,34,24,23,25,24
"d214",31,37,60,36,36,34,27
"d209",26,28,52,26,31,28,29
"d410",20,23,26,21,19,18,19
"d423",26,30,51,27,23,23,23
"d115",19,22,23,19,19,20,19
"d308",26,23,32,25,25,24,27
"d309",21,22,20,20,16,16,15
"d106",17,22,24,16,16,19,16
"d107",22,24,28,24,26,25,23
"d108",18,22,36,21,21,24,21
"d311",22,30,43,25,27,26,34
"d116",22,27,33,24,22,24,23
"d109",28,28,30,29,30,30,30
"d230",32,41,33,38,41,54,69
"d224",25,23,55,27,28,29,41
"d327",20,13,19,19,19,28,22
"d310",23,31,37,28,23,25,24
"d231",28,28,31,30,26,29,26
"d424",48,54,69,55,36,26,25
"d411",21,25,27,23,21,21,19
"d328",25,22,37,22,18,23,24
"d329",28,24,27,21,18,20,24
"d321",22,24,32,24,20,17,14
"d312",17,21,22,18,17,19,19
"d210",32,32,52,34,38,42,42
"d110",20,26,49,31,30,31,32
"d425",30,26,32,18,16,16,12
"d412",17,30,37,27,25,25,23
"d111",20,24,42,26,30,35,34
"d232",26,26,30,28,30,28,30
"d426",22,23,30,22,20,19,18
"d215",24,28,43,23,23,25,23
"d211",24,27,32,27,26,28,25
"d212",29,33,34,29,29,29,29
"d113",17,21,27,21,21,22,22
"d313",22,28,49,27,26,28,23
"d330",12,25,32,19,22,24,23
